gene_id	PolII mean gb	PolII mean promoter
ENSMUSG00000101891	-2.8101906489166786	-2.3247426659924586
ENSMUSG00000059713	0.8063921684435613	0.8430759615336306
ENSMUSG00000104894	-0.6158601063835386	-0.5977643601637443
ENSMUSG00000067149	-0.3182425793744083	-0.7589888385008744
ENSMUSG00000113618	-2.8101906489166786	-2.3247426659924586
ENSMUSG00000057367	0.6020414317626502	1.5571859271491904
ENSMUSG00000031242	-0.5027770635343168	0.3244625732203191
ENSMUSG00000031832	1.0031212825290756	0.9180020571322917
ENSMUSG00000026509	0.31534383590790893	0.5712884080100228
ENSMUSG00000070345	0.2705903023511248	0.7424032856077076
ENSMUSG00000006056	-0.058873506499312035	0.2681562547131568
ENSMUSG00000051977	0.012746053639422791	0.7511189639895023
ENSMUSG00000083010	-0.6622421281631986	-0.9860181891224621
ENSMUSG00000074141	2.044243029393912	1.555157676825139
ENSMUSG00000036036	1.950055358469902	0.30819966133248833
ENSMUSG00000103317	1.8597738064746345	1.1256320135269817
ENSMUSG00000061130	1.2787013283217905	-0.07621673274496606
ENSMUSG00000090461	-0.7175511650150069	-0.5401192881394803
ENSMUSG00000059839	0.04776534744139065	0.679424695053592
ENSMUSG00000062545	-0.1332390476293179	-0.5441307655128756
ENSMUSG00000025418	-0.47942279431834944	-0.7341461480792966
ENSMUSG00000067541	-0.4276568079685201	-0.6131286146605989
ENSMUSG00000027531	0.38186385410636	0.5384374000136649
ENSMUSG00000031198	0.3463832190848451	1.1909694001633595
ENSMUSG00000116114	-0.32197043402620384	-0.5310481457351436
ENSMUSG00000085536	-1.0731995430163674	-1.5747059297347081
ENSMUSG00000059762	-0.4742698414454129	-0.7903103730649823
ENSMUSG00000032059	0.33186180053258085	0.5807168093015698
ENSMUSG00000027215	-0.39166167680368397	0.23338809465795096
ENSMUSG00000114623	-0.6348288573382064	-0.4962198030089578
ENSMUSG00000096858	-0.5329153640276177	-0.7907635171816004
ENSMUSG00000097500	1.1298146790122043	-0.042322016747419845
ENSMUSG00000060332	-0.18883400857693214	-0.43136228764892387
ENSMUSG00000086701	-0.37067323691751003	-0.31900101804597186
ENSMUSG00000028629	0.23376656994247366	1.2624485988360394
ENSMUSG00000074398	1.9955689818959501	0.047220602971254355
ENSMUSG00000109853	-0.5819817467261693	-0.9370371353373255
ENSMUSG00000062098	0.3082798426561994	0.889466962413038
ENSMUSG00000112762	-1.0618739090050489	-0.6413774025609023
ENSMUSG00000027579	-0.3618774424465514	0.13680577192850382
ENSMUSG00000113129	-2.8101906489166786	-2.3247426659924586
ENSMUSG00000027737	-0.6555512329097607	0.10976191962799742
ENSMUSG00000061525	-2.8101906489166786	-2.3247426659924586
ENSMUSG00000026204	0.9118630643406834	0.7356509386542955
ENSMUSG00000111144	-0.6470977652777159	-0.5823762719215253
ENSMUSG00000086279	-0.016494627673156553	0.6430399050146949
ENSMUSG00000070034	-2.8101906489166786	-2.3247426659924586
ENSMUSG00000041827	0.08045409785184719	-0.10745522677214972
ENSMUSG00000022100	1.0334645230320114	1.4097259641834397
ENSMUSG00000036356	-0.44194241421099173	-0.3592325277013901
ENSMUSG00000042804	0.8685923402143279	0.7808131975342413
ENSMUSG00000107546	-0.3583518508365727	-0.5568352515153162
ENSMUSG00000114715	-0.4703083271448168	-0.6595664097652002
ENSMUSG00000068816	-0.6049488846178573	-0.7339482187436072
ENSMUSG00000118322	-0.4964615311378822	-1.0037845445000144
ENSMUSG00000117781	-0.37499642539755235	-0.6627202807610175
ENSMUSG00000029467	1.676580681906784	1.668376656058823
ENSMUSG00000041298	0.20097008442866504	0.8011008627686583
ENSMUSG00000111818	-0.15796061092519006	-0.5737772780317237
ENSMUSG00000111013	-0.4553477058869448	-0.48242060048056434
ENSMUSG00000116311	0.1755106147508185	0.015421488765275325
ENSMUSG00000115616	-0.49423861633608246	-0.7123856413459322
ENSMUSG00000028712	-0.5383921461694743	-0.62150559569208
ENSMUSG00000025060	0.27165331875306004	1.0756164864976556
ENSMUSG00000101781	-2.8101906489166786	-2.3247426659924586
ENSMUSG00000038181	1.4450059416866137	0.868018161866334
ENSMUSG00000111378	-0.18335798680835663	-0.35173127560720857
ENSMUSG00000055489	-0.6660036419203965	0.0002896831273559017
ENSMUSG00000096795	0.49728823333638633	1.2187404120155965
ENSMUSG00000108930	0.3393230265830594	-0.10976795772965472
ENSMUSG00000027879	0.5749274085562528	0.6017042621802926
ENSMUSG00000030703	0.9927428012742955	0.3264939536833709
ENSMUSG00000097827	-0.7787668174708022	-2.3247426659924586
ENSMUSG00000118366	-0.8698628420555283	-0.8316743781423936
ENSMUSG00000037101	-0.32779925604312593	-0.3927993537702148
ENSMUSG00000048439	0.6193055722628682	1.0083496378707726
ENSMUSG00000020524	-0.6861326166564448	-0.9485803326851371
ENSMUSG00000027068	-0.5348303775689311	-0.5507347074893587
ENSMUSG00000036395	-0.6260846804700666	0.39621391260073424
ENSMUSG00000102055	-0.2831016602493145	-0.5716738201155035
ENSMUSG00000087678	-0.5449974797733992	-0.5301250774607246
ENSMUSG00000044452	0.9026182807795186	1.3742880639884774
ENSMUSG00000037487	1.4996244601207063	1.635657363890927
ENSMUSG00000078490	0.2180303311238594	0.8472480202908061
ENSMUSG00000021427	1.5272413720460587	1.2218261415126017
ENSMUSG00000039183	1.123845291372946	1.098127222816346
ENSMUSG00000050953	-2.8101906489166786	-2.3247426659924586
ENSMUSG00000098206	-0.4365217764834001	-0.7348093412480029
ENSMUSG00000021176	-0.08390106703640261	1.3787474386697334
ENSMUSG00000085318	-0.2952078913939334	-0.35630132530739644
ENSMUSG00000114310	0.4718383675814189	0.14763651968816147
ENSMUSG00000040740	-0.27805580527541063	0.500881256818982
ENSMUSG00000099802	-0.4988211941156377	-0.8501403812958771
ENSMUSG00000106515	-0.5117853531804375	-0.7021181378914529
ENSMUSG00000111222	-0.6008407384606239	-0.8475540926740716
ENSMUSG00000026492	1.1554940899321537	1.1648847580347623
ENSMUSG00000071064	0.5231510908960624	1.1490041629314214
ENSMUSG00000107373	0.4281913574007021	-0.31520033573968687
ENSMUSG00000025515	-0.4309893813104742	-0.5417954092658711
ENSMUSG00000075335	-0.41931913501370566	-0.4922815887619872
ENSMUSG00000117996	-0.6863386155351607	-0.8044971500271085
ENSMUSG00000057715	-0.13912319323732097	0.3764884735997165
ENSMUSG00000109062	-0.39621592024113067	-0.5957085677442897
ENSMUSG00000100282	-0.22771397619044845	-0.6631654553564837
ENSMUSG00000100314	-0.9835186186028853	-0.6099677919530233
ENSMUSG00000011114	1.341540371304329	1.3212227550283608
ENSMUSG00000061755	0.5379060042855038	0.7589372665810811
ENSMUSG00000050028	-0.7266826089333859	-0.6163786619225782
ENSMUSG00000086904	-0.2689712898009074	-0.3995933223907663
ENSMUSG00000109701	-0.7007377829673318	-0.7672304389761424
ENSMUSG00000078452	-2.8101906489166786	-2.3247426659924586
ENSMUSG00000117840	1.2420848689132458	0.7324182951146082
ENSMUSG00000081660	-0.5596095119015437	-0.736077463842539
ENSMUSG00000040312	1.5305000863421767	1.6621274010314067
ENSMUSG00000057788	1.4730555362106976	0.669684164277517
ENSMUSG00000027403	-0.4126385704801305	-0.8447129034245477
ENSMUSG00000096593	-0.6562945251318915	-0.6448843442084594
ENSMUSG00000021264	1.5185833799288737	1.7279845153610855
ENSMUSG00000058925	-0.585412234186329	-0.7277988633005367
ENSMUSG00000025155	1.5052795590985988	0.9598712383109017
ENSMUSG00000062511	-0.36637429187105763	-0.7601831724494743
ENSMUSG00000035295	2.8876806349615136	0.9637726079551577
ENSMUSG00000028523	-0.5340661845891984	-0.42477618003531703
ENSMUSG00000112297	0.9993429496384794	0.26188088993479375
ENSMUSG00000101928	-2.8101906489166786	-2.3247426659924586
ENSMUSG00000005952	-0.5200514042292478	-0.7854207372356512
ENSMUSG00000053395	0.8331726827395937	-0.2238903273787115
ENSMUSG00000107230	-0.27233295382866457	1.4067653872092742
ENSMUSG00000113592	-0.2908188646006048	-0.627490833308936
ENSMUSG00000104130	-0.5566926490229033	-0.5607882357729046
ENSMUSG00000091412	-0.402568192038038	0.8796984986048668
ENSMUSG00000002820	1.596832954216577	1.0382059264286334
ENSMUSG00000110616	-0.652918198804408	-0.8878749443519927
ENSMUSG00000061469	0.0985968866920204	1.1352362346977896
ENSMUSG00000020474	0.3272869466592275	0.8334225203604985
ENSMUSG00000050197	-0.36532612997598735	0.2670844242150493
ENSMUSG00000054499	0.6373639474831967	0.9651612392800876
ENSMUSG00000027296	0.36804016463137035	1.016150960606145
ENSMUSG00000117369	0.41626819023933964	-0.03482724079660529
ENSMUSG00000091277	-0.17544679834219684	-0.3703667788640077
ENSMUSG00000099506	-2.8101906489166786	-2.3247426659924586
ENSMUSG00000101838	0.5105450734903338	-0.20867511604347067
ENSMUSG00000114024	0.18896487649833152	1.3295052114148427
ENSMUSG00000015085	-0.17305699572508537	0.21795534558929366
ENSMUSG00000029436	0.45079983870793683	1.1030364371035504
ENSMUSG00000069814	0.8056184253658072	0.4875453365061213
ENSMUSG00000067150	1.2063909744918113	1.2418453222621062
ENSMUSG00000006288	0.8177022549760568	0.9190641135941301
ENSMUSG00000102013	-0.4367423367745841	-0.6221948639207634
ENSMUSG00000061559	1.023462422027533	1.0433221683759808
ENSMUSG00000102329	0.15876704714513834	-0.33477088070228467
ENSMUSG00000113098	-0.6950468376380377	-0.7582813488556106
ENSMUSG00000026021	1.2706589860842143	1.4569575640425863
ENSMUSG00000094383	-1.2310438575786444	-1.074826556302551
ENSMUSG00000086214	-0.5808616468737234	-0.7345216393251391
ENSMUSG00000107799	1.004673409622719	0.6218623166263118
ENSMUSG00000085957	0.10410557684488048	-0.08976539395376144
ENSMUSG00000013936	0.22316942523079192	-0.4893970800716409
ENSMUSG00000109351	1.506956285110903	0.8901793828014988
ENSMUSG00000010936	0.9643769711793063	1.0575052074645512
ENSMUSG00000045594	-2.8101906489166786	-2.3247426659924586
ENSMUSG00000025433	-0.6699692201280196	-0.8208113083188238
ENSMUSG00000046873	0.7902206722435945	1.3417562292303367
ENSMUSG00000067629	0.7112473486027824	0.24766151992680596
ENSMUSG00000105271	-0.057789312647170216	-0.5643981352372035
ENSMUSG00000021136	0.06960481631702406	0.9962429086903606
ENSMUSG00000042770	0.1054208735900251	1.0021740351198227
ENSMUSG00000026135	0.9623333726957828	1.162342677455601
ENSMUSG00000085573	-0.07251575167155148	-0.3320984102298177
ENSMUSG00000118376	-0.5050188177607458	-0.43431884586224156
ENSMUSG00000026175	0.9495917564675711	-0.24827459017627648
ENSMUSG00000026814	0.7512544664527815	0.6482946154385878
ENSMUSG00000018800	-0.2658332475128187	0.6189974733475764
ENSMUSG00000022844	0.3408320506844617	0.729078614310729
ENSMUSG00000087115	-0.37377635753792776	-0.6876320856643487
ENSMUSG00000107703	-0.5737492021415616	-0.6299902811268409
ENSMUSG00000003559	0.1787690334848002	0.37449102169620246
ENSMUSG00000070811	-0.06759534299523741	-0.8444851387620075
ENSMUSG00000084949	-0.3971731653583203	-0.0819957995382913
ENSMUSG00000096576	-2.8101906489166786	-2.3247426659924586
ENSMUSG00000025626	0.10574745515673575	0.6355443408607875
ENSMUSG00000096433	-0.4190952455069365	0.49017588230172104
ENSMUSG00000113260	-2.8101906489166786	-2.3247426659924586
ENSMUSG00000112489	0.5946866539062065	-0.4612649455135536
ENSMUSG00000107408	-0.05801852502164244	-0.8840294702105496
ENSMUSG00000079104	1.319563303459723	1.3217960659195893
ENSMUSG00000090387	2.4656704614793594	0.9912346020217317
ENSMUSG00000087112	-0.5228936606996423	-0.8357318830635488
ENSMUSG00000068105	0.5289004484807148	0.12699146744794515
ENSMUSG00000040467	1.8768169800563341	1.3682756241385616
ENSMUSG00000101491	-2.8101906489166786	-2.3247426659924586
ENSMUSG00000079445	1.3659354489957471	0.9895148762629966
ENSMUSG00000024519	-0.4678338617056279	-0.7366382443942847
ENSMUSG00000024789	-0.0053584752931075934	0.7313285830768017
