gene_id	SET1A mean gb	SET1A mean promoter	ZC3H4 mean gb	ZC3H4 mean promoter	H3K4me3 mean gb	H3K4me3 mean promoter
ENSMUSG00000075249	0.002928214	-0.3386005	-0.34667313	-0.19257823	-0.1186516	-0.039866056
ENSMUSG00000097189	0.09850185	0.67001605	0.40572667	0.4667206	0.042125147	0.33981052
ENSMUSG00000028618	0.091557026	0.7790864	0.25431705	0.48715663	0.17340225	0.48056492
ENSMUSG00000085351	0.08087941	-0.095833436	-0.20149232	-0.028944073	-0.05504187	-0.12187371
ENSMUSG00000083170	-1.2353017	-1.2304705	-1.1941359	-0.56341666	-0.4284384	-0.5494561
ENSMUSG00000048706	0.05379656	0.16809733	-0.103645295	0.118974715	0.112542085	0.22256927
ENSMUSG00000037362	0.027479967	-0.22841325	-0.38138205	-0.1150106	-0.102793634	0.09563353
ENSMUSG00000035776	-0.09345786	-0.11161896	-0.27198356	0.19787446	-0.13393815	0.14792506
ENSMUSG00000108963	-0.15419891	-0.37520233	-0.4189852	-0.2198741	-0.19818605	-0.24273703
ENSMUSG00000047940	0.03849582	0.37870076	-0.35243773	0.17781861	0.0140594365	0.18636957
ENSMUSG00000098702	0.10126476	0.7260601	0.5016121	0.4607944	0.1686635	0.48145017
ENSMUSG00000114345	0.005204033	-0.2618922	-0.29036686	-0.2875937	-0.15574461	-0.31345567
ENSMUSG00000053216	0.06696386	-0.08158225	0.23818232	0.16180353	0.008375858	-0.1158047
ENSMUSG00000024847	0.16485932	0.45410362	0.53078467	0.36551803	0.14652957	0.24480155
ENSMUSG00000028197	0.0004142591	-0.31579646	-0.36754072	-0.17296503	-0.0924374	-0.019421367
ENSMUSG00000108095	0.36615422	-0.19831172	1.0379465	-0.20293507	0.063231066	-0.16840692
ENSMUSG00000038917	0.41535342	-0.12989336	1.0287876	0.03288028	-0.018685287	-0.22946359
ENSMUSG00000032244	0.18243657	1.0499549	0.92552227	0.60476434	0.20321248	0.4085217
ENSMUSG00000090141	0.15580025	-0.28267968	0.5501101	-0.1577334	0.09116723	-0.05151741
ENSMUSG00000090214	0.028477686	-0.2574192	-0.26094443	-0.2632461	-0.08224282	-0.16349962
ENSMUSG00000059741	-0.024630982	-0.2809193	-0.3329997	-0.22712456	-0.11186473	-0.12938583
ENSMUSG00000040888	0.2362789	0.6893941	0.8509964	0.47470284	0.19685026	0.38169894
ENSMUSG00000020020	0.09583656	0.5008777	0.32240576	0.3146411	0.13324581	0.35477376
ENSMUSG00000026141	0.0070880014	-0.39617765	-0.34140298	-0.26906815	-0.054744482	0.0499729
ENSMUSG00000062753	0.423447	0.26477653	1.3998734	0.5366822	0.16012417	0.16179307
ENSMUSG00000026697	0.03593443	-0.27920607	-0.31169367	-0.33713436	-0.060785815	-0.22258112
ENSMUSG00000085037	0.10671672	0.55931646	0.5523778	0.34120733	0.03458263	0.30933166
