gene_id	AFF4 mean gb	AFF4 mean promoter	BRD4 mean gb	BRD4 mean promoter	CDK9 mean gb	CDK9 mean promoter	H3K4me3 mean gb	H3K4me3 mean promoter	HEXIM1 mean gb	HEXIM1 mean promoter	RBBP5 mean gb	RBBP5 mean promoter	DPY30 mean gb	DPY30 mean promoter	NELFA mean gb	NELFA mean promoter	INTS11 mean gb	INTS11 mean promoter
ENSMUSG00000009585	0.037721373	0.014246762	0.018297067	0.027445266	0.065218255	0.10077964	0.038970847	0.05049608	-0.0057898453	0.037389208	0.020220868	0.0010010734	0.06833952	0.068152264	0.051178515	0.08172179	-0.018313782	0.08903888
ENSMUSG00000003072	0.02763278	0.00029968627	0.013639716	0.0026641618	0.07423825	0.025027173	0.059862696	-0.0048151463	0.006169547	0.035917934	0.023235286	-0.008398689	0.023249384	0.023884451	0.043489784	0.028821401	-0.020686643	-0.05701091
ENSMUSG00000035399	0.04275641	0.013871211	0.014658739	0.001157403	0.07228129	0.018106434	0.052028876	-0.08011107	-0.002299176	0.023428056	0.019178733	-0.00398394	0.07336389	-0.0025558393	0.053501617	0.024528345	-0.014807272	-0.054409914
ENSMUSG00000057691	0.029498152	0.0052801697	0.015859943	0.015727779	0.04855385	0.03803119	0.04729443	0.061424315	-0.0041281655	0.005965752	0.01427359	-0.004246689	0.07000102	0.074826896	0.043199237	0.0458542	-0.020637974	0.10305875
ENSMUSG00000029246	0.028180547	0.012017194	0.014272845	0.030320095	0.03299307	0.05558903	0.031654384	0.042734418	-0.017235873	0.017708115	0.014105803	-0.0010439868	0.065771334	0.06058158	0.043051504	0.0838486	-0.02156597	0.0933769
ENSMUSG00000062960	0.028339379	0.006943311	0.017185958	0.022300566	0.016024783	0.05721054	0.011852454	0.05896544	-0.008431871	0.0065402426	0.009330708	-0.014761119	0.028754735	0.061242327	0.036130078	0.07237933	-0.027798316	0.07341522
ENSMUSG00000048222	0.03431188	0.0091249505	0.024448263	0.0015508971	0.03109874	0.06870118	-0.007846901	0.06309434	0.0028650472	0.01973296	0.008345233	-0.012947797	0.060403958	0.05591554	0.03483494	0.052306365	-0.02352995	0.033633254
ENSMUSG00000021115	0.030608889	0.006400607	0.021069406	0.022067092	0.04304156	0.032381088	0.022089278	0.06317674	-0.0027065503	0.03210051	0.011165711	-0.003637804	0.057728954	0.070322394	0.040097255	0.06541732	-0.022076458	0.07281049
ENSMUSG00000022993	0.03258249	0.006045604	0.011402096	0.007553675	0.07214562	0.047885373	0.022129035	-0.104766	-0.0015934575	0.035963207	0.010806859	-0.010780649	0.07142758	-0.011388206	0.054776665	0.015997062	-0.017155433	-0.03270228
ENSMUSG00000020706	0.031495325	0.0035940649	0.0112252375	0.033607036	0.03737071	0.033172283	0.023518223	0.0645008	-0.017359717	0.028325994	0.012593124	-0.0044489983	0.0468045	0.060264874	0.038897317	0.07114561	-0.017686334	0.119775355
ENSMUSG00000097724	0.021356741	0.0014611423	0.028267113	0.022120778	0.07116144	0.046469014	-0.015003355	0.058384404	-0.015636964	0.014450725	0.008812796	-0.01192792	0.008950362	0.06988248	0.0147542255	0.036838554	-0.037566926	0.033444725
ENSMUSG00000097797	0.018340092	0.009054397	0.006434438	0.034559093	0.03606603	0.037142683	-0.01083194	0.06125018	-0.022655422	0.03175514	0.008109562	-0.018593147	0.01587373	0.05907607	0.024271399	0.11095406	-0.011258653	0.103235245
ENSMUSG00000003575	0.03783623	-0.0020527556	0.024247801	0.013298891	0.031613085	0.03835156	0.0319936	0.069709316	-0.005305958	0.032967683	0.018040778	-0.002917264	0.049760375	0.07025925	0.046824433	0.06546283	-0.023775397	0.088207744
ENSMUSG00000027968	0.021855632	-0.0021022104	0.010471676	0.023980994	0.051234704	0.03218738	0.027566224	0.060653556	-0.009788901	0.03311846	0.012587505	-0.00020638746	0.057976253	0.07093209	0.03154123	0.07369941	-0.017700614	0.10570567
ENSMUSG00000024154	0.02128379	-0.01097007	0.012835075	0.00660801	0.04183902	-0.02431689	0.003479444	0.0060241693	-0.018677548	0.01093956	0.00827279	-0.0047146687	0.05983517	0.038317755	0.035439678	-0.0069839815	-0.016819635	-0.04986377
ENSMUSG00000020419	0.02738273	-0.003269295	0.014618582	0.01863774	0.058974445	0.047865126	0.010414356	0.04452706	-0.01179195	0.030517526	0.009594314	-0.009206478	0.05594668	0.050454132	0.030464841	0.03481293	-0.018296683	0.06666437
ENSMUSG00000022811	0.025351102	0.0063330117	0.013280177	0.039320566	0.051407013	0.06888611	0.029827455	0.049462397	-0.010897034	0.029254707	0.013774831	-0.00076865527	0.062110856	0.0726083	0.038838737	0.07784767	-0.02226036	0.10045963
ENSMUSG00000064043	0.032383468	0.008814319	0.022443738	0.014807039	0.038456894	0.027814034	0.039202888	0.049554806	-0.0041407365	0.023802895	0.011376586	-0.0055621252	0.06470399	0.061900448	0.045810793	0.042270504	-0.022028048	0.054332543
ENSMUSG00000071064	0.0324366	0.007927406	0.020326715	0.02123476	0.041995704	0.042925786	0.027811171	0.031327795	-0.0062583587	0.01002758	0.017362216	-0.0054808483	0.05699972	0.044490416	0.04349032	0.050614778	-0.024061155	-0.019937657
ENSMUSG00000030979	0.037605282	0.0107169505	0.025959834	0.022019546	0.03726718	0.048826307	-0.01019966	0.066095695	-0.002676171	0.00012466781	0.006294676	-0.018631028	0.0047368333	0.078014195	0.040491823	0.0823087	-0.02614109	0.11309516
ENSMUSG00000029326	0.029443016	0.018448917	0.016259164	0.027088031	0.045578018	0.033467963	0.028675998	0.032474007	-0.010666579	0.029071294	0.00704962	-0.005688473	0.054149758	0.05394654	0.047596276	0.06478839	-0.018396761	0.05504298
ENSMUSG00000086354	0.029638397	0.00080063456	0.0112558	0.0065171216	0.035903838	0.0053866687	0.00058715354	-0.059337392	-0.014822336	0.02075945	0.011494837	-0.012450213	0.038847033	0.00941065	0.03379899	0.01725578	-0.015329444	-0.06007138
ENSMUSG00000026656	0.028782925	0.0152846	0.0132154105	0.0065311585	0.06985043	0.014404744	0.031070417	-0.030724578	-0.004430237	0.024934554	0.009307086	-0.01872822	0.077971175	0.014590535	0.051671803	0.016697545	-0.014131851	-0.07089089
ENSMUSG00000050565	0.029671999	0.012853356	0.017392362	0.027891515	0.04095169	0.039564468	0.04386871	0.042544764	-0.01342452	0.028182883	0.015791804	-0.0028777926	0.058775105	0.06810732	0.03688089	0.06624742	-0.022797246	0.062914744
ENSMUSG00000070319	0.016269697	0.01101665	0.010326599	0.024968063	0.025355438	0.030768072	0.033243615	0.061233476	-0.002575376	0.021262059	0.015828455	-0.0058252383	-0.008583415	0.05837818	0.038213547	0.04478335	-0.0154526895	0.061656535
ENSMUSG00000003038	0.029845282	0.016245155	0.0068462654	0.026147382	0.046893593	0.059750285	0.04468583	0.02558364	-0.0098993955	0.011458261	0.012153231	-0.0061273053	0.0799476	0.052446093	0.053756382	0.054097317	-0.01893679	0.059591983
ENSMUSG00000029994	0.033955112	0.00703741	0.025552938	0.0026005418	0.03420321	0.03603272	0.025739752	0.068741366	-0.0095828995	0.038365558	0.009807947	-0.005773259	0.058338277	0.059456024	0.040988456	0.038780916	-0.024140717	0.083881944
ENSMUSG00000002289	0.028011259	0.022363689	0.017723616	0.020357676	0.055868585	0.051128305	0.025223501	0.058463946	-0.0034046299	0.03956401	0.013816366	-0.004221288	0.04030321	0.051516023	0.039657246	0.051747482	-0.017491506	0.08451474
ENSMUSG00000060268	0.028368505	0.008616558	0.024728179	0.014064368	0.04834336	0.06465067	0.025557734	0.054327343	0.0006090973	0.035348292	0.012651561	-0.005483893	0.07574597	0.04408856	0.045589656	0.03873093	-0.024108866	-0.0024700908
ENSMUSG00000029655	0.018131442	0.0037632023	0.007823091	0.027773675	0.05960734	0.08527552	0.026531603	0.05472758	-0.0149915	0.02470038	0.0111058	0.00046297812	0.06876072	0.06371472	0.030860744	0.065753296	-0.018147554	0.08121944
ENSMUSG00000052962	0.026567651	0.013509392	0.02385859	0.016098723	0.05525405	0.053766515	0.01977884	0.074415825	-0.009780591	0.031373795	0.0066990335	-0.0030088145	0.026171317	0.06716677	0.035323508	0.05577273	-0.015025031	0.10645247
ENSMUSG00000074652	0.0320523	0.016672198	0.015412705	-0.003593906	0.067099355	0.028634213	0.07738085	-0.04720905	-0.0030958473	0.029022967	0.018142546	-0.007486577	0.08880345	0.0072625736	0.058316324	0.02553235	-0.015686769	-0.04834423
ENSMUSG00000020368	0.023554334	0.009636639	0.012178787	0.040526	0.059509195	0.043563914	0.027176365	0.055292025	-0.011450481	0.031393398	0.015545828	0.0017889418	0.058274616	0.06670959	0.032488085	0.10936532	-0.021098858	0.10612953
ENSMUSG00000021596	0.008756195	0.0029029672	-0.0022986883	0.019494547	0.0062470883	0.016745767	-0.02568285	0.049056243	-0.042702504	0.013929684	0.0060577965	-0.02061115	0.0036031683	0.06515414	0.018414872	0.06069222	-0.00782827	0.08861268
ENSMUSG00000029586	0.028727967	0.008715064	0.02739427	0.015966436	0.0043996894	0.043393478	0.00044946585	0.05992195	-0.008443468	0.043041017	0.0053513474	-0.015433119	0.019694533	0.06467999	0.044170402	0.047698405	-0.02214386	0.08767737
ENSMUSG00000032410	0.020848474	0.018302443	0.015348113	0.031587776	0.05152508	0.05056167	0.0068228096	0.069117166	-0.011167428	0.02772362	0.011185328	-0.007767759	0.050956707	0.06711624	0.02644005	0.09172685	-0.017820239	0.1255788
ENSMUSG00000030872	0.034745794	0.00062919705	0.024533885	0.008954312	0.03059183	0.07256215	0.034098733	0.04874447	-0.0028205134	0.04149865	0.011966328	-0.0042082057	0.05554227	0.06297961	0.04490807	0.046751592	-0.020891368	0.03980214
ENSMUSG00000009566	0.03740795	0.006372284	0.018003976	0.01663545	0.06042465	0.041636314	0.026695173	0.06657655	0.0029761426	0.03561723	0.02392054	-0.00349636	0.065401815	0.0599911	0.045167614	0.03764047	-0.019179685	0.08211812
ENSMUSG00000055436	0.0072979294	0.006894522	0.01304902	0.016693618	0.052770305	0.056076895	0.02609743	0.038800497	-0.02325545	0.03488429	0.010603602	-0.0015191879	0.05487257	0.056924928	0.0306079	0.06518924	-0.019916588	0.05022031
ENSMUSG00000029440	0.034191284	0.009222188	0.03102649	0.0060770386	0.016280066	0.033826727	-0.0065157553	0.052476816	-0.016358666	0.016461024	0.0112681035	-0.011764713	0.020711154	0.061490994	0.044940792	0.08403821	-0.027522173	0.03579887
ENSMUSG00000087366	0.02411646	0.009334061	0.01668954	0.028954826	0.024329072	0.043254238	0.026332946	0.05235642	-0.010568029	0.019873096	0.012648403	-0.005173842	0.057823073	0.054626033	0.034641664	0.06764584	-0.024087697	0.07617391
ENSMUSG00000022110	-0.00059096917	0.0012876046	-0.019885479	-0.0008050065	-0.0656678	0.0012185345	-0.029690541	0.07446253	-0.049079485	0.013595055	0.0066257585	-0.0018416552	-0.036708716	0.11289637	0.0093949055	0.024498641	-0.004690567	0.11311017
ENSMUSG00000022305	0.025827168	0.0023616743	0.015766108	0.033504862	0.05712972	0.061678298	0.028387442	0.06560533	-0.010668087	-0.0029944365	0.006676474	0.0011835033	0.07137387	0.079389356	0.04459768	0.08302944	-0.017515909	0.12750086
ENSMUSG00000068921	-0.36866567	-0.05522589	-0.20166798	-0.16472074	-0.38686714	-0.33013567	-0.14538902	-0.042334635	0.29931912	-0.30545005	-0.10048598	0.13011959	-0.51110417	-0.46095228	-0.5343509	-0.5426051	0.27846882	-0.031498104
ENSMUSG00000000766	0.016580235	-0.017731953	0.005981755	-0.0013454393	0.011039235	-0.024941161	-0.025143784	-0.054038607	-0.025098445	-0.011547508	0.0042728344	-0.0062338184	0.0019183268	-0.0008651717	0.02786808	-0.01774138	-0.015817307	-0.06754359
ENSMUSG00000097085	0.023729062	0.022314738	0.008216626	0.0115664555	0.06875173	0.07655166	0.05667427	-0.013163452	0.010416013	0.025875656	0.015966583	-0.00520985	0.07304533	0.03672797	0.048950553	0.02989311	-0.018706303	-0.014890746
ENSMUSG00000105085	0.027581813	0.005456561	0.015163109	0.027237687	0.04260751	0.04617099	0.008738506	0.026225988	-0.005805636	0.028089149	0.010121213	-0.006861499	0.052919038	0.065508015	0.041810155	0.09374857	-0.026167208	0.06337578
