gene_id	AFF4 mean gb	AFF4 mean promoter	BRD4 mean gb	BRD4 mean promoter	CDK9 mean gb	CDK9 mean promoter	H3K4me3 mean gb	H3K4me3 mean promoter	HEXIM1 mean gb	HEXIM1 mean promoter	RBBP5 mean gb	RBBP5 mean promoter	DPY30 mean gb	DPY30 mean promoter	NELFA mean gb	NELFA mean promoter	INTS11 mean gb	INTS11 mean promoter
ENSMUSG00000038718	0.014011363	0.0073743155	0.004044572	0.008219842	0.037520047	-0.0120078875	0.0048193685	0.04934722	-0.030958869	0.03308302	0.008093863	-0.01949137	0.03796731	0.06557226	0.01916572	0.07532721	-0.010865442	0.089533456
ENSMUSG00000025995	0.011321721	0.0014580761	0.010444724	0.039955214	0.044319347	0.051893853	0.016013646	0.06262759	-0.02038226	0.02505282	0.003178818	-0.0027027484	0.039752185	0.06923455	0.029564472	0.08202538	-0.014251764	0.13045524
ENSMUSG00000022325	0.028667944	-0.10376078	0.011596992	-0.007862537	0.017926563	-0.49260768	0.012169405	-0.033025946	-0.009966305	-0.29343516	0.004699902	0.024364168	0.051658373	-0.3588927	0.05439447	-0.22760269	-0.019554228	-0.028064836
ENSMUSG00000060227	0.017741533	0.011940312	0.015086392	0.038948268	0.05540896	0.05904531	0.018290052	0.0693181	-0.012045122	0.034649048	0.0087231165	-0.0048475014	0.053745102	0.070987776	0.02460804	0.080127455	-0.019011151	0.110706314
ENSMUSG00000081355	0.0215854	-0.0016926301	0.01694738	0.00031955342	-0.0036892733	-0.06855981	0.031497005	-0.0057864296	-0.022994919	0.01913186	0.0048581767	0.0051866556	0.021316543	0.06916958	0.03257001	-0.009851664	-0.015282165	-0.008996874
ENSMUSG00000034457	-0.0075095096	-0.009028919	0.016781503	0.037666474	-0.08563481	-0.015756512	0.0009785838	0.05925566	-0.031470932	0.010891591	-0.00986269	-0.0018935942	-0.035675045	0.049121544	-0.009762361	0.039548814	0.01991074	0.12122559
ENSMUSG00000109524	0.025770139	-0.006011039	0.007609256	-0.0014918856	0.0035198133	0.033575065	0.037470583	-0.10612041	-0.019673469	0.010590643	0.0041907965	-0.03061682	0.029227588	-0.0014437754	0.023548145	0.011526154	-0.016960839	-0.04761415
ENSMUSG00000030216	0.025320591	0.011477873	0.016264625	0.03355177	0.030335547	0.07496123	0.036309537	0.05646828	-0.019012323	0.021423023	0.005958263	-0.0026731563	0.05288718	0.07458732	0.04311378	0.077764556	-0.020004438	0.09693379
ENSMUSG00000024268	0.026298838	0.008256252	0.022139195	0.00346074	0.009598189	-0.012851673	0.032570638	0.045368306	-0.008768416	-0.003962114	0.0071638855	-0.012865004	0.03678639	0.06329548	0.043147862	0.030448988	-0.024522536	0.05464453
ENSMUSG00000042589	0.032270156	0.023634864	0.027411122	0.017419154	0.030710591	0.041169275	0.039211363	0.05367334	-0.0063324855	0.041586313	0.01188434	-0.004116119	0.06267649	0.07219236	0.04834715	0.082423165	-0.022896264	0.080988616
ENSMUSG00000027011	0.013204469	0.004798205	0.0057037678	0.053898584	0.032317307	0.015719712	-0.0016770092	0.055321064	-0.035119493	-0.0023469694	0.004895843	-0.017740818	0.031207735	0.07661188	0.01622416	0.1021751	-0.004057887	0.122737005
ENSMUSG00000057649	0.034990035	0.009414841	0.024015239	0.044656903	0.024720581	0.07897357	-0.017932683	0.06450893	-0.010209772	0.023322448	0.010465323	-0.017646143	-0.014524696	0.072070956	0.040020842	0.108307526	-0.024177343	0.10744277
ENSMUSG00000036707	0.025818303	0.002973284	0.012606045	0.03341664	0.04098969	-0.012330215	0.02184517	0.059384353	-0.0092866635	0.015017071	0.008432923	-0.008227992	0.056425788	0.07197096	0.026007185	0.06953803	-0.017469248	0.10769844
ENSMUSG00000106053	0.01514075	-0.0007623014	0.0067463135	-0.024678938	0.028008774	0.011389138	0.0050160117	-0.049728222	-0.021389212	-0.0022902084	0.0037249543	-0.008929323	0.011265799	-0.006711637	0.028341852	-0.034308933	-0.013125482	-0.053149365
ENSMUSG00000112089	-0.016643718	0.005371709	-0.025110602	0.018677233	-0.06894603	0.004441318	-0.0012794187	0.03371447	-0.0645126	0.017043537	-0.015413446	-0.011604882	-0.057929512	0.054795917	-0.0034886496	0.047984798	-0.004719693	-0.052478436
ENSMUSG00000078706	0.03162294	0.014842044	0.020348815	0.02007344	0.04118075	0.056648258	0.049306136	0.034230784	-0.013996192	0.028496588	0.010737378	-0.004727088	0.04341704	0.06426629	0.046659235	0.04060304	-0.018893685	0.025424128
ENSMUSG00000027804	0.023861218	0.013436006	0.01575752	0.023192003	0.07676539	0.0461053	0.021303672	0.054454777	-0.011636105	0.033009462	0.010913505	-0.0047142343	0.043513943	0.057625134	0.032176495	0.07905363	-0.017095307	0.03788601
ENSMUSG00000063804	0.010291438	0.0016355407	0.0068585044	0.016378235	0.041116927	0.027837241	0.009482289	0.044676337	-0.02902481	0.017155545	0.007908184	-0.0035449592	0.028647171	0.044711128	0.016663019	0.06431001	-0.0140520595	0.07407042
ENSMUSG00000078503	0.038060352	0.00040935146	0.021580355	0.006500601	0.08057575	0.036984477	0.04746504	0.007549649	0.0064107594	0.031811453	0.020022336	-0.010698859	0.073199935	0.027225193	0.051458623	0.033074018	-0.014042924	-0.05655192
ENSMUSG00000107666	0.03202894	-0.017869884	0.012118044	0.005725173	0.04585255	-0.008971023	0.0142550105	-0.042122327	-0.008441004	0.02490549	0.013596504	-0.005756053	0.06522079	0.036952443	0.045762926	0.030575944	-0.017385375	-0.048184197
ENSMUSG00000008999	0.025529448	0.012744496	0.022582447	0.01579641	0.015279684	0.022602921	0.034593415	0.046122015	-0.012906996	0.013855913	0.008762643	-0.008647665	0.048704106	0.060225945	0.041731987	0.044445556	-0.027017856	0.045642663
ENSMUSG00000047921	0.031503577	0.011317895	0.021936307	0.019670453	0.050099052	0.06905898	0.014300803	0.066717416	-0.0017195892	0.016756287	0.0077182567	-0.006234631	0.058855534	0.061933406	0.046157654	0.05738047	-0.023324123	0.06563448
ENSMUSG00000042439	0.028308002	0.030580455	0.019644087	0.022120727	0.058360588	0.06216477	0.045976866	0.021244708	0.0006135353	0.029750504	0.017031927	-0.013340077	0.07029566	0.04269605	0.048791256	0.03671988	-0.012552173	-0.020709766
ENSMUSG00000057715	0.010640942	0.0006708514	0.0055104573	0.022145128	0.032591708	0.033658832	0.008929762	0.057946313	-0.03159363	0.0020127837	0.006424255	-0.01548024	0.033507254	0.065341726	0.026015194	0.07008218	-0.013286252	0.107360005
ENSMUSG00000020823	0.03673305	0.01876487	0.02207332	0.019223893	0.043266047	0.043661207	0.045354497	0.04895553	-0.003803582	0.02910762	0.018985305	-0.00793624	0.066847615	0.06975026	0.0467424	0.0452146	-0.018627673	0.04387669
