gene_id	Pol2ser2 mean gb	Pol2ser2 mean promoter	Pol2 mean gb	Pol2 mean promoter	Pol2ser5 mean gb	Pol2ser5 mean promoter
ENSMUSG00000079598	-0.0014663429674180697	-0.6543882259455732	0.12934944402279613	0.4984525173645339	0.1751106862836638	0.215590311618465
ENSMUSG00000067629	0.4255596154146064	0.10955860873297446	0.5259351433751693	-0.0719658768669286	0.6005838865176618	-0.39267759823362797
ENSMUSG00000031748	0.19858405912791566	-0.012757630382033654	0.20885532170349166	0.4239877847367765	-0.01423652689542468	0.685059528269219
ENSMUSG00000038506	0.4633100082967729	0.20929759974152712	0.36862817130149034	1.009072370130207	0.5452949561855674	0.927357160198309
ENSMUSG00000030697	-0.4795778279254933	0.4806303220075624	0.3420782905787641	0.566488723359263	0.14364582795280365	0.3310841561113836
ENSMUSG00000101090	-3.837266008654223	-3.208324826318515	-3.8945789802569006	-3.332043369634863	-3.6781436564538588	-2.9916993193683403
ENSMUSG00000085912	0.5510728246686678	0.40573861128237926	0.5035543019369452	0.6072962763448755	0.597558834041767	0.6887841351792783
ENSMUSG00000034416	0.25687958125984944	0.028698355826948393	0.35775853380744416	-0.07163935394417935	0.22780169909665932	-0.6304644332468952
ENSMUSG00000085134	0.3747138558092637	0.10491346400825877	0.3937652822026945	0.45533862529958896	0.1654435603859379	0.1777009212200506
ENSMUSG00000040945	0.4199873611916853	1.071369375636027	0.5279066923909109	0.4943912209909181	0.6702259861724658	0.5866647680867866
ENSMUSG00000020528	0.3705615213835051	0.6746091992182072	0.4785979990784275	0.29338179652242946	0.6509759138082462	0.904587481985275
ENSMUSG00000022956	0.18830570320262874	0.30144056308466793	0.4451052529931778	0.7015876280319521	0.4616520905221057	0.6909310786378008
ENSMUSG00000042726	0.10477711058875971	0.41430753898560957	0.3451245419934117	0.5257926576672695	0.36707738879086493	0.8102139845040396
ENSMUSG00000031373	-0.4120999569572342	-1.2207683476787288	-0.4841407755401287	-0.6513221566638893	-0.7693110747903561	0.20340282212712305
ENSMUSG00000032754	0.5142245607702162	-0.08800810421241761	0.5711412746445342	0.4992498884596687	0.6800939066663391	0.6164268728284364
ENSMUSG00000029521	0.36034147885261975	0.8204563855877799	0.4562282810199208	0.9810204177409204	0.5936013474192259	0.9313534205495824
ENSMUSG00000110773	0.8320996809622366	0.16195108640330902	0.9282894253506101	-0.4173802242962807	1.0950301774161062	-0.2472588441246558
ENSMUSG00000098112	-1.2151645485660891	-3.208324826318515	-1.5283786687712642	-3.332043369634863	-1.5681777692320549	-2.9916993193683403
ENSMUSG00000034042	0.48027599146313743	1.0565531364643217	0.5011012370444822	0.7860574299704738	0.5677675592752005	0.9561432066184504
ENSMUSG00000078765	-1.4588208309340245	0.29808192574042786	0.13374442341686082	0.5325109091255944	-0.20082502234572705	0.6182803464221287
ENSMUSG00000074529	-3.837266008654223	-3.208324826318515	-3.8945789802569006	-3.332043369634863	-3.6781436564538588	-2.9916993193683403
ENSMUSG00000024887	0.24671526749671618	0.5393226092321992	-0.01650451122089234	-0.2543835844926156	-0.023855989196579924	0.07094345148740841
ENSMUSG00000004113	0.1272088511883096	0.24330183210632209	0.09322343489245072	0.5915186207578836	0.17294278806341293	0.8999561888804437
ENSMUSG00000057604	0.12433285233831642	0.25578838407516324	0.2289451731529158	0.45002316761233774	0.049086010056157765	-0.4141265047600845
ENSMUSG00000066042	0.2829260017147472	0.4701498185872392	-0.04155974463087468	1.0352660394866744	0.46397999854353866	0.9048680743700155
ENSMUSG00000052371	0.5237895741201422	0.5252916082949071	0.5901490465430751	0.18715991769017573	0.9766776551640279	-0.19966964441851667
ENSMUSG00000036185	0.5798197423693591	0.051452812739994774	0.8056768723873433	0.6140166143905665	0.5034692468555398	0.6175757990142131
ENSMUSG00000100674	0.22323670579956725	-0.6543882259455732	-0.7354974649823786	-3.332043369634863	-0.6436412283844324	-0.7716057249812632
ENSMUSG00000034006	0.4812534497099063	0.4881102879968865	0.6112408558870198	-0.49483553717045864	0.702000838026247	-0.3286986788004543
ENSMUSG00000044597	-0.10360843112139094	-0.48820036050961274	-1.9185017948494727	-0.4277780065738965	-1.0151441085247477	-0.3385973312569833
ENSMUSG00000109429	0.23958134575227008	-0.6543882259455732	0.6428666970659158	-0.12372472094472727	0.5383816070661902	0.11354524785911016
ENSMUSG00000108414	-0.18667483406947336	-0.10358282502573632	0.7125201101759159	0.6267997488592693	0.993986335431087	0.5355485919278103
ENSMUSG00000024070	0.4831133479796856	-0.6543882259455732	0.4383738971218297	0.8159276358100275	0.565838179474734	0.9186618563751938
ENSMUSG00000059205	0.804914062782474	0.7385829964405234	-0.3153438625925338	-0.7929970044247028	0.29418390280963835	-0.002788450942146296
ENSMUSG00000060798	-1.6198125685217988	-3.208324826318515	-1.868658724695348	-3.332043369634863	-2.2806281550532357	-2.9916993193683403
ENSMUSG00000104117	0.21899327919107953	0.6253100633501486	0.25206063327160333	-0.14267316820779904	0.0762770818062168	-0.010651873247152225
ENSMUSG00000037287	0.4258132764307847	-1.2207683476787288	0.5521054786477934	0.4403966461198811	0.6617738219284666	0.7390737008178788
ENSMUSG00000097021	0.5771249114856981	0.30799184693623044	0.33816605832809293	0.8136166734553572	0.2785702691728119	1.0296666028092258
ENSMUSG00000086075	0.0556129674105275	0.3792694957411846	0.23631653104200298	0.44114697953871895	-0.13825083897900367	0.6848400304024962
ENSMUSG00000028292	0.5079638262530881	0.6023974447491469	0.4079164949425922	0.7660678527615604	0.6281892588809426	0.9438896628702008
ENSMUSG00000103998	-0.12636674539186096	-1.2207683476787288	0.2332170258584939	0.2387026212766471	0.32054964638290095	-0.17865970527426545
ENSMUSG00000026718	0.2917807177615763	0.8096795617361457	0.4580993711143233	0.9367026871992347	0.6536827964767477	1.0979364368271602
ENSMUSG00000101404	0.20118681056953103	0.9764719691757332	0.22108485998005412	0.08153383698766822	0.1469392895037093	-0.0032235407600301274
ENSMUSG00000025726	-0.1932080053450541	0.47837112048412206	-0.06711106077077954	0.23178039724701077	0.15954515242513936	0.1617453614680727
ENSMUSG00000031918	0.23102130665448048	0.4855561020149155	0.3766976245561751	0.6320212418075349	0.5838642080045838	0.8884021003989654
ENSMUSG00000028300	0.4717454110780117	0.2680869938324675	0.2872594665313696	0.8383913058432694	0.4669741691909571	0.9818414319696447
ENSMUSG00000107817	-3.837266008654223	-3.208324826318515	-3.8945789802569006	-3.332043369634863	-3.6781436564538588	-2.9916993193683403
ENSMUSG00000105947	0.48818503680997793	-0.32307709357779363	0.4295199291072295	0.201507447454232	0.1654599347387787	0.11488488570642742
ENSMUSG00000117084	0.48800091470347284	0.5536216732355463	0.5486637186732616	0.08594649496137793	0.7119661172214069	0.1993500570614716
ENSMUSG00000034041	-0.16582824018666448	1.1006384343503706	0.10330702172220838	0.5558699175640004	0.32079010646040423	0.41089907592858144
ENSMUSG00000053613	-3.837266008654223	-3.208324826318515	-3.8945789802569006	-3.332043369634863	-3.6781436564538588	-2.9916993193683403
ENSMUSG00000100844	-0.5370199071972136	0.05985717026588449	-0.3979157701118203	-0.7406118288991522	-1.3999939362561664	-0.13903235967526287
ENSMUSG00000073791	0.42005916232491103	0.6721715176369571	0.1043116767237918	0.45689893535259907	0.2909537724700701	0.9536358454040649
ENSMUSG00000036915	0.09225942857564438	0.8408908320373845	0.40684557823175954	0.45075829350921315	0.47663034940201626	0.5536236331101853
ENSMUSG00000045942	0.3624557409294203	0.47837112048412206	0.23458696708154342	0.8030441295183166	-0.09522992076378507	0.9019148865413137
ENSMUSG00000060950	0.38644364355658173	0.27611739702293503	0.1835766360027387	0.7368107559509344	0.31658787405058	0.8769961067209291
ENSMUSG00000039108	0.2932514955511181	0.35711776394571165	0.39816703225698913	0.7618321663428984	0.5820253863377517	0.8564396250644752
ENSMUSG00000028394	0.7723525227902751	0.5034117926852687	-0.2708316034333412	1.1681540809040931	0.10322880634220781	0.6332925194245802
ENSMUSG00000097166	0.22257537937120495	-0.2897205917508098	0.20599727987350794	-0.40370375261886415	0.2530932878564711	0.343123647665365
ENSMUSG00000031452	0.1671748772972482	0.9092088820641414	0.2806330765771249	0.456810028485316	0.40233374253654075	-0.45187632105383
ENSMUSG00000028651	0.4176857617192409	0.6201906581018601	0.4476577046418814	0.6309134221009983	0.5350533488737429	0.91926672837821
ENSMUSG00000020083	0.11052134622860124	0.4070709027896086	0.4481640880752735	-0.1700945045457097	0.5875542473334819	-0.1637408407378812
ENSMUSG00000023886	0.06929528688501842	0.2830278590908754	0.10502842671623368	0.5766494566123437	-0.08922032836788982	0.8330085575944992
ENSMUSG00000117993	0.10984437747373088	-0.6543882259455732	0.2658838087100825	-0.25438210418078167	0.20764121080159276	-0.002788450942146296
ENSMUSG00000117315	0.49872447510827334	0.19529054747693117	0.1997767529177967	0.22254433773425114	0.05185546568939585	-0.17865970527426545
ENSMUSG00000055540	0.1074750306369861	-0.2812404682237325	-0.22823349191897802	-0.3362535036184413	-0.12236676247425457	0.3998531850531365
ENSMUSG00000003934	0.44121238212156993	0.9661082443072518	0.32386104752944345	0.5247885808898938	0.367446569225555	0.6602574059975517
ENSMUSG00000091264	0.4595899911921948	0.884576847628422	0.30280122177748653	1.1035100335447763	0.38440643605681696	0.9039055745795209
ENSMUSG00000106905	0.6645706393015867	0.20929759974152712	0.05930850733268822	-0.34763617754445736	-0.011550227526708229	0.05810799248153102
ENSMUSG00000105552	0.44347418992971194	1.4717255242270229	0.48303212222316844	0.8665605293944472	0.5870423675370908	0.9904668289155817
ENSMUSG00000028800	0.5082700349720765	0.24330183210632209	0.5009886864310797	0.45511292199076503	0.568448334947325	0.9202658471782817
ENSMUSG00000116754	0.21072041305112943	0.3558285661675133	-0.27707273700358664	-0.6106553881582113	-0.315429997970662	0.07094345148740841
ENSMUSG00000035759	0.6277095910800414	0.684650317836693	0.46718199750012135	0.952747901708295	0.4624781597842687	0.9405792250931441
ENSMUSG00000096629	0.4948419849327505	0.7027354733204665	0.5655722507195877	0.15774148363871549	0.6800406465911971	0.05992176527594332
ENSMUSG00000022613	-0.2690493794176096	0.3692606496396463	0.9894517865096173	0.14766252260139945	1.1015375083765633	-0.3435933002554798
ENSMUSG00000117390	0.5542606352343848	-0.5740908735534471	-0.04041516018123075	-0.08139687379928875	-0.007968506303760167	-0.3850260411036997
ENSMUSG00000050240	0.3960667131464542	0.6239149925113207	0.5509688206791457	0.7601129511148467	0.651881680611463	1.0390236407756206
ENSMUSG00000020660	-0.22741238223322038	-0.08800810421241761	0.7412991209920236	0.16997369099732856	1.0623774304375988	-0.5164456425727763
ENSMUSG00000012114	0.3566939594229272	0.8416790438354695	0.4677785959121439	0.8650267503962635	0.6454835916561275	0.9722669215454819
ENSMUSG00000097160	0.41737233284813724	0.19190571182123825	0.6352379176879799	0.05441091130339318	0.7376480196603449	0.37546155317601737
ENSMUSG00000052560	0.4586070619679668	0.5357079822825827	0.21864902923377055	0.7238883051883623	0.2579189057567469	0.9298494394942554
ENSMUSG00000080890	-1.2713941005689846	-3.208324826318515	-0.43136382934664613	-0.5315379091310338	-0.8919161463927167	-1.2027693788570335
ENSMUSG00000097851	-3.837266008654223	-3.208324826318515	-3.8945789802569006	-3.332043369634863	-3.6781436564538588	-2.9916993193683403
ENSMUSG00000100931	0.5564501662862541	0.5367417689218319	0.42033410089845286	0.4428687948009138	0.6018552518778634	-0.1316836057019854
ENSMUSG00000106111	0.3339178748605092	0.03062153664844966	0.23601113509811783	0.06068605542770166	0.1284460849536444	-0.2308227318631621
ENSMUSG00000054302	-3.837266008654223	-0.08132389395550067	-3.8945789802569006	-0.25617386364620287	-3.6781436564538588	0.20342538934089985
ENSMUSG00000020457	0.38412501517541203	0.43294146920722265	0.5068541062848976	0.8892621325369487	0.559007762066836	0.9351939621483528
ENSMUSG00000037106	0.47013052804981736	0.5971087139180369	0.44016321643845574	-0.3144097434564289	0.1984301684292627	-0.5350234552451244
ENSMUSG00000063663	-0.38695717682674147	-0.32604388827201786	-0.7295064989486468	0.2842283551248176	-0.06923694179547965	0.7587944546145615
ENSMUSG00000079362	0.19722770732785522	0.11968368936789404	0.2421961279168237	0.26403579514122355	-0.03583149517379881	-0.2503469887590578
ENSMUSG00000035354	0.31831851644868836	0.23511948891985734	0.4984214894665541	0.6160958022801445	0.49428554005287495	0.9028640498666729
ENSMUSG00000103809	-0.08798835660457954	-0.08800810421241761	-1.5069182794655833	-0.3812709563284547	-0.1252334159186376	-1.0553529450302759
ENSMUSG00000031644	0.41454238894009304	0.402819579937552	0.19405113367424162	0.8722454510021258	0.4110056064108738	1.0666148485038316
ENSMUSG00000068818	0.3874991356349995	-0.08800810421241761	0.15656483964144563	-0.8851587972796716	-0.5159665690429338	-0.866356719649089
ENSMUSG00000108831	0.5162800778791282	0.7565913339840241	0.5975641390844633	-0.06720569528295914	0.8974201371603309	0.40034233942589015
ENSMUSG00000116660	0.4424669660304956	-0.6543882259455732	0.5183587815145811	0.49251960930945804	0.6218642277468069	0.392768964047718
ENSMUSG00000063760	0.11631474015087159	-1.2207683476787288	-0.06664869911844545	0.7406582950283794	-0.0675580754879745	1.0671066118378723
ENSMUSG00000026853	0.41986804890582263	0.6259542917518393	0.4401765323204501	0.857156327762332	0.5165573769760882	1.0076704212089718
ENSMUSG00000115924	0.40959009314286743	-0.13736940661421335	0.7100702544565535	-0.16871446270970725	0.3838448888842541	-0.5702838684669033
ENSMUSG00000039632	-3.837266008654223	-3.208324826318515	-3.8945789802569006	-3.332043369634863	-3.6781436564538588	-2.9916993193683403
ENSMUSG00000089739	0.43341589927492613	0.5916996381547162	0.5522517920823702	0.503994695814198	0.6360906619346336	0.9539647019661536
ENSMUSG00000097776	-0.09440604877087339	-1.2207683476787288	0.057951676571282675	-0.276156247907579	-0.6683947191294592	-0.12544352060613925
ENSMUSG00000079349	-0.09038734597453278	-1.2207683476787288	-0.637189973777046	-0.41761944032325815	-0.7936457802751857	-0.5702838684669033
ENSMUSG00000030592	0.5018655760566311	0.3774415464123645	0.5480533270835151	0.6511013242064115	0.6545156327718756	0.7688868334116514
ENSMUSG00000066820	0.2268475783931645	0.8077816145525629	0.08555173973655562	-0.06200053052559655	-0.08327630217799176	-0.27554525696500237
ENSMUSG00000025347	0.6189606485919611	0.4153353015500957	0.42131782237379567	-0.11270873673180208	0.10578532007321768	0.39446088034887367
ENSMUSG00000095452	-3.837266008654223	-3.208324826318515	-3.8945789802569006	-3.332043369634863	-3.6781436564538588	-2.9916993193683403
ENSMUSG00000026645	0.16283039860384152	0.3692606496396463	-0.14067066290395222	-0.25438210418078167	-0.026493241385862207	-0.7716057249812632
ENSMUSG00000026321	0.21511980523861016	-0.08800810421241761	0.18628518794094845	0.9489185993029372	0.027929837486525243	0.76776322989073
ENSMUSG00000104938	0.46943220382339274	0.24330183210632209	-0.40797541782633934	-0.2543835844926156	-0.581573603351363	-0.3130979931420108
ENSMUSG00000085028	0.5080837025485517	0.7719159857495737	0.3334677910931836	0.5919321850558079	0.8684087453617566	0.36628133591294737
ENSMUSG00000020534	-1.559083514351745	0.9009770403559825	-1.5719037609478033	0.9739689305322493	-1.05469919539409	0.9287296576323373
ENSMUSG00000116830	-0.16188204320086802	0.24330183210632209	0.2574278962613665	-0.11270873673180208	-0.005346962048676735	0.3739683822985431
ENSMUSG00000042793	0.17851316142193574	0.46501876178688556	0.3141594384790608	0.5176741525812213	0.17427235001869576	0.33268368739881843
ENSMUSG00000108634	0.33391908375156776	-0.08690011910317195	0.27640261635733543	0.26638713003508796	-0.0017026208890771127	-0.2405174593135634
ENSMUSG00000025494	0.1793421743636449	1.1783055701614322	0.3514475223825789	0.8782406688653237	0.4905137907069432	0.8322709537662295
ENSMUSG00000052428	0.5125065715963371	0.2940206632404098	0.4428946885535867	0.6684702024032358	0.48845520559411204	0.8108651908299193
ENSMUSG00000106515	0.12570052075975402	-0.5601219494158175	-0.09797801955468438	-0.13781897961173267	-0.07268994876620777	-0.47708075349963697
ENSMUSG00000118347	0.5588792260551925	0.27600593953625024	0.6142036187231638	-0.12387237721981748	0.6483025816222598	-0.07888993767409326
ENSMUSG00000056162	0.31650184140065635	-0.19711947209350916	0.36846807870136133	-0.33625514841058657	0.33171573410745575	-0.15181553117037755
ENSMUSG00000017999	0.4197177825913005	1.083183420223924	0.5235513550979446	0.6986665773394614	0.5668451629129637	0.9424276053428322
ENSMUSG00000117063	0.08683778953819013	-0.12255173587000075	0.20014920742899042	0.46148456361810075	0.2307132183720813	0.38884241455465884
ENSMUSG00000112130	-0.19847621417187472	-3.208324826318515	-0.25040297510910525	-1.9209167506939802	-0.26391832580196384	-2.9916993193683403
ENSMUSG00000095793	-3.837266008654223	-3.208324826318515	-3.8945789802569006	-3.332043369634863	-3.6781436564538588	-2.9916993193683403
ENSMUSG00000071068	0.5479593541960226	0.5984418537788972	0.3501832982952248	0.5143951453285529	0.2884779106990165	0.1376420788057611
ENSMUSG00000028307	0.2969330089575972	0.09432413410015157	-0.23639244951583077	-0.6513246238534126	-0.059218469812952194	0.25454956208031493
ENSMUSG00000031378	0.11942232039677042	0.3679915101638837	0.16121580501712512	0.5173452288428904	0.10066712727094829	0.7737726361302142
ENSMUSG00000095929	0.2720091848304202	0.3991590302491013	-0.4971317367746113	0.20236073870841284	0.11894363781585761	-0.7716057249812632
ENSMUSG00000021969	-0.030903933098152245	-0.5444472016614578	0.040672494983916486	0.5748947673480722	0.20161608339522266	0.7660288230956055
ENSMUSG00000111418	0.3870464347163681	0.09432413410015157	-0.3548576914107025	-0.29964008376616447	-3.6781436564538588	-0.3694509575191777
ENSMUSG00000071772	-0.5355430987104365	-0.14074389842557242	-0.06554516394240624	0.3250591297466205	-0.7632594585592382	-1.4057006624667554
ENSMUSG00000027404	0.5301140781197158	0.13971306560040164	0.6152046380581109	0.49891868573485876	0.6083866668951479	0.8101252757226652
ENSMUSG00000049717	0.5400471919876132	-0.012757630382033654	0.3532467144290737	0.9708764773855438	0.809884138378312	0.6632335494759148
ENSMUSG00000027263	0.5283584020208213	0.4781468304271563	0.46390658136039614	0.7342931720306058	0.5786408560399541	1.0153785062188982
ENSMUSG00000104674	-0.6587133746036867	-3.208324826318515	-0.09562272462865928	-3.332043369634863	-0.44566938853268706	-2.9916993193683403
ENSMUSG00000085154	0.14809957903725096	0.7102399508189928	0.2102544653186111	0.8354183552965658	0.11192656061556742	0.9609955289995955
ENSMUSG00000030795	0.5753428980565426	0.6757442999909588	0.5562579242883008	0.8866313393357558	0.6597655520651114	0.877549174156782
ENSMUSG00000113717	0.02003443553812382	-0.08800810421241761	-0.1722726984660293	-0.4664250401074999	-0.2587101113454661	-0.53875142792701
ENSMUSG00000090129	0.5076837204392776	0.705566226543737	0.5887696368706833	0.2629867788351965	0.4009198448501337	0.16517056457288629
ENSMUSG00000032436	0.49182623030616013	0.024583609369761054	0.5188950482167233	0.6658385372699588	0.6458199077022521	0.6987473280934203
ENSMUSG00000104334	0.6073568938584021	0.4463809225528731	0.6358729238473462	0.13394841710936223	0.3028149383083661	0.4441174826839463
ENSMUSG00000106538	0.1646190643661229	0.6357866452203292	0.3272081255353599	0.058297111912105494	-0.21322819005648527	-0.4141265047600845
ENSMUSG00000097044	-0.21389088912266424	0.16409004088372528	-0.3835900355437488	-0.4277780065738965	-0.315506174845208	-0.4917791769047288
ENSMUSG00000085477	-0.3815041554977285	-3.208324826318515	-1.9094180185082223	-3.332043369634863	-2.658287999707307	-2.9916993193683403
ENSMUSG00000042846	0.14014466370045256	-0.004698167808316539	-0.1194450498651401	0.2524025610548111	-0.22780516802887338	0.1699381631938388
ENSMUSG00000025229	0.1154124064661649	0.6214791664316518	0.6182107459649643	0.3478065250617316	0.49587414851437156	0.7173260283854621
ENSMUSG00000049843	0.25009473306725616	0.43564067435757237	-0.26376082757486813	-1.3823071230217874	-0.5781029957875005	-1.5404211419095277
ENSMUSG00000112985	0.8114022357700644	0.4517337848984888	0.7611615914340469	0.15977608464028836	0.9184751098729298	0.21466323164671608
ENSMUSG00000039546	0.002219646954790783	-1.2207683476787288	0.27352107004841614	0.7409667570562634	0.10556556342160384	0.9026523424950004
ENSMUSG00000044788	0.3831312311079729	0.47837112048412206	0.46017123568817897	0.7754113109439059	0.5194047679245503	0.7117325523969537
ENSMUSG00000113105	-0.14745254485860546	0.2579728434955376	-0.22308494206919932	-0.6835052058267829	-0.5336121372818246	-0.5702838684669033
ENSMUSG00000070687	0.5183271926661611	0.06355559871801404	0.37634569824292263	0.4141000394489857	0.18703747494243686	0.08411081294777868
ENSMUSG00000045087	0.4610101100516127	0.5045906132920825	0.5798754266736342	0.024212182243379687	0.8200049474947235	-0.06736253019608224
ENSMUSG00000000031	-0.2626665592561733	-0.32307709357779363	-0.13222589961841727	-0.14267445029996928	-1.5118547831309963	-0.187653576342506
ENSMUSG00000021754	0.4002034287634948	-0.600683789032932	0.5124628492179674	0.9137395643147908	0.6589499637848533	1.0011675504805566
ENSMUSG00000090217	0.09222672877971742	0.36989499312791185	-0.0746125747518505	0.022619796645139627	-0.21626141874417648	0.061497279005903
ENSMUSG00000036251	-2.3899507732287555	-3.208324826318515	-2.7120388792486576	-3.332043369634863	-2.4313422847523283	-2.9916993193683403
ENSMUSG00000051950	0.3090986389611943	0.4238574383890944	0.25199865916217856	0.6874177726175706	0.15820134217734966	0.8894653563073778
ENSMUSG00000052549	-0.26933814654192956	-0.6543882259455732	-0.2572604811817881	-0.3362535036184413	-0.4266427434697063	-0.08521369229855291
ENSMUSG00000108848	0.1028726247695335	0.2990845997124456	0.052664160944135285	-0.31939762307185543	-0.11187883398790942	-0.7586945026261591
ENSMUSG00000027577	0.14142776944718863	0.5805116703054796	0.46851062645393204	0.32263251266716575	0.200087613163453	0.3161125552448916
ENSMUSG00000108467	-0.15636078804644896	-0.32307709357779363	-0.0838627251979503	-0.5315379091310338	0.2855528346097864	-0.4141265047600845
ENSMUSG00000026988	0.44969130204362	0.7818265533644766	0.41106499519115214	0.7198974671724627	0.4677622920008261	0.8501929267685276
ENSMUSG00000069833	0.37750364817829113	0.3852337717784046	0.4037778016908776	0.6710884859904037	0.35131797506197215	0.8029640753249472
ENSMUSG00000085269	0.46135079373210836	0.8517436057716762	0.6858110157317502	0.2952521591029258	0.9864457934301546	-0.5955550192973309
ENSMUSG00000027207	0.354935917221937	0.810163819845029	0.23784343678941722	0.6652132248087256	0.4976642075987839	0.816329117615047
ENSMUSG00000087300	0.5436476136995548	0.4638097116631773	0.5273753877517627	0.13598528766684798	0.6843573471007621	0.13091223118498332
ENSMUSG00000092165	-0.3659483184750178	-1.2207683476787288	-0.2663189500200348	-0.606619967615935	-0.4773263103170283	-2.1399125406974564
ENSMUSG00000039218	0.503181702109546	0.9737172223487096	0.5052616405086721	0.8869653615318933	0.6390727794697647	0.7932857459001159
ENSMUSG00000086818	0.7547941615223098	-0.08800810421241761	0.1546838897615627	-0.3362535036184413	-1.5429893643153125	-0.002788450942146296
ENSMUSG00000033697	0.562974525390398	0.2173401257025177	0.5560482128911791	0.5428627495343047	0.6655169040189772	0.6636221224760056
ENSMUSG00000035696	0.3997939477410519	-1.2207683476787288	0.5542919467453341	0.6250259658261066	0.6451432089887345	0.8972469065524442
ENSMUSG00000101514	-0.03612823545404936	-1.2207683476787288	-0.8822178826800587	-0.6352988312906439	-0.2725345540947236	-0.54626536087879
ENSMUSG00000031913	0.4152198540555038	0.4677550935949195	0.44852500004226553	0.7708861857281512	0.5390098746165645	0.8758357468579158
ENSMUSG00000075128	-3.837266008654223	-3.208324826318515	-3.8945789802569006	-3.332043369634863	-3.6781436564538588	-2.9916993193683403
ENSMUSG00000096332	-3.837266008654223	-3.208324826318515	-3.8945789802569006	-3.332043369634863	-3.6781436564538588	-2.9916993193683403
ENSMUSG00000075125	-0.07167637682185035	-0.10937987627290663	-1.585314855228478	-0.5789664877220673	-0.47182316774917044	-0.2865366484178907
ENSMUSG00000017548	0.46550011352413273	0.730729728417693	0.4990848112787103	0.8544783237333096	0.6059625877491782	0.8291966508636164
ENSMUSG00000024910	0.445405860558446	1.2702599646163983	0.4459119583830878	0.6491925119111999	0.7890155465049747	0.5166267959735799
ENSMUSG00000050556	0.1508947186652201	0.5117313898572657	0.43975699417210906	0.4028595693270589	0.3139808512509033	0.5443828972583187
ENSMUSG00000097427	0.12898903769407033	0.7014188294366664	0.4325779202752724	0.5397098533988653	-0.3548056317532008	0.19362863856669182
ENSMUSG00000102926	0.12206111608280378	0.31889049593302354	-0.72339020988737	-0.3770680279091701	-0.40233812575796146	-0.002788450942146296
ENSMUSG00000101190	-3.837266008654223	-3.208324826318515	-3.8945789802569006	-3.332043369634863	-3.6781436564538588	-2.9916993193683403
ENSMUSG00000025613	0.07919192160603508	-3.208324826318515	0.28453773767359747	-3.332043369634863	0.3440612055873545	-2.9916993193683403
