gene_id	AFF4 mean gb	AFF4 mean promoter	BRD4 mean gb	BRD4 mean promoter	CDK9 mean gb	CDK9 mean promoter	H3K4me3 mean gb	H3K4me3 mean promoter	HEXIM1 mean gb	HEXIM1 mean promoter	RBBP5 mean gb	RBBP5 mean promoter	DPY30 mean gb	DPY30 mean promoter	NELFA mean gb	NELFA mean promoter	INTS11 mean gb	INTS11 mean promoter
ENSMUSG00000057278	0.02775971	0.0093854815	0.014740876	0.02717445	0.03765014	0.050341036	0.025333617	0.049538407	-0.007858884	0.036100943	0.0011137888	-0.00062939536	0.015838785	0.06791269	0.023812657	0.09000266	-0.01852318	0.06833769
ENSMUSG00000004994	0.033111434	0.010757013	0.026222484	0.009671665	0.044458006	0.061977245	0.0004545922	0.07130885	-0.002738019	0.039532874	0.012595733	-0.0019863455	0.023204135	0.05931258	0.034318503	0.05277138	-0.013787413	0.05142384
ENSMUSG00000028636	0.01345979	0.011796535	0.011136531	0.04243434	0.07842807	0.05264526	0.0172155	0.0675894	-0.012319744	0.032509547	-0.0053490014	0.0037679172	0.0026711766	0.06247854	0.03723066	0.078479685	-0.00085016154	0.11091246
ENSMUSG00000112407	-0.019532107	-0.0038235083	-0.009596526	0.00065245753	0.013428208	0.001846051	-0.029591618	-0.03742181	-0.0552936	0.009247204	-0.007966709	-0.008698923	0.008058127	-0.06010872	0.00081313367	-0.044587888	-0.014797732	-0.069427714
ENSMUSG00000033327	0.031067563	0.003264627	0.015762873	0.020252345	0.022149218	0.01311563	0.037565775	0.00035361652	-0.011453654	0.034598496	0.010708626	-0.013253841	0.060634132	0.026303696	0.05026885	0.03772429	-0.015519382	-0.004799586
ENSMUSG00000029600	0.035560288	0.017430581	0.024999643	0.009771421	0.029016057	0.04685258	0.037969645	0.044798587	-0.006902395	0.03524274	0.0043968437	-0.002307089	0.05724318	0.07032413	0.045661956	0.06329669	-0.018293086	0.084066175
ENSMUSG00000028681	0.034887116	0.0060207825	0.020280924	0.020553289	0.064478874	0.05001378	0.04443834	0.052021388	-0.004862872	0.025917193	0.01735966	-0.004942524	0.06281283	0.06447852	0.04872326	0.040257107	-0.01908052	0.04985306
ENSMUSG00000048776	0.023103584	0.010340171	0.0028442906	-0.0033557825	0.01807885	0.052765496	0.00034585226	0.02704985	-0.04569345	0.035015997	0.0046478035	-0.005084347	0.04251676	0.04954138	0.0248434	0.06690882	-0.021268865	0.013544155
ENSMUSG00000031146	-0.011939462	-0.0045960243	0.0053530885	0.02072624	0.0040200357	0.017547451	0.06795575	0.03178739	-0.021356575	0.016473424	0.0024886844	-0.008691853	0.07931165	0.022242924	0.040133532	0.03479774	-0.02252745	-0.014249359
ENSMUSG00000048988	0.028841631	0.0053513907	0.023563944	0.0102530755	0.033093162	-0.023545332	0.0406988	0.027201079	-0.004294891	0.016029093	0.010904813	-0.0056615067	0.05558854	0.048911303	0.046700712	0.025919227	-0.013403069	-0.04103144
ENSMUSG00000091898	0.04587544	0.013342526	0.0021039364	6.0218095e-05	-0.03293577	0.03785346	-0.030125685	-0.061011784	-0.017193146	0.0080006085	-0.016101314	-0.005039039	0.004533426	-0.0075784125	0.02628765	0.030144718	0.0021547228	-0.07596918
ENSMUSG00000091378	0.0077636726	0.0036166639	0.011526636	0.042206597	0.047308438	0.03992905	-0.04161886	0.06872382	-0.019040529	0.021330204	-0.007631633	-0.00986816	-0.0042621503	0.07356823	0.022312637	0.073151015	0.027603174	0.12578076
ENSMUSG00000072995	-0.023781301	-0.053397607	-0.01441529	0.004503457	-0.0486787	-0.07323057	-0.019129677	-0.08306368	-0.046126664	-0.009198083	-0.02133923	-0.013417069	-0.04920656	-0.017580954	-0.0109960325	-0.014955053	-0.03160958	-0.046388786
ENSMUSG00000118212	-0.0028797402	-0.018867712	0.0026908799	-0.0029686377	-0.012770553	-0.06477553	-0.023910962	-0.046314932	-0.039051924	0.020078199	-0.008868078	-0.010699076	-0.025923105	-0.018964801	0.014342018	0.03908803	-0.017459372	-0.068859085
ENSMUSG00000066838	0.009468	-0.17727323	0.0067392094	0.026028665	-0.019534968	-0.51274043	-0.006271429	-0.012934283	-0.016703865	-0.30756956	-0.005702435	0.045222983	-0.0062053446	-0.36704618	0.01989487	-0.23461004	-0.025727889	-0.007385537
ENSMUSG00000025736	0.059828598	-0.0035584548	0.018979745	0.01237636	0.07107173	0.05566465	0.028420405	0.0065289736	0.030069673	0.041252263	0.003714854	-0.0066057392	0.022128312	0.03477244	0.04807285	0.025764134	-0.016312497	-0.027965898
ENSMUSG00000057715	0.010644385	0.0011827396	0.0046183085	0.021514792	0.031831942	0.034046315	0.010364737	0.0572446	-0.032125786	0.002768831	0.0070849503	-0.016694805	0.03272238	0.0648588	0.026976563	0.07003018	-0.0134052355	0.10881357
ENSMUSG00000114585	0.018631827	0.0038343556	0.01232515	-0.0060928087	0.013812184	-0.009730745	-0.009513241	-0.019509245	-0.012575317	0.025243536	0.003195673	-0.0050552203	0.014425323	0.025447976	0.023279302	0.0041464223	-0.012070004	-0.06564055
