gene_id	AFF4 mean gb	AFF4 mean promoter	BRD4 mean gb	BRD4 mean promoter	CDK9 mean gb	CDK9 mean promoter	H3K4me3 mean gb	H3K4me3 mean promoter	HEXIM1 mean gb	HEXIM1 mean promoter	RBBP5 mean gb	RBBP5 mean promoter	DPY30 mean gb	DPY30 mean promoter	NELFA mean gb	NELFA mean promoter	INTS11 mean gb	INTS11 mean promoter
ENSMUSG00000117848	-0.24151172	-0.098112285	-0.09748552	-0.09246992	-0.28557846	-0.39140064	-0.11945088	-0.013748219	0.076632805	-0.32000464	-0.09930469	0.13123657	-0.33125705	-0.43942812	-0.29754797	-0.46829438	0.13850228	-0.013615689
ENSMUSG00000007880	0.033824235	0.022675985	0.019197164	0.017285813	0.06015814	0.055641167	0.05117382	0.009556706	0.0018042243	0.043504193	0.018368006	-0.00438383	0.069613405	0.037647054	0.05059388	0.041323036	-0.01778266	0.02408694
ENSMUSG00000098234	0.0178296	0.0025441544	0.012072932	0.03743543	0.037704434	0.08168355	0.017385	0.043385096	-0.021108836	0.022909867	0.010606911	-0.004641767	0.046580385	0.061875306	0.033276033	0.11075426	-0.023547715	0.06899065
ENSMUSG00000033799	0.016134791	0.004009796	0.0026000594	0.03367217	0.037298396	0.04830237	0.0013802154	0.057035267	-0.0401351	0.040389623	0.0057549	-0.013346897	0.008089918	0.05911757	0.019511022	0.11210239	-0.008162659	0.11387613
ENSMUSG00000047361	0.03222322	0.02613193	0.021205071	0.018144432	0.045173146	0.0446372	0.024108937	0.03905137	-0.0043199826	0.03531094	0.012367307	-0.006798702	0.06307408	0.039330136	0.04533194	0.04939166	-0.026957061	0.03316735
ENSMUSG00000032712	0.023664841	0.008399047	0.0121033685	0.01984637	0.06115598	0.05154398	0.027160833	0.051901665	-0.0037911257	0.031636085	0.011805301	0.001711257	0.07073932	0.05751385	0.027415032	0.05924782	-0.019392256	0.07619433
ENSMUSG00000012211	0.026076453	0.013763307	0.019056074	0.024382483	0.02921214	0.084216654	0.026493017	0.06333811	-0.0021233098	0.03159382	0.017755717	-0.0067526954	0.06664759	0.07038572	0.04508293	0.06396	-0.01967032	0.0945678
ENSMUSG00000079707	0.03421204	0.008369288	0.013885048	0.035850484	0.055430163	0.063434556	0.026767066	0.06998367	0.00012316545	0.025698677	0.007571114	-0.002052472	0.04455049	0.067098714	0.037400287	0.070245616	-0.018048346	0.10521831
ENSMUSG00000046785	0.013892758	0.021540048	0.010180327	0.046124645	0.04020558	0.07450651	0.020596242	0.06392502	-0.010527635	0.025982777	0.00049630005	-0.00033578216	0.045288503	0.06926091	0.015513477	0.09666403	-0.013912423	0.115322106
ENSMUSG00000058183	0.01765947	0.0016239408	0.015664643	0.0047658915	-0.0033528493	-0.040022664	0.03738055	-0.04694913	-0.014589018	0.021166464	0.012120939	-0.0069271033	0.04554025	0.0072497316	0.052497514	0.01568057	-0.016244365	-0.05878454
ENSMUSG00000108111	0.033713467	-0.0029354799	0.014870619	0.0076540355	0.033690423	0.03465076	0.018944839	-0.005497288	-0.0064465418	0.022232104	0.016014375	-0.006307775	0.06905263	0.047009654	0.04504619	0.032450896	-0.019097608	-0.028081777
ENSMUSG00000059456	-0.021869274	-0.011786884	-0.006514844	-0.0042871176	-0.1061811	-0.043864377	-0.022643156	0.030722313	-0.045700934	-0.0013695771	-0.015099406	-0.003924624	-0.057608727	-0.025583899	0.0029304489	0.014601434	-0.012938934	-0.060991764
ENSMUSG00000079477	0.03079745	0.0022652827	0.018115206	0.025199722	0.04739542	0.034104235	0.0378883	0.053547487	-0.009027716	0.022263689	0.01787973	0.0015640433	0.06246438	0.07606722	0.04483938	0.068049	-0.022417419	0.095733196
ENSMUSG00000035435	0.028716164	0.0100169685	0.017804094	0.006576603	0.026531802	0.037183605	-0.0017011757	0.011530311	-0.011407395	0.030838972	0.007532467	-0.00390685	0.047129303	0.043276593	0.044143204	0.06461777	-0.022390975	0.007097525
ENSMUSG00000092525	0.045401238	-0.004068407	0.018656762	-0.0001909523	0.04127292	0.01267129	-0.032986164	-0.024103988	-0.018021656	0.041560244	0.022018855	-0.0048782956	0.0511693	0.0039967475	0.059682403	0.031124903	-0.029519707	-0.06654379
ENSMUSG00000027692	0.017761238	0.0055807	0.01120596	0.016637662	0.008838776	0.05359019	-0.005347996	0.05662087	-0.023511706	0.019925447	0.0062406906	-0.020981362	0.026324568	0.0582862	0.024987081	0.034775343	-0.017197138	0.07931079
ENSMUSG00000021268	0.024985306	-0.002030168	0.021763515	0.023261469	-0.0068438617	0.015208158	0.027793812	0.05222804	-0.01768626	0.010426966	0.008510634	-0.005848935	0.062920935	0.055948306	0.04614241	0.040662207	-0.023807002	0.05382872
ENSMUSG00000085022	0.017444307	-0.0057476526	0.008955782	-0.0040532765	0.02900669	0.017785802	-0.003973676	-0.017715665	-0.033942096	0.021878483	0.0014007329	-0.003935686	-0.0009258289	0.027621351	0.022466255	0.014669746	-0.011467969	-0.07651031
ENSMUSG00000049300	0.034733206	0.012044709	0.013624923	0.031502698	0.048194434	0.05105916	0.026213713	0.05940626	-0.019744057	0.022342164	-0.0034221127	0.00069037505	0.023067622	0.075515896	0.02618698	0.07492829	-0.017739333	0.10523703
ENSMUSG00000041608	0.03419071	0.006023397	0.026519153	0.009607726	0.017149242	0.030839918	-0.006448726	0.01736165	-0.0065369043	0.03388034	0.012479799	-0.0041837166	0.046751317	0.04883354	0.042912953	0.04026641	-0.020383924	-0.04316283
ENSMUSG00000022245	0.029954748	0.010806096	0.023110976	0.005661613	0.062442668	-0.027308628	0.0604724	0.0127875125	-0.0073355837	0.02963977	0.020622788	-0.007832809	0.07556719	0.041129325	0.047592483	0.030126845	-0.008654314	-0.07634344
ENSMUSG00000020656	0.034232497	0.0063578393	0.024381297	0.015741378	0.03259935	0.082501635	0.02363123	0.06983225	-0.00646587	0.02151986	0.00856096	-0.009967108	0.030652214	0.07259212	0.043363884	0.051375747	-0.0222425	0.104073174
ENSMUSG00000021224	0.026427386	0.009315411	0.017632522	0.008037928	0.039977614	0.064946085	0.010516398	0.06287741	-0.008671152	0.0071621337	0.0109017845	-0.013903255	0.05670855	0.06856356	0.033259366	0.07421181	-0.021122936	0.10912607
ENSMUSG00000032897	0.02909451	0.00844745	0.010308998	0.006627916	0.05584389	-0.013971484	0.044889033	-0.038527306	-0.0034858494	0.0057363296	0.015156493	-0.0017585144	0.066130236	0.021937918	0.04358999	0.031263113	-0.016201481	-0.06308745
ENSMUSG00000022019	-0.024593988	0.009982655	-0.035465892	0.040657435	-0.092002675	-0.0021990754	-0.041293975	0.0589242	-0.04587522	0.008188751	-0.009590606	-0.034150183	-0.08041297	0.124615364	-0.0068287584	0.07969915	0.0040834774	0.11593141
ENSMUSG00000022519	-0.24417002	-0.10916216	-0.10564705	-0.0728945	-0.28764918	-0.40220216	-0.14678313	-0.010002934	0.06816975	-0.32623687	-0.09049809	0.12118982	-0.3710073	-0.46309114	-0.3265504	-0.46913213	0.102454856	-0.017674068
ENSMUSG00000039828	0.022640696	0.0077960095	0.01594231	0.01294495	0.03386235	0.03537536	0.014130454	0.036993757	-0.013005212	0.031182682	0.007000961	-0.013362541	0.054474056	0.05375749	0.038790707	0.047311876	-0.021745365	-0.012091265
ENSMUSG00000030306	0.023097292	-0.0008221084	0.013113597	0.025717838	0.017449217	0.053920884	0.011614259	0.054785103	-0.020351656	0.015081091	0.0074122553	-0.011398592	0.04051075	0.06496088	0.03016688	0.059405517	-0.021864718	0.06191636
ENSMUSG00000017679	0.034403816	0.013219813	0.0296017	0.015020318	0.024322616	0.030970745	0.030818705	0.0590605	-0.011903779	0.03769878	0.009976454	-0.010330638	0.050159566	0.06776228	0.04445573	0.05556704	-0.025098162	0.075070225
ENSMUSG00000033760	0.029361207	0.014794996	0.0045876596	0.021933427	0.0756937	0.030555109	0.046342723	0.055845037	8.546377e-05	0.009651118	0.016818402	-0.00655019	0.0533297	0.065325566	0.04701436	0.051246494	-0.020774512	0.099671215
ENSMUSG00000021254	0.025445199	0.015587351	0.020693162	0.033543244	0.02979424	0.056437723	0.013276316	0.07379026	-0.0041832277	0.030652244	0.010290047	-0.0040709963	0.049674496	0.063791506	0.03159532	0.08102215	-0.021706352	0.09015518
ENSMUSG00000070372	0.029342804	0.013718756	0.016620593	0.036707483	0.047529913	0.05186639	0.023460599	0.06847528	-0.005679452	0.025972182	0.011786612	-0.0004568344	0.06097144	0.072214566	0.03349786	0.08830802	-0.019415999	0.12878136
ENSMUSG00000034177	0.02856997	0.024450557	0.02288958	-0.0012795432	0.027714333	0.062323816	0.03392446	0.0074942335	-0.012432378	0.03491931	0.0153550105	-0.005489632	0.05424894	0.03505141	0.046126027	0.030233836	-0.019814868	-0.045014594
ENSMUSG00000043962	0.036986697	0.011278264	0.014553353	0.026776433	0.05908047	0.051950127	0.03760294	0.0381331	-0.0033630426	0.02846266	0.016904473	-0.0012198995	0.0662185	0.062387362	0.04302686	0.056036953	-0.018527426	0.06797371
ENSMUSG00000025135	0.031422876	0.011579007	0.01240073	0.035724845	0.04863288	0.05296004	0.02860591	0.05843661	-0.0029055118	0.029558046	0.008382185	-0.008806557	0.0119357575	0.06954151	0.030512363	0.10161913	-0.022778716	0.07591339
ENSMUSG00000060600	0.033916537	0.03054125	0.01698122	0.009129926	0.03243454	0.033736408	-0.0011052256	-0.055125933	0.009037861	0.035411574	0.008733751	-0.006508989	0.050381444	0.006694771	0.029413605	0.022551958	-0.016461499	-0.05883201
ENSMUSG00000022635	0.035780277	0.0016402614	0.021879684	0.03930167	0.0412164	0.07947843	-0.017015465	0.06752067	-0.0065045445	0.048518926	0.0013145183	-0.016915616	0.0047986093	0.076901875	0.042253718	0.10062624	-0.027517315	0.10887045
ENSMUSG00000012296	0.031043941	0.004528443	0.019412592	0.020870151	0.04607803	0.02551049	0.03904331	0.06097642	-0.0013461993	0.026283966	0.01330423	-0.002683234	0.061183035	0.07314123	0.048671875	0.04137168	-0.020107754	0.09903265
ENSMUSG00000020576	0.017861644	0.004735218	0.01105756	0.033244755	0.014713027	0.056351405	-0.008054933	0.05924908	-0.022845186	0.034336448	0.008101091	-0.026496045	-0.0074327164	0.06464039	0.02685374	0.069306076	-0.014886995	0.114244215
ENSMUSG00000026048	0.0072945287	0.0011416579	-0.0027541197	0.014564653	-0.011877783	0.0727407	-0.02430941	0.051757883	-0.040909287	0.027910542	0.007142562	-0.024864972	-0.02964255	0.07624876	0.012020713	0.093749866	-0.015526974	0.12249596
ENSMUSG00000028649	0.03408244	0.010872416	0.011643379	0.003214422	0.06481216	0.036767673	0.038148858	-0.052237857	-0.005563482	0.024883723	0.014350136	-0.0058461814	0.073736876	-0.030035954	0.046769466	0.015582007	-0.019532014	-0.05785678
ENSMUSG00000067873	0.0014753412	0.0019228295	-0.010576231	0.03391477	-0.05500471	-0.007980474	-0.034884296	0.0628776	-0.056131553	0.0041139224	0.004322262	-0.037192605	-0.037833083	0.10977715	0.008813044	0.026032485	0.0034456814	0.108719416
ENSMUSG00000060012	0.0038337088	-0.00963118	-0.0086858645	-0.067215994	-0.060736768	-0.021871142	-0.02829812	0.046670996	-0.04812461	0.0040287953	0.0006630466	-0.015472942	-0.024813443	0.062116887	0.011320908	0.014004713	-0.017193776	0.027078193
ENSMUSG00000043091	0.035946414	0.022578387	0.01919515	0.0216248	0.057952702	0.06371563	0.03722107	0.032943342	0.0016025314	0.029928384	0.0050421315	0.00083014433	0.07075982	0.04544674	0.035098057	0.061740015	-0.02006724	0.04875767
