gene_id	AFF4 mean gb	AFF4 mean promoter	BRD4 mean gb	BRD4 mean promoter	CDK9 mean gb	CDK9 mean promoter	H3K4me3 mean gb	H3K4me3 mean promoter	HEXIM1 mean gb	HEXIM1 mean promoter	RBBP5 mean gb	RBBP5 mean promoter	DPY30 mean gb	DPY30 mean promoter	NELFA mean gb	NELFA mean promoter	INTS11 mean gb	INTS11 mean promoter
ENSMUSG00000023947	0.038602844	0.009012797	0.026428236	0.002223554	-0.024660757	0.011607959	-0.019306524	0.053723887	-0.009292057	0.021651315	0.003122831	-0.0104951095	0.002525064	0.049994297	0.03104382	0.06123324	-0.0050585745	0.03657313
ENSMUSG00000022770	0.016062064	0.010578403	0.0115405	0.029193064	0.055497374	0.057256017	0.02047347	0.05071173	-0.018364744	0.033437908	0.011479832	-0.0027841479	0.06509276	0.06822093	0.027095145	0.07932965	-0.016825484	0.10964363
ENSMUSG00000032280	0.030149858	0.010171511	0.01926398	0.017460056	0.04128352	0.041986432	0.042499345	0.022583442	-0.0024178328	0.01973177	0.013902652	-0.008052195	0.06644264	0.04127817	0.049417675	0.044844147	-0.015524524	-0.038267877
ENSMUSG00000026532	0.006076393	-0.024298893	0.017210271	-0.0076232916	-0.00419554	0.01436081	-0.0075936224	-0.030063381	-0.029111505	0.008359415	-0.0019486194	-0.004662424	0.0087857	0.038353458	0.020291477	0.01410172	-0.016787281	-0.022247287
ENSMUSG00000075394	0.03539137	0.011292301	0.010422927	0.003286792	0.07271479	0.02780074	0.060736883	-0.06681326	-0.007956881	0.040728673	0.0129458625	-0.014478843	0.0856773	-0.031917844	0.05643897	0.026141467	-0.01641478	-0.045118757
ENSMUSG00000029655	0.01767667	0.0025347508	0.007134002	0.029122675	0.060404018	0.0846185	0.02687948	0.05424166	-0.012397495	0.025372226	0.01041393	-0.0010426458	0.068891786	0.06362233	0.03122857	0.063736	-0.017611781	0.082247816
ENSMUSG00000050957	0.05151226	-0.001792962	0.008074242	0.007241022	0.011088232	0.024279615	0.01522165	0.06056694	-0.002907493	0.023389978	0.009846252	-0.009995033	0.014453919	0.05458562	0.025111105	0.0474935	-0.015833803	0.08497714
ENSMUSG00000025876	0.03208108	0.0044053313	0.026600154	0.012567256	0.017876405	0.029304586	0.0422764	0.056508843	-0.01092677	0.019994084	0.006065436	-0.008669322	0.05490932	0.076878265	0.045325466	0.044717744	-0.024169337	0.069729894
ENSMUSG00000066838	0.009383876	-0.17065579	0.005386091	0.021579502	-0.020868985	-0.5146958	-0.0073243137	-0.015210475	-0.015283941	-0.30817294	-0.007254309	0.04146206	-0.0053541935	-0.3618236	0.015225278	-0.23335549	-0.017877718	-0.0075106393
ENSMUSG00000001128	-0.025005314	-0.023256717	0.008642479	-0.002591946	-0.032888204	-0.0054120524	-0.042607345	-0.027169097	-0.050747562	-0.00036341706	0.0035609005	-0.0046703643	0.011514803	-0.041656185	0.035826374	-0.0034358932	-0.012639197	-0.020258442
ENSMUSG00000037217	0.006483196	-0.0007603962	0.0066838493	-0.0096419295	-0.03141792	0.013121298	0.046780843	0.07316279	-0.038536284	0.012425632	0.007244695	-0.004682082	0.016683973	0.08355037	0.014881993	0.04416604	-0.017217515	0.11366375
ENSMUSG00000087700	0.013786126	0.003498077	0.01153373	0.019062193	0.035519097	0.048265263	0.016815668	0.052468564	-0.031904813	0.012518309	0.006182616	-0.016807586	0.024152417	0.060737245	0.026512401	0.036920745	-0.018112227	0.074902505
ENSMUSG00000031937	0.030579941	0.012768113	0.02671741	0.019838208	0.033195477	-0.0047297454	0.006012353	0.054201156	-0.002107841	0.048339028	0.013606403	-0.0034810961	0.04720852	0.05366609	0.04302633	0.05893761	-0.026620023	0.04088613
ENSMUSG00000056632	0.029314492	-0.0055006323	0.009533282	0.01006814	0.053259753	0.009163853	-0.0006309811	-0.035867367	-0.018863924	0.01945197	0.0086621605	-0.009674648	0.055395447	0.010995122	0.029747486	0.027385954	-0.01636276	-0.06326023
ENSMUSG00000022018	0.012714524	0.0039532105	-0.003571744	0.0029333804	-0.058209386	-0.014960455	-0.0094452575	0.038972814	-0.053545214	-0.015470139	0.0041346834	-0.020834569	0.019471046	0.052950308	0.017264193	0.026936604	-0.011637544	-0.0062767896
ENSMUSG00000021911	0.024454368	-0.0021342535	0.010076926	0.006798765	0.059698675	-0.020980353	0.0002966775	0.057381805	-0.015241514	0.008598284	0.009150167	-0.020463822	0.050721604	0.07692942	0.025577085	0.02119523	-0.017188907	0.11575643
