gene_id	AFF4 mean gb	AFF4 mean promoter	BRD4 mean gb	BRD4 mean promoter	CDK9 mean gb	CDK9 mean promoter	H3K4me3 mean gb	H3K4me3 mean promoter	HEXIM1 mean gb	HEXIM1 mean promoter	RBBP5 mean gb	RBBP5 mean promoter	DPY30 mean gb	DPY30 mean promoter	NELFA mean gb	NELFA mean promoter	INTS11 mean gb	INTS11 mean promoter
ENSMUSG00000025504	0.03857317	0.009291206	0.023485351	0.0046072374	0.049650125	0.02724478	0.036782518	0.0508025	-0.0051564965	0.045136906	0.01662963	-0.0040935227	0.07451929	0.056630924	0.048044153	0.04373865	-0.021188077	0.028860617
ENSMUSG00000025940	0.032560617	0.0071937665	0.007746203	0.008612605	0.012616222	0.054898802	-0.013596176	0.0612421	-0.022592897	0.0340372	0.011865548	-0.00945024	0.019236047	0.055567548	0.028600305	0.045439113	-0.011310794	0.091082364
ENSMUSG00000115262	-0.36668336	-0.05872363	-0.20759863	-0.14462863	-0.39152694	-0.33216572	-0.14276868	-0.03211952	0.27751186	-0.29739472	-0.10501997	0.13078266	-0.5064742	-0.4481575	-0.5552122	-0.54550606	0.28039005	-0.02825073
ENSMUSG00000048458	0.030183362	0.0035749972	0.03159687	0.02011774	-0.023974502	0.021901028	0.019307153	0.048168328	-0.007520685	0.038038794	0.0054124137	-0.016043391	-0.0014072745	0.067562	0.03690629	0.017144863	-0.022264637	0.058958244
ENSMUSG00000023484	0.045173682	0.011060128	0.024084024	0.012886809	0.08140278	0.025587134	0.043262217	0.039744023	-0.006162077	0.03177573	0.010922864	-0.003269187	0.08325573	0.04247961	0.03924249	0.039362177	-0.017892208	-0.009020028
ENSMUSG00000040367	0.021358745	0.0060954876	0.0055756266	-0.0047037527	0.046844687	0.013708117	-0.0052686976	0.026580459	-0.025723794	-0.0008246708	0.0074521643	-0.0084336195	0.035455	0.03910801	0.034361895	0.03811734	-0.01900746	-0.044988535
ENSMUSG00000047153	0.007404699	0.0037255886	-0.0006706531	0.0075420137	-0.044151533	-0.0031095254	0.013006676	0.06431277	-0.052461304	0.0134680215	0.0058526285	-0.010061362	-0.008827525	0.06704771	0.012669719	0.058306273	-0.010879053	0.076156095
ENSMUSG00000112055	0.00893949	0.021239508	0.00845777	0.0006994377	-0.0148149375	-0.007837507	-0.0025695888	-0.062026925	-0.028577749	0.03246471	0.02099426	-0.01638168	0.015416827	0.005830709	0.014949205	0.00052845385	0.00045194488	-0.063589685
ENSMUSG00000103127	0.012975815	0.013218253	0.008412478	0.010631487	0.0124733	0.0074153948	0.07527642	-0.056638528	-0.023640266	0.00079616724	0.007999872	-0.010892881	0.025602479	-0.005662777	0.044349045	0.019925153	-0.016337384	-0.045369256
ENSMUSG00000032556	0.013403996	-0.17145373	0.008351792	0.022409579	-0.011496476	-0.51718134	-0.015723897	-0.015735999	-0.014145433	-0.3052007	-0.007145953	0.038647346	0.0022631667	-0.36191723	0.02415317	-0.23919572	-0.019516403	-0.018283593
ENSMUSG00000042228	0.02694674	0.009528628	0.018547013	0.022852574	0.0355615	0.059460778	0.0077313245	0.068633735	-0.0017801682	0.015944982	0.009312715	-0.011577673	0.048087437	0.068056114	0.03738414	0.050934568	-0.021903249	0.10976444
ENSMUSG00000020941	0.03364391	-0.0018869682	0.022066386	0.023844061	0.03293048	0.047134817	0.034032196	0.0649705	-0.003515775	0.025376817	0.013534739	-0.0046070986	0.06423472	0.06661234	0.04732957	0.032538727	-0.022248775	0.077914454
ENSMUSG00000021294	0.02907307	0.0025652193	0.02166589	0.0104060145	0.031670634	0.024263434	0.050049026	0.047294054	-0.013605639	0.0151674105	0.012912487	-0.0050063347	0.06026507	0.064510554	0.048765127	0.043008186	-0.020515218	0.062273737
ENSMUSG00000087085	0.01285411	0.019884957	0.008594599	-0.018568233	0.009572394	-0.0019266808	-0.014491383	-0.09487716	-0.02560661	0.0124014355	0.0033310747	-0.042796075	0.009027414	-0.021635287	0.023542691	0.020975774	-0.016556514	-0.042116698
ENSMUSG00000029727	0.026873639	0.012637654	0.0131287705	-0.007120241	0.049129892	0.03180356	-0.00811545	-0.06963316	-0.01620607	0.022350285	0.010807534	-0.0060728495	0.045085207	0.03685269	0.031568088	0.0265979	-0.015116196	-0.03662059
ENSMUSG00000024184	0.07528913	0.007941485	0.026110243	0.00298293	0.02892567	0.028532386	-0.03531217	-0.062011592	-0.0039355936	0.020927163	-0.010557878	-0.006191821	0.025872288	0.0019551401	0.057958804	0.028872758	-0.015249525	-0.06490681
ENSMUSG00000058656	0.023137087	0.012674541	0.0129757505	0.034886524	0.041186996	0.060664807	0.010106291	0.06600815	-0.011893048	0.028874815	0.006669927	-0.0069173984	0.051312108	0.05602423	0.038587246	0.07996449	-0.015577703	0.09733146
ENSMUSG00000033454	0.027963659	0.0005101009	0.014025608	0.032231335	0.061342604	0.04011929	0.03506782	0.04863053	-0.008039301	0.006993987	0.014300546	-0.0015898661	0.05221994	0.07314447	0.04189782	0.08057137	-0.02144265	0.07550783
ENSMUSG00000074059	0.031087361	0.0007369687	0.012820991	-0.014694812	0.031429753	-0.0067522265	-0.008088612	-0.062988065	-0.0053833826	0.028287394	0.012229485	-0.005328327	0.030802082	-0.037205927	0.04944511	0.0071416763	-0.01827809	-0.043092865
ENSMUSG00000087381	0.031937756	0.013386175	0.0178899	0.0050095743	0.007835072	0.06783852	-0.0019635386	0.050964136	-0.002058478	0.020364555	0.008991186	-0.004627251	0.017419241	0.03416581	0.045482725	0.041303474	-0.020127993	-0.0137728555
ENSMUSG00000053790	-9.033694e-05	0.0054508466	-0.005325481	-0.008707907	0.051296014	0.040148392	0.0012343215	-0.057171598	-0.052382138	0.038835287	0.015414077	-0.007846664	-0.041495398	0.0072854077	-0.008485595	-0.019814938	-0.01450448	-0.044854842
ENSMUSG00000116004	0.02904166	0.020706886	0.019068142	0.020380413	0.04221013	0.046919692	0.04561075	0.024447417	-0.019634612	0.021629028	0.007298058	-0.003732985	0.06716118	0.052402727	0.048465375	0.052530475	-0.018059291	0.04489978
