gene_id	AFF4 mean gb	AFF4 mean promoter	BRD4 mean gb	BRD4 mean promoter	CDK9 mean gb	CDK9 mean promoter	H3K4me3 mean gb	H3K4me3 mean promoter	HEXIM1 mean gb	HEXIM1 mean promoter	RBBP5 mean gb	RBBP5 mean promoter	DPY30 mean gb	DPY30 mean promoter	NELFA mean gb	NELFA mean promoter	INTS11 mean gb	INTS11 mean promoter
ENSMUSG00000054659	0.027037848	0.0080219405	0.023747684	0.017119968	0.018984474	0.037249073	-0.007796925	0.0632499	0.0009506914	0.015862212	0.008055626	-0.019211138	-0.018647544	0.07383239	0.034528427	0.049818512	-0.019255761	0.10282704
ENSMUSG00000094004	-0.05100127	-0.020316234	-0.0010830534	-0.0005399864	-0.09169902	-0.080674	-0.043187793	-0.0752052	-0.037905917	-0.00934322	-0.007821966	-0.0044052727	-0.01741289	-0.063515015	-0.033235885	-0.04650369	-0.0015547227	-0.061938696
ENSMUSG00000010830	0.033289302	0.017234981	0.01996356	0.014712545	0.074586384	0.052883357	0.037758116	0.04974745	0.0046934085	0.01818138	0.018410586	-0.0055415514	0.06821501	0.042600483	0.04838709	0.048694056	-0.02117725	0.014106286
ENSMUSG00000026527	0.01025036	-0.0023869707	-0.010648906	0.010370771	-0.0046234345	0.040383883	-0.018227974	0.02941899	-0.041902862	0.015212334	0.00495829	-0.023989823	0.005276682	0.058454152	0.0131449	0.056768686	-0.011601212	-0.030510534
ENSMUSG00000112454	0.0017515615	-0.008505798	-0.0021114058	0.001657804	0.0016138405	-0.023755306	-0.014816241	-0.041522857	-0.03270349	-0.0061283535	-0.003024019	-0.0061380416	-0.030809967	-0.04145527	0.018346386	0.013858504	-0.0155958	-0.09349136
ENSMUSG00000089829	0.031071236	0.0033121598	0.023034789	0.008273338	0.034314852	0.045743085	0.03364594	-0.007244903	-0.03505809	0.042304277	0.016918361	-0.0068649594	0.049731903	0.0529212	0.029443936	0.030661564	-0.017844629	-0.017304562
ENSMUSG00000117334	0.031861737	9.086128e-05	0.012872	0.0048556887	0.0049664737	0.036275845	0.0040219957	-0.08178423	-0.0032194061	0.026175357	0.0025335057	-0.009941921	0.036441393	0.0027975026	0.04760138	0.033983544	-0.018932631	-0.056677528
ENSMUSG00000092187	0.031101422	0.009541451	0.019446174	0.0010568184	0.011674308	0.02814558	0.005404338	-0.02492335	-0.033088177	0.012896706	0.0014591385	-0.0076309624	0.056164052	0.05045162	0.047781385	0.0138577605	-0.016486358	-0.07275457
ENSMUSG00000039376	0.040561162	0.013453285	0.016653392	0.0024799954	0.04803549	-0.05871102	0.083607465	-0.066605315	-0.011948972	0.011856739	0.026837291	-0.014572622	0.084892884	0.004713441	0.060869507	0.02684625	-0.011896458	-0.049545866
ENSMUSG00000040387	0.013078475	0.0011354394	0.0041723354	0.011031415	0.007579981	0.05253591	-0.017486926	0.052080154	-0.032954887	0.024715498	0.0063606845	-0.028379343	0.0089078965	0.06734992	0.022217946	0.026090333	-0.015821112	0.09390759
ENSMUSG00000024235	0.023849994	-0.005931837	0.01822707	0.022866363	0.0312483	0.04548629	-0.01452608	0.07350403	-0.0019858314	0.010828422	0.0081091365	-0.0037376	-0.007727106	0.07904054	0.032282777	0.039159596	-0.022975463	0.10840868
ENSMUSG00000118373	0.011937397	0.012293013	0.020208724	0.008811028	-0.04034261	-0.036626413	0.015036322	-0.012271123	-0.034593422	0.050189555	0.024579585	-0.0067008296	0.04071412	0.025474284	0.04625413	0.02133934	-0.018900665	-0.08221314
ENSMUSG00000024653	0.040195987	0.0013209999	0.0049921777	0.0028555228	-0.08874431	0.052260272	-0.021728452	-0.033042643	-0.026044779	0.04433557	-0.00819863	-0.00434746	0.02299024	0.012982553	0.047803912	0.025232237	-0.020534774	-0.0606679
ENSMUSG00000031860	0.040089477	0.011325725	0.028324561	0.004622512	0.04217516	0.04593542	0.02638432	0.062335797	0.0032321129	0.037671555	0.015074754	-0.006341688	0.05888898	0.05568872	0.046555653	0.035691354	-0.02810648	0.039228246
