gene_id	AFF4 mean gb	AFF4 mean promoter	BRD4 mean gb	BRD4 mean promoter	CDK9 mean gb	CDK9 mean promoter	H3K4me3 mean gb	H3K4me3 mean promoter	HEXIM1 mean gb	HEXIM1 mean promoter	RBBP5 mean gb	RBBP5 mean promoter	DPY30 mean gb	DPY30 mean promoter	NELFA mean gb	NELFA mean promoter	INTS11 mean gb	INTS11 mean promoter
ENSMUSG00000073119	0.033555716	0.005705126	0.012532265	0.0031795783	0.07793397	-0.0009714303	0.02290726	-0.057216823	-0.0012750297	0.02072332	0.014105415	-0.010873572	0.08496982	-0.008117796	0.047683146	0.029880134	-0.016260108	-0.05267444
ENSMUSG00000095180	-0.01639446	-0.019294089	0.006713644	-0.009060632	0.008241695	-0.052546013	0.09894574	0.027265904	-0.05421802	-0.017132446	0.005306721	-0.004820254	0.064978026	-0.048059627	0.023864971	0.008263753	-0.028119508	-0.020120328
ENSMUSG00000055172	0.038531132	0.010078713	0.019382497	-0.003515127	-0.014419414	-0.013773555	0.007561107	-0.022766495	-0.013047502	0.04308794	0.005467201	-0.0010282742	-0.0039363527	0.036593225	0.050491404	0.044763535	-0.026414847	-0.07325597
ENSMUSG00000102544	0.035253126	0.011360618	0.023001496	0.0044466	0.009586805	0.04957759	0.016618809	0.0074369786	-0.0020890036	0.054434925	0.0038010415	-0.0033213133	0.03792423	0.053825725	0.046908215	0.012079286	-0.016956067	0.012178838
ENSMUSG00000044860	0.029090676	0.018929442	0.02174434	0.007562369	0.011757008	0.028456986	-0.002710914	0.020092852	-0.00945633	0.020336006	0.0094757015	-0.0017739856	0.017946579	0.043279134	0.040244274	0.028588597	-0.020000659	-0.066431366
ENSMUSG00000115326	0.024965772	0.02452024	0.008047298	0.008336348	0.023350766	0.039132696	-0.0077887313	-0.03229881	-0.01787352	0.024013273	0.0032741202	-0.032782763	0.061562706	0.018153315	0.0428459	0.032482613	-0.017254485	-0.04134147
ENSMUSG00000023013	0.027833628	0.018034514	0.014002304	0.0070106103	0.0643426	0.048298568	0.072800495	0.0041748118	-0.0038231155	0.027126113	0.013951344	-0.007773175	0.07715842	0.028239287	0.057028152	0.025426848	-0.0057491744	-0.06523352
ENSMUSG00000044286	-0.021199152	-0.005706303	0.0034787809	-0.00068571133	-0.033233825	-0.107397586	-0.026390484	-0.026969304	-0.033454634	-0.023217043	-0.0022500297	0.007734659	-0.03913214	-0.0103910705	0.011435438	-0.041860715	-0.008496796	-0.045792338
ENSMUSG00000028328	0.024849584	0.013335639	0.029231226	0.0054378742	0.0019495277	0.056792	-0.008557226	0.02747015	-0.0034767552	0.01070086	0.00531973	-0.011215359	0.03692422	0.05390572	0.04025794	0.034538854	-0.020636154	-0.06730192
ENSMUSG00000041794	0.01953692	0.009084555	0.017415568	0.0039722286	-0.023482086	-0.0003733996	-0.010571511	0.043445162	-0.023158936	0.01799282	0.004606589	-0.010059523	0.013748533	0.06198622	0.030793952	0.06885478	-0.021467656	0.016583303
ENSMUSG00000033021	0.01819375	0.020373559	0.015368993	0.016221268	0.036875907	0.062114425	0.036767423	0.065541774	-0.0028692267	0.012580931	0.017948465	-0.0059288237	0.02764778	0.054760635	0.04192755	0.03152297	-0.015944505	0.0778646
ENSMUSG00000039234	0.030969132	0.012051577	0.026814958	0.012748437	0.012613822	0.07030259	0.0034606627	0.032622814	-0.005217581	0.028315475	0.007249026	-0.015957052	0.039637186	0.055805832	0.03019712	0.04708422	-0.023443762	-0.018088667
