	PolII mean gb	PolII mean promoter
ENSMUSG00000020986	0.5616998677772205	0.7281094200193089
ENSMUSG00000017969	0.669793992235015	0.36594432255095416
ENSMUSG00000115244	-0.05299868779783508	-0.4041764730312502
ENSMUSG00000015443	-0.45681995917129165	-0.9612940513998275
ENSMUSG00000112192	0.1568129528270817	-0.22756487533429864
ENSMUSG00000019494	1.0607992378625504	0.14965392075404113
ENSMUSG00000116482	0.17380202119660174	0.9904693945623579
ENSMUSG00000101922	-0.142271735072082	-0.11566750725636465
ENSMUSG00000103094	0.6170713901608573	-0.5511575720815229
ENSMUSG00000074785	0.2204728260654971	0.3366610368416235
ENSMUSG00000002052	0.7148926350140686	0.6685755699972898
ENSMUSG00000041870	0.6109560622850466	0.8800857328384835
ENSMUSG00000103143	-0.4284320653795828	-0.7110355707848633
ENSMUSG00000042770	0.49317137292101265	0.9702026671129969
ENSMUSG00000121296	-0.1509793484635153	-0.37309294685545796
ENSMUSG00000006526	0.6636086821676609	0.9716968419159504
ENSMUSG00000002881	0.25654193043043916	0.9121096912702009
ENSMUSG00000020780	0.6749702939270475	1.0518644600000575
ENSMUSG00000115735	-0.5985882645431627	-0.9663559692459038
ENSMUSG00000040584	0.28794979682791355	0.02419977475024038
ENSMUSG00000047517	0.037545501571441445	-0.46431258700900807
ENSMUSG00000120898	-3.6702748250615262	-3.0197949178666526
ENSMUSG00000105219	0.012912035369629541	-0.35999290267644746
ENSMUSG00000091936	-0.28936465279627804	-0.5712126916020808
ENSMUSG00000072813	-0.5220102612503752	-0.5819534578565352
ENSMUSG00000087687	0.4386912761810331	0.6612010327640707
ENSMUSG00000024642	0.7500947002250256	1.0851252141227006
ENSMUSG00000073574	-0.2761654925258411	-0.28854833075509473
ENSMUSG00000121384	-3.6702748250615262	-3.0197949178666526
ENSMUSG00000086052	-0.10855421229904841	-0.28369838079105325
ENSMUSG00000027804	0.6381676829665467	0.9343775247670237
ENSMUSG00000085009	0.7275962559992455	0.1614748850357688
ENSMUSG00000028597	0.5793806701892582	0.8881604654421348
ENSMUSG00000015165	0.828731640587657	0.3056141712540283
ENSMUSG00000085934	-0.4678633014309532	-0.41159538952414243
ENSMUSG00000021033	0.673619213791492	0.9929999070686347
ENSMUSG00000085526	0.0268763906507905	1.022071792150281
ENSMUSG00000072723	-0.029974892012674424	0.10743768671629796
ENSMUSG00000103909	-3.6702748250615262	-3.0197949178666526
ENSMUSG00000099800	-3.6702748250615262	-3.0197949178666526
ENSMUSG00000039878	0.8399340709128479	0.413260611787702
ENSMUSG00000052833	0.7457383156335601	0.9506299214332505
ENSMUSG00000071649	0.2804933062879914	0.9045944689114097
ENSMUSG00000016087	-0.03972715829038974	-0.0025964310204703938
ENSMUSG00000051184	0.46762440320950593	0.7081191680124114
ENSMUSG00000111327	0.2608168316680488	0.016700821783472465
ENSMUSG00000044641	0.6365020652303814	1.0023547587713413
ENSMUSG00000117039	0.06681462426034214	-0.4473461139612837
ENSMUSG00000118018	-0.4084110370523413	-0.4382164832881809
ENSMUSG00000049719	0.253470016893696	-0.08303910975915449
ENSMUSG00000044213	-0.9314797793360314	-0.9327052253161068
ENSMUSG00000109471	0.35846024968764323	-0.33155270630261663
ENSMUSG00000111378	0.062276195030833904	-0.1862640262008247
ENSMUSG00000120686	-0.1328287068590411	1.055488518842156
ENSMUSG00000102125	-3.6702748250615262	-3.0197949178666526
ENSMUSG00000028417	0.24071923332935108	0.2349292881536631
ENSMUSG00000121761	-0.0856057641660979	-0.09458021669683979
ENSMUSG00000112265	0.29408731530427723	0.3421549290159539
ENSMUSG00000044199	0.3960275142595503	0.2302911791107432
ENSMUSG00000072769	0.31851897067106805	0.00410152050135848
ENSMUSG00000055933	-0.2783464639507465	-0.543808573952009
ENSMUSG00000032978	0.15183313755636033	-0.1008490686688417
ENSMUSG00000051111	0.016538450863657777	0.40093330893379725
ENSMUSG00000026409	0.590157826487411	0.1517141915899572
ENSMUSG00000003234	0.42031980645268713	0.7716506349503436
ENSMUSG00000032451	0.042839359043846156	-0.44230073317551666
ENSMUSG00000018589	-0.959356370984414	-0.5320115772296439
ENSMUSG00000022722	0.34174064724833453	1.1580509883987398
ENSMUSG00000086613	-0.07592387439520844	-0.26175650123451577
ENSMUSG00000118216	0.35271396965793955	-0.17006815656593638
ENSMUSG00000030560	0.06387073857827537	0.7294619947274887
ENSMUSG00000068745	0.5779803633897531	-0.11546779668753505
ENSMUSG00000037138	-0.036964473310834293	-0.38701528800113516
ENSMUSG00000087357	-0.16290343860746234	-0.13798463503032396
ENSMUSG00000032496	0.04679666032074096	-0.2701755236372666
ENSMUSG00000036817	0.7101747373418256	0.977301826156314
ENSMUSG00000053461	0.08193091355048676	-0.3497325321191345
ENSMUSG00000078683	0.32523360394522	-0.42284270325067785
ENSMUSG00000024338	0.11814482666679978	0.18454835468351447
ENSMUSG00000120614	0.3747617172576202	-0.13223864189871595
ENSMUSG00000074570	0.32616939388543387	0.5646091947811543
ENSMUSG00000085298	0.34914773472420896	0.515382420817378
ENSMUSG00000086474	0.2055987545055711	-0.1852872719735465
ENSMUSG00000063380	-0.5773797966469919	-0.7229529406208286
ENSMUSG00000069208	0.5432809361813781	1.0522478392203225
ENSMUSG00000110016	-0.10403393988082342	0.2561465705762473
ENSMUSG00000115774	0.23609339987440933	-0.5986710153498775
ENSMUSG00000071660	0.4364612005090674	1.0424017351262427
ENSMUSG00000024269	0.44024931844933995	1.0756910385786367
ENSMUSG00000030695	0.9276446733012184	0.04959069184593541
ENSMUSG00000118114	-0.6045446977568295	-1.1676061995676004
