gene_id	SET1A mean gb	SET1A mean promoter	ZC3H4 mean gb	ZC3H4 mean promoter	H3K4me3 mean gb	H3K4me3 mean promoter	DPY30 mean gb	DPY30 mean promoter	RBBP5 mean gb	RBBP5 mean promoter	INTS11 mean gb	INTS11 mean promoter
ENSMUSG00000036989	0.026848184	0.07446434	-0.003918858	0.0947231	-0.00026238698	0.040826887	0.021397717	0.11220994	0.021660432	0.0031529216	0.012044716	0.0819039
ENSMUSG00000024286	0.010012346	0.15408808	-0.119789325	0.07176405	0.003836673	0.067142405	0.0242764	0.12292779	0.014683335	0.002981658	-0.003690783	0.11053767
ENSMUSG00000025203	0.062438622	0.10301068	0.1939307	0.17973396	0.045981407	0.05545296	0.07275701	0.09121045	0.026105544	-0.0023533017	0.01103262	0.08877971
ENSMUSG00000060149	0.03832717	0.1127055	-0.0100260265	0.03817546	0.010980863	0.07525561	0.040699374	0.100078925	0.021606749	0.009310694	-0.001304604	0.07675518
ENSMUSG00000023935	0.07064141	0.09615007	0.31400478	0.12466965	0.025832633	0.00010193204	0.06936456	0.074182965	0.02540531	0.004452741	0.010592942	0.011914881
ENSMUSG00000086509	0.034457564	-0.052002314	-0.03253569	-0.014523871	0.0046471823	-0.021358328	0.05146874	0.03936927	0.016464727	0.012080625	0.017237734	-0.0132693555
ENSMUSG00000112030	0.10409834	-0.019513773	0.1310475	-0.019834885	0.029127926	-0.045704976	0.12672499	0.008386355	0.01836838	0.010503068	0.07969653	-0.05374111
ENSMUSG00000006005	0.042244546	0.21841061	0.08518867	0.1671618	0.017779104	0.06511327	0.04722094	0.118975766	0.017005796	0.0043546325	-0.0001407555	0.098449625
ENSMUSG00000117123	0.029326048	0.10402705	-0.025815666	0.06582123	-0.022368848	0.04287914	0.023118699	0.11765008	0.015224255	0.0010132584	-0.0049743685	0.10526764
ENSMUSG00000032712	0.060048163	0.15178986	0.16094793	0.15868175	0.02461218	0.07448709	0.07668653	0.08891275	0.0197921	0.005087735	0.012442784	0.07431595
ENSMUSG00000113585	0.067023434	0.10313176	0.17842562	0.14977941	0.039043702	0.046271544	0.057864774	0.07375912	0.028248837	0.007880628	0.020435117	0.034490585
