gene_id	PolII mean promoter	PolII mean gb	Pol2 mean promoter	Pol2 mean gb	Pol2ser5 mean promoter	Pol2ser5 mean gb
ENSMUSG00000000001	9.310506666666669	1.1476	1.68537	0.942231	3.09857	0.936439
ENSMUSG00000000003	0.167577	0.142878	0.157477	0.420711	0.318208	0.313389
ENSMUSG00000000028	10.183393333333331	1.6416666666666666	2.45976	0.932053	2.44167	0.934963
ENSMUSG00000000031	0.2329036666666667	0.368874	0.606083	0.484254	0.549754	0.0984555
ENSMUSG00000000037	0.1547965999999999	0.2570969999999999	0.57742	0.401167	0.331985	0.267028
ENSMUSG00000000049	0.1917113	0.3622063333333333	0.353289	0.835066	0.318208	0.571242
ENSMUSG00000000056	11.3197	0.8878793333333334	2.20093	0.888348	3.14665	0.822894
ENSMUSG00000000058	0.633223	0.2544346666666666	0.97146	0.296168	1.27594	0.343434
ENSMUSG00000000078	21.317633333333333	4.0818666666666665	2.49943	0.854072	3.05143	0.894815
ENSMUSG00000000085	4.041266666666667	0.6162966666666666	1.73226	0.741279	1.22439	0.646518
ENSMUSG00000000088	0.01	0.8583333333333333	0.01	0.59681	0.01	0.63002
ENSMUSG00000000093	1.7834733333333337	0.6003283333333332	1.4306	0.8316	1.45242	0.994273
ENSMUSG00000000094	0.4240186666666667	0.3118036666666666	1.32643	0.83089	0.982233	0.665835
ENSMUSG00000000103	0.01	0.01	0.01	0.01	0.01	0.01
ENSMUSG00000000120	2.617266666666666	0.9831286666666668	1.24669	1.0679	2.29378	1.06749
ENSMUSG00000000125	0.5296093333333333	0.3876276666666666	1.08991	0.793333	2.36393	0.709479
ENSMUSG00000000126	4.813066666666667	0.4599233333333333	2.08571	0.831758	3.05457	0.704736
ENSMUSG00000000127	6.5548166666666665	0.6076183333333334	2.00552	0.687796	3.32796	0.727107
ENSMUSG00000000131	17.1196	2.12231	1.956	0.967123	3.06214	0.974564
ENSMUSG00000000134	2.857466666666667	4.789916666666667	0.892868	1.04769	1.38972	0.973015
ENSMUSG00000000142	2.239316666666667	0.7016249999999999	1.99981	0.755429	1.46985	0.756816
ENSMUSG00000000148	11.014053333333337	0.8032876666666667	0.990371	0.856744	1.64208	0.825929
ENSMUSG00000000149	5.992233333333334	1.0186666666666666	2.47614	0.866291	2.85179	0.919781
ENSMUSG00000000154	0.5802286666666666	0.4304703333333333	1.22688	0.867868	1.99087	0.769532
ENSMUSG00000000157	0.259832	0.22228	0.849552	0.543056	0.559531	0.555335
ENSMUSG00000000159	0.4304719999999999	0.248298	0.723156	0.63915	0.511978	0.483729
ENSMUSG00000000167	8.000456666666667	1.145114	1.58611	0.69376	2.48147	0.627963
ENSMUSG00000000168	6.752623333333333	1.2450386666666666	2.16984	0.896913	3.03135	0.896116
ENSMUSG00000000171	12.795033333333334	1.3584433333333334	1.62003	0.856966	1.60662	0.782033
ENSMUSG00000000182	0.4264033333333333	1.6603133333333335	0.709342	0.883223	0.477312	0.79195
ENSMUSG00000000183	0.255316	0.3120206666666666	0.714867	0.868695	0.318208	0.699389
ENSMUSG00000000184	2.057143333333333	0.722089	0.976346	0.774666	1.33965	0.926153
ENSMUSG00000000194	3.855423333333333	1.8852466666666663	1.34124	0.971854	2.12012	0.970447
ENSMUSG00000000197	3.0621	0.320914	2.02408	0.557201	1.38394	0.482978
ENSMUSG00000000202	1.98196	1.6059133333333333	1.16384	0.891527	1.02472	1.33188
ENSMUSG00000000204	0.01	0.01	0.01	0.01	0.01	0.01
ENSMUSG00000000214	0.2228346666666666	0.29917	0.708997	0.741529	0.430203	0.409622
ENSMUSG00000000215	0.2034470666666666	0.2374623333333333	0.82676	0.656248	0.599085	0.509088
ENSMUSG00000000216	0.2764049999999999	0.2281083333333333	1.62209	0.64952	0.842185	0.467712
ENSMUSG00000000223	0.2820896666666667	0.195956	0.274896	0.373997	0.477312	0.29993
ENSMUSG00000000244	0.8464596666666666	2.164273333333333	0.614063	1.13586	0.251248	1.16923
ENSMUSG00000000247	0.3109986666666667	0.305294	0.799132	0.817004	1.83357	0.812197
ENSMUSG00000000248	0.2336036666666666	0.4242326666666667	0.634056	0.697988	0.274655	0.55227
ENSMUSG00000000253	2.2258066666666667	0.4666693333333333	0.927946	0.70564	2.17457	0.521914
ENSMUSG00000000263	0.2497413333333333	0.3446666666666667	0.739732	0.641366	0.881295	0.503692
ENSMUSG00000000266	0.243675	0.134015	0.524926	0.308477	0.904849	0.199546
ENSMUSG00000000275	5.466633333333333	3.01109	1.29842	1.10779	1.60347	1.06973
ENSMUSG00000000276	3.232936666666667	4.164106666666666	1.62026	0.997988	1.97686	1.01999
ENSMUSG00000000278	7.651666666666666	3.296836666666666	1.07246	1.00948	1.37078	0.998784
ENSMUSG00000000282	30.2738	7.868216666666666	1.58768	0.952802	1.60317	0.926465
ENSMUSG00000000290	0.3863326666666666	0.2875923333333333	0.737536	0.814066	0.238656	0.558942
ENSMUSG00000000295	12.129166666666668	1.35259	1.65628	0.605393	3.5784	0.724205
ENSMUSG00000000296	5.395666666666667	0.5571926666666667	1.95777	0.698276	2.45086	0.667756
ENSMUSG00000000301	6.39375	0.4424766666666666	3.64692	0.797451	3.38187	0.583355
ENSMUSG00000000303	10.67923	3.19899	1.61914	0.981231	2.12371	0.977991
ENSMUSG00000000305	2.92245	0.390215	2.29652	0.809031	2.16831	0.568807
ENSMUSG00000000308	1.0619356666666666	0.5090396666666667	0.849753	0.864782	1.04188	0.701942
ENSMUSG00000000317	7.397516666666667	1.8371233333333328	1.0695	0.971852	1.83437	0.70874
ENSMUSG00000000318	0.2980456666666666	0.23877	0.682403	0.457594	0.477312	0.54211
ENSMUSG00000000320	0.9421363333333334	0.5405896666666666	1.13377	0.697735	1.09106	0.725063
ENSMUSG00000000326	2.8988600000000004	1.4367433333333333	2.33139	0.872537	1.69172	0.83452
ENSMUSG00000000339	4.59547	1.1397806666666666	1.65675	0.967647	2.18709	0.945236
ENSMUSG00000000340	5.299013333333334	1.1044906666666667	1.71463	0.963052	2.42729	0.912654
ENSMUSG00000000346	13.067433333333334	4.539633333333334	1.70101	0.960754	2.31484	0.935693
ENSMUSG00000000355	2.758786666666667	0.7346326666666666	1.81065	0.575284	3.07517	0.872492
ENSMUSG00000000359	0.6215986666666667	0.470486	1.86192	0.956003	1.03418	0.483199
ENSMUSG00000000365	9.395593333333332	1.778773333333333	0.842991	0.498769	1.43594	0.586887
ENSMUSG00000000374	4.65872	0.8570823333333334	1.50951	0.810852	2.60574	0.810175
ENSMUSG00000000378	19.3561	1.080898666666667	2.27268	0.94933	3.44527	0.95145
ENSMUSG00000000381	0.8329536666666666	0.888114	0.50317	1.22768	0.477312	0.769872
ENSMUSG00000000384	21.9872	14.244566666666666	1.35106	0.927525	1.95115	0.869011
ENSMUSG00000000385	0.5826520000000001	0.2260873333333333	0.992871	0.620962	1.07329	0.426868
ENSMUSG00000000386	0.3565526666666667	0.2364236666666666	0.524926	0.522456	0.914182	0.513584
ENSMUSG00000000392	0.1561714666666666	0.198889	0.625077	0.494984	0.318208	0.411309
ENSMUSG00000000394	0.1721373333333333	0.2070686666666666	0.524927	0.633454	0.318208	0.274284
ENSMUSG00000000399	6.992463333333333	1.1718233333333332	2.99386	0.761493	2.9786	0.936812
ENSMUSG00000000402	0.5083596666666667	0.2417923333333333	0.367448	0.383757	0.534643	0.348042
ENSMUSG00000000409	0.27475	1.3499966666666667	1.07034	0.901655	0.618024	0.98824
ENSMUSG00000000411	2.41994	2.1135300000000004	1.33196	1.23003	1.167	1.62941
ENSMUSG00000000416	0.784126	0.2561986666666666	1.05952	0.423218	1.2155	0.390703
ENSMUSG00000000420	14.440566666666667	1.2453833333333335	2.31685	0.765735	2.95065	0.881439
ENSMUSG00000000435	0.2944533333333333	0.2718666666666666	0.65236	0.550818	0.39776	0.357216
ENSMUSG00000000439	6.73443	3.7653	1.93261	0.968774	2.49819	0.954019
ENSMUSG00000000440	0.6926806666666666	0.2661659999999999	0.582254	0.612116	0.954625	0.485553
ENSMUSG00000000441	21.80633333333333	2.3809566666666666	1.94737	0.991087	3.10979	0.960438
ENSMUSG00000000486	2.92734	5.019463333333333	1.08497	1.1644	1.17635	1.2118
ENSMUSG00000000489	5.10203	1.1514703333333334	1.50971	0.351508	1.78126	0.344531
ENSMUSG00000000530	0.4079576666666666	0.582309	1.04271	1.0017	1.3614	0.942533
ENSMUSG00000000531	8.868666666666668	2.2069566666666667	1.99027	0.761352	2.30461	0.948887
ENSMUSG00000000532	3.925753333333333	1.003367	1.32098	1.0057	2.34279	0.988374
ENSMUSG00000000538	3.256496666666667	0.6057503333333334	1.77449	0.874503	1.96487	0.793909
ENSMUSG00000000544	3.8696466666666662	2.663203333333333	0.713352	0.994936	0.775408	0.984933
ENSMUSG00000000552	4.689156666666666	1.2263633333333332	0.70502	0.97167	0.815868	0.979659
ENSMUSG00000000555	0.01	1.8293066666666664	0.01	0.946982	0.01	0.941267
ENSMUSG00000000560	0.5615146666666666	0.193324	1.0647	0.457357	1.35239	0.382537
ENSMUSG00000000561	19.6034	7.384096666666667	1.9345	0.819691	2.50941	0.741452
ENSMUSG00000000562	0.2344806666666666	0.255365	0.358815	0.577407	0.318208	0.527929
ENSMUSG00000000563	18.922066666666662	2.959653333333333	1.83988	0.898699	2.23402	0.902962
ENSMUSG00000000567	0.645908	0.299197	1.46408	1.01837	2.14466	0.934507
ENSMUSG00000000568	29.1701	10.578686666666666	2.13963	0.978472	2.63411	0.960729
ENSMUSG00000000579	4.41326	1.94038	1.0332	1.38267	1.87015	1.32491
ENSMUSG00000000581	7.2785	1.1045366666666665	1.38968	0.667524	2.65416	0.76193
ENSMUSG00000000594	5.898606666666666	0.6052776666666667	1.82246	0.850904	2.6684	0.739574
ENSMUSG00000000600	13.797166666666667	1.0768076666666666	2.55719	0.846883	3.49902	0.799821
ENSMUSG00000000605	0.01	0.01	0.01	0.01	0.01	0.01
ENSMUSG00000000606	0.3486183333333333	0.4398723333333333	0.0524924	0.365597	0.477312	0.303839
ENSMUSG00000000617	0.643528	0.466383	0.906534	0.768599	1.80292	0.528244
ENSMUSG00000000627	0.9936276666666668	0.5027756666666666	1.07783	0.761661	1.25061	0.665214
ENSMUSG00000000628	19.573766666666668	4.5645066666666665	1.35798	0.994291	2.16052	0.983701
ENSMUSG00000000631	2.6508	1.31793	0.929648	1.00447	1.35818	0.998896
ENSMUSG00000000632	0.7891403333333334	0.460889	0.652014	0.837039	1.59448	0.689024
ENSMUSG00000000673	0.4774986666666667	0.3734969999999999	1.22736	0.706727	0.612418	0.589696
ENSMUSG00000000686	2.512983333333333	0.660157	1.42058	0.616432	1.74817	0.412188
ENSMUSG00000000690	0.459562	0.3653843333333333	1.41187	0.80712	1.03605	1.0645
ENSMUSG00000000693	2.198803333333333	1.3385833333333337	1.0532	0.881309	2.20505	0.604041
ENSMUSG00000000701	0.247322	0.270096	0.406127	0.997708	0.674193	0.66956
ENSMUSG00000000706	0.5497883333333333	0.0947002666666666	1.47774	0.229387	0.63375	0.181703
ENSMUSG00000000708	11.011656666666669	1.5535333333333334	1.31137	0.98743	1.86094	0.970503
ENSMUSG00000000711	9.821153333333331	1.000789666666667	2.15241	0.896587	2.58134	0.862903
ENSMUSG00000000724	2.026483333333333	6.775096666666667	0.490501	1.1958	0.54572	1.19073
ENSMUSG00000000730	1.7335833333333337	6.635906666666666	0.910953	0.999526	0.681101	1.02414
ENSMUSG00000000731	2.6100833333333333	3.37502	1.89476	0.929024	1.64016	0.885283
ENSMUSG00000000732	12.34567	10.32213	1.65783	0.939022	1.5902	0.89056
ENSMUSG00000000738	1.79385	2.7650233333333336	0.55512	1.00425	0.862506	1.0078
ENSMUSG00000000739	0.7320233333333332	0.5452546666666667	1.18968	0.923019	0.477312	0.689003
ENSMUSG00000000740	28.1371	23.308466666666664	1.54534	1.08766	1.69881	1.25905
ENSMUSG00000000743	6.668716666666666	1.21757	1.93213	0.908947	2.04516	0.964403
ENSMUSG00000000751	8.43897	2.16903	1.72024	0.98588	2.50026	1.00781
ENSMUSG00000000753	1.331292666666667	1.1824333333333332	2.0473	0.946478	0.64175	0.69876
ENSMUSG00000000759	5.278736666666667	0.8953316666666667	2.17712	0.907251	3.00774	0.916395
ENSMUSG00000000766	0.1762186666666666	0.2003363333333333	0.339131	0.491428	0.477312	0.443585
ENSMUSG00000000776	13.630876666666666	3.765703333333333	2.67469	0.621946	3.07739	0.504599
ENSMUSG00000000782	4.58304	2.34349	1.54512	0.92538	2.26944	0.923388
ENSMUSG00000000787	30.040333333333333	12.32896	2.3694	0.885478	2.63015	0.957007
ENSMUSG00000000791	0.1975973333333333	1.0695176666666668	0.753592	0.93586	0.603213	0.759478
ENSMUSG00000000792	10.147333333333334	0.7267886666666667	1.33088	0.730143	0.895048	0.652953
ENSMUSG00000000794	1.9576	0.300857	2.4987	0.743576	2.24007	0.538159
ENSMUSG00000000804	8.56986	0.8441956666666667	1.93121	0.851003	2.39618	0.874368
ENSMUSG00000000805	2.372876666666667	0.6892123333333333	1.25292	0.679938	1.65059	0.422072
ENSMUSG00000000811	12.420066666666663	1.0505813333333334	1.41972	0.776854	2.80388	0.587377
ENSMUSG00000000817	0.38531	0.2417223333333333	0.552555	0.77136	0.242212	0.533414
ENSMUSG00000000823	11.34932	3.75967	1.96773	0.792896	2.37934	0.813142
ENSMUSG00000000826	17.0873	1.0460903333333331	2.00515	0.473698	2.42969	0.464962
ENSMUSG00000000827	12.897666666666666	1.78345	1.44703	0.923737	2.26795	0.883836
ENSMUSG00000000838	12.053166666666668	1.027884	2.33709	0.601573	3.20366	0.687143
ENSMUSG00000000861	1.23857	0.6050306666666666	1.04983	0.748824	1.36881	0.938972
ENSMUSG00000000869	0.2599866666666666	0.521356	0.500407	1.01523	0.318208	1.17871
ENSMUSG00000000876	2.8024966666666664	0.6276373333333334	1.7929	0.993922	1.87634	0.928589
ENSMUSG00000000881	2.3668066666666667	0.6750956666666666	0.626459	0.507104	0.954625	0.476527
ENSMUSG00000000884	6.52133	0.7893206666666667	2.15387	0.893334	3.02279	0.898703
ENSMUSG00000000889	0.2560473333333333	0.2018226666666666	0.298379	0.458793	0.359984	0.454535
ENSMUSG00000000901	5.999336666666667	1.39488	1.0254	0.883657	1.24269	0.687685
ENSMUSG00000000902	9.963883333333332	1.8575633333333328	1.59675	0.923184	2.20188	0.916356
ENSMUSG00000000903	4.575996666666667	3.331643333333333	0.375053	0.622107	0.487939	0.58924
ENSMUSG00000000915	3.520386666666667	1.35558	1.51242	0.954142	2.49917	0.786857
ENSMUSG00000000916	10.724103333333334	3.382926666666666	1.8835	0.799097	2.66005	0.872417
ENSMUSG00000000934	3.6845366666666655	0.5234310000000001	1.9309	0.966926	3.01076	0.845556
ENSMUSG00000000938	0.5282413333333333	0.48441	0.818115	0.99539	0.658503	0.948941
ENSMUSG00000000942	2.262053333333333	0.6418776666666667	1.93036	1.16832	2.25512	1.76707
ENSMUSG00000000948	7.570336666666667	3.049513333333333	1.77878	0.659508	2.39765	0.979354
ENSMUSG00000000957	5.037516666666667	1.1647033333333334	1.63803	0.751398	1.28339	0.923145
ENSMUSG00000000958	7.336320000000001	5.2785633333333335	0.920538	0.910342	1.37601	0.945732
ENSMUSG00000000959	10.179793333333334	10.17172	1.72984	1.01561	2.11661	1.01152
ENSMUSG00000000976	9.47759	1.4807866666666667	1.83308	0.813104	3.01402	0.950582
ENSMUSG00000000983	0.2996216666666667	0.1865557	0.356742	0.60112	0.556865	0.382459
ENSMUSG00000001016	10.130186666666669	4.31487	1.67303	0.907398	2.48124	0.898562
ENSMUSG00000001017	21.049466666666664	5.255893333333333	1.59705	0.831751	2.57406	0.81067
ENSMUSG00000001018	10.664506666666666	11.399713333333333	1.13417	1.24881	1.2381	1.28641
ENSMUSG00000001020	0.30317	0.2159153333333333	1.02326	0.808788	0.715969	0.873513
ENSMUSG00000001021	0.338343	0.838512	1.31507	0.966859	0.876851	0.682335
ENSMUSG00000001023	0.254113	0.2798643333333333	0.367448	0.568644	0.715969	0.272009
ENSMUSG00000001027	0.2160606666666666	0.358388	1.17176	0.748502	0.683526	0.541817
ENSMUSG00000001029	0.01	0.01	0.01	0.01	0.01	0.01
ENSMUSG00000001034	8.44673	2.833036666666666	1.64001	1.01079	2.09955	0.976602
ENSMUSG00000001036	7.401963333333334	0.9635106666666666	2.25502	0.680353	2.74889	0.686157
ENSMUSG00000001039	7.998376666666666	4.039396666666667	2.2072	0.927849	1.95865	0.94052
ENSMUSG00000001052	8.19285	1.1262466666666666	2.59671	0.87374	2.25987	0.936264
ENSMUSG00000001053	8.145703333333334	2.047843333333333	1.50361	0.926708	1.8222	0.863989
ENSMUSG00000001054	9.52353	11.643076666666667	1.11452	0.952308	1.10912	0.962626
ENSMUSG00000001056	16.281766666666666	11.42048	1.38037	0.781108	0.999736	1.01006
ENSMUSG00000001062	4.068683333333333	1.2842399999999998	1.52866	0.949518	2.03379	0.923954
ENSMUSG00000001065	4.00363	1.66421	1.52277	0.984485	1.89198	0.916616
ENSMUSG00000001076	3.93448	3.85312	1.12256	1.27232	1.05497	1.19702
ENSMUSG00000001082	16.629033333333336	3.815466666666667	1.79349	1.04142	2.44096	0.74312
ENSMUSG00000001089	14.8259	1.94267	2.29281	0.981396	2.72097	0.969458
ENSMUSG00000001095	1.2284433333333336	0.4820193333333333	1.57887	0.858056	1.43194	0.724106
ENSMUSG00000001098	10.009153333333332	1.28343	2.37922	0.890986	2.57881	0.884933
ENSMUSG00000001100	14.579666666666668	3.04327	1.93794	0.868565	2.86548	0.740823
ENSMUSG00000001105	8.34228	3.99712	1.79553	0.749662	2.0515	0.812858
ENSMUSG00000001119	0.2505473333333333	0.2703066666666667	0.744567	0.72612	0.795521	0.511047
ENSMUSG00000001120	5.995169999999999	0.7627090000000001	1.97194	0.823138	3.20267	0.737879
ENSMUSG00000001123	0.2429863333333333	0.3864936666666667	0.917321	0.995876	0.909738	0.800481
ENSMUSG00000001127	4.27606	1.9092333333333336	1.36308	0.919216	1.76412	0.846359
ENSMUSG00000001128	1.6598833333333332	0.8932863333333333	1.08646	0.514432	0.905738	0.427352
ENSMUSG00000001131	2.5229866666666667	1.6725833333333335	1.12365	0.919772	1.29829	1.0606
ENSMUSG00000001134	9.94158	1.173191	1.98661	0.695261	2.79258	0.625649
ENSMUSG00000001138	7.993706666666667	1.76743	2.1781	0.899336	3.03245	0.912617
ENSMUSG00000001143	7.416246666666666	1.031883	1.97412	0.947338	2.55634	0.939857
ENSMUSG00000001150	6.224253333333333	1.3762033333333334	1.60763	0.887979	2.52629	0.938857
ENSMUSG00000001151	19.2752	2.02431	2.29995	0.981217	2.69662	0.980686
ENSMUSG00000001155	0.3892563333333333	0.367359	0.607119	0.785948	0.729746	0.521237
ENSMUSG00000001156	7.276396666666667	0.9106683333333332	1.68431	0.951667	1.83123	0.910088
ENSMUSG00000001157	5.995526666666667	0.911979	1.59613	0.849436	2.22298	0.914356
ENSMUSG00000001158	9.299826666666666	0.7735976666666667	1.69849	1.01654	3.15089	0.822935
ENSMUSG00000001166	1.64347	0.4099903333333333	1.42347	0.788337	2.10022	0.631278
ENSMUSG00000001168	0.329596	0.4362093333333333	0.464836	0.740037	0.728413	0.713161
ENSMUSG00000001173	2.4575066666666667	0.4195333333333333	0.582254	0.412084	1.90925	0.454739
ENSMUSG00000001175	17.829533333333334	4.065276666666667	2.43444	0.938959	3.05048	0.908403
ENSMUSG00000001211	3.458873333333333	0.9022476666666668	2.42116	0.899894	2.83347	0.71571
ENSMUSG00000001225	0.283115	0.22365	0.839882	0.423206	0.563086	0.415697
ENSMUSG00000001227	0.5405253333333333	0.7356286666666666	1.86922	0.999926	0.946321	0.888339
ENSMUSG00000001228	18.4913	4.62405	2.86135	0.888427	2.32457	0.923158
ENSMUSG00000001229	4.963806666666667	1.5603033333333334	2.19847	0.951141	2.7982	0.889944
ENSMUSG00000001240	1.2580733333333332	0.4054893333333333	1.20668	1.34654	0.945292	0.801637
ENSMUSG00000001247	13.265666666666666	4.320363333333333	1.94126	0.91938	3.05517	0.808118
ENSMUSG00000001248	5.145873333333333	0.973671	1.70526	0.946251	2.31362	0.906952
ENSMUSG00000001249	2.436206666666666	0.6083326666666667	1.01876	0.631949	1.22933	0.646232
ENSMUSG00000001260	0.8395696666666668	0.290473	0.648216	0.487265	0.2631	0.443995
ENSMUSG00000001270	12.333799999999998	8.523643333333332	1.73896	1.39025	2.05583	1.22935
ENSMUSG00000001280	23.979	4.02854	1.84523	0.929308	2.05346	0.919843
ENSMUSG00000001281	18.40639	6.936613333333334	1.05986	0.906492	1.03164	0.814932
ENSMUSG00000001285	5.164526666666666	3.384993333333333	1.45136	1.02644	1.77933	1.00524
ENSMUSG00000001288	2.037891	4.702413333333333	1.91051	0.957618	2.19115	0.915639
ENSMUSG00000001289	4.898463333333333	2.127863333333333	1.61344	0.69406	1.7954	0.778776
ENSMUSG00000001300	14.360833333333332	1.3960966666666668	2.22107	0.672461	2.44603	0.552005
ENSMUSG00000001305	12.339433333333332	2.6643666666666665	1.28792	0.986633	2.93873	0.935178
ENSMUSG00000001313	4.118983333333333	0.9999226666666666	1.14205	0.581168	1.27184	0.504021
ENSMUSG00000001323	9.94245	5.499066666666667	2.46112	0.890234	2.75098	0.893611
ENSMUSG00000001333	1.1146043333333333	5.491556666666667	1.74352	0.961068	1.77216	0.988649
ENSMUSG00000001334	0.7687773333333334	0.9085143333333332	1.12721	0.897257	1.65706	0.82594
ENSMUSG00000001348	0.520076	1.15456	0.418012	1.09898	0.364011	1.21877
ENSMUSG00000001349	1.43152	1.0318683333333334	1.5825	0.983657	1.19061	0.572919
ENSMUSG00000001366	3.95604	0.7678090000000001	2.5984	0.827161	2.23974	0.802691
ENSMUSG00000001376	6.046263333333333	1.45687	2.76218	0.752294	2.27928	0.990694
ENSMUSG00000001380	10.555813333333331	1.86977	1.98639	0.806912	2.42359	0.764827
ENSMUSG00000001383	7.561696666666666	1.8893566666666668	1.81339	0.693766	1.36428	0.988303
ENSMUSG00000001403	13.514286666666663	4.80178	1.34073	0.909476	1.53786	0.853433
ENSMUSG00000001415	38.22163333333334	4.08821	2.26986	0.91306	2.66431	0.88618
ENSMUSG00000001416	21.9757	4.080146666666667	2.09034	0.939171	2.25914	0.935281
ENSMUSG00000001418	13.673233333333334	4.2879933333333335	1.31046	0.783959	1.08419	0.793432
ENSMUSG00000001419	0.01	0.7089323333333333	0.01	0.399424	0.01	0.466898
ENSMUSG00000001420	10.092666666666666	4.08277	1.07766	0.725579	1.30317	0.718769
ENSMUSG00000001424	12.546006666666663	1.65927	1.83935	0.9241	2.29341	0.96323
ENSMUSG00000001435	9.790363333333334	3.92905	1.4083	0.997015	2.24284	0.991353
ENSMUSG00000001436	7.525083333333334	4.65347	2.1307	0.888833	2.25709	0.880836
ENSMUSG00000001440	27.112033333333333	7.862193333333334	1.74715	0.94555	2.38901	0.932274
ENSMUSG00000001441	11.482896666666669	1.8838933333333328	1.36988	0.983006	1.94661	0.968818
ENSMUSG00000001444	3.3586066666666667	0.415418	2.3015	0.750242	2.99113	0.531543
ENSMUSG00000001445	5.717186666666667	1.4211933333333333	1.34494	0.962946	1.76873	1.02177
ENSMUSG00000001467	7.779053333333334	3.0147133333333334	2.01506	0.872878	2.53377	0.940344
ENSMUSG00000001472	16.0958	2.6613133333333336	1.89876	0.949643	2.98499	0.925983
ENSMUSG00000001473	13.707866666666666	3.55191	2.57629	0.854222	2.83741	0.878069
ENSMUSG00000001482	3.4851533333333333	1.6008766666666665	1.57834	0.989187	2.27907	0.978971
ENSMUSG00000001493	0.3080263333333333	0.3636596666666666	0.916752	0.933023	0.316409	0.836597
ENSMUSG00000001494	1.016917	1.3966866666666666	0.399126	1.15291	0.274473	1.87681
ENSMUSG00000001496	0.278333	0.2859916666666666	1.15	1.04515	1.68536	1.2718
ENSMUSG00000001497	0.187668	0.2299766666666666	0.877871	0.565338	1.3505	0.613954
ENSMUSG00000001504	1.5493499999999998	0.4597356666666667	1.1431	0.70063	1.72368	1.03799
ENSMUSG00000001506	0.5564893333333334	0.398115	1.5513	0.782253	0.500423	0.715862
ENSMUSG00000001507	7.650863333333334	1.5604399999999998	1.62225	0.913496	2.02224	0.951899
ENSMUSG00000001508	0.2951013333333333	0.4477089999999999	0.664101	0.671397	0.377317	0.516109
ENSMUSG00000001510	1.4896766666666668	0.452492	1.07161	0.83435	2.49567	0.825795
ENSMUSG00000001517	7.778193333333333	1.39004	1.78763	0.833745	2.11137	0.877842
ENSMUSG00000001518	22.719566666666665	3.867313333333333	1.94487	0.824966	2.05914	0.797121
ENSMUSG00000001520	3.901353333333333	4.191653333333334	0.481	1.11389	1.02407	1.01916
ENSMUSG00000001521	9.205173333333333	1.2714766666666666	1.47703	0.948315	2.19463	0.955995
ENSMUSG00000001524	2.0410033333333333	1.3741933333333334	2.94037	0.687072	1.89811	0.650435
ENSMUSG00000001525	19.5822	15.717633333333334	1.02268	1.17928	1.26349	1.22553
ENSMUSG00000001542	6.872800000000001	1.1246433333333332	1.31814	0.96237	1.71219	0.943278
ENSMUSG00000001552	10.379133333333334	2.8194933333333334	1.76221	0.966118	2.22092	0.942128
ENSMUSG00000001555	4.257843333333333	1.6864266666666667	1.36401	0.910804	1.32342	0.931194
ENSMUSG00000001558	2.56196	0.8951456666666666	2.09945	0.858332	1.6593	0.877631
ENSMUSG00000001566	1.023964	0.3825686666666666	1.5056	0.798249	2.52427	0.833076
ENSMUSG00000001569	8.529296666666667	3.0889366666666667	1.68765	0.973988	2.46764	0.95063
ENSMUSG00000001576	4.659463333333334	1.5233333333333334	1.89717	0.973481	2.84926	0.97532
ENSMUSG00000001583	2.124426666666667	1.8780066666666664	1.37567	0.908045	1.23923	0.953202
ENSMUSG00000001588	2.006876666666667	0.8286363333333333	1.15467	0.918883	1.20051	0.813841
ENSMUSG00000001604	7.911066666666667	1.9380266666666663	1.5499	0.940438	2.07314	0.957541
ENSMUSG00000001622	0.2854186666666666	0.3092466666666666	0.339821	0.239876	0.318208	0.601182
ENSMUSG00000001627	27.206133333333337	8.499526666666666	3.40946	0.868588	2.73926	0.932283
ENSMUSG00000001630	10.15263	1.035224666666667	2.57214	0.852143	3.16547	0.882417
ENSMUSG00000001632	8.071196666666667	2.396136666666667	1.74352	0.945052	2.59194	0.881636
ENSMUSG00000001642	11.078206666666668	2.9649566666666662	1.72572	0.941751	2.33955	0.932508
ENSMUSG00000001655	2.0715566666666665	0.5489206666666666	1.60213	0.99466	2.64594	1.04731
ENSMUSG00000001656	0.5794083333333333	0.5928003333333334	0.860575	1.69494	1.81663	1.64664
ENSMUSG00000001657	0.496785	0.3041649999999999	1.10694	0.795324	1.49782	1.28413
ENSMUSG00000001661	0.3559786666666666	0.3547943333333334	0.70101	1.20293	0.748191	1.33697
ENSMUSG00000001663	0.5509283333333334	0.1828333333333333	1.13308	0.863731	0.318208	0.639531
ENSMUSG00000001665	0.7534513333333334	0.2582373333333333	1.69613	0.676847	1.66882	0.5803
ENSMUSG00000001666	2.765283333333333	0.5416553333333333	1.52377	1.30673	2.33011	0.302111
ENSMUSG00000001670	0.2747163333333333	0.2316836666666667	0.40371	0.455591	0.318208	0.513423
ENSMUSG00000001672	1.4223126666666666	0.8701643333333333	0.951084	0.731594	0.986179	0.672222
ENSMUSG00000001674	9.798803333333334	3.31888	1.4786	0.933979	2.64691	0.893909
ENSMUSG00000001687	9.09985	1.80245	1.47783	0.984903	1.80808	0.98004
ENSMUSG00000001700	0.256504	0.433071	0.276277	0.68834	0.715969	0.594762
ENSMUSG00000001707	16.991600000000002	3.888953333333333	1.5815	0.935512	2.4205	0.880663
ENSMUSG00000001729	2.8143333333333334	1.9139266666666668	1.15539	1.01292	1.64185	0.939147
