gene_id	SET1A mean gb	SET1A mean promoter	ZC3H4 mean gb	ZC3H4 mean promoter	H3K4me3 mean gb	H3K4me3 mean promoter	DPY30 mean gb	DPY30 mean promoter	RBBP5 mean gb	RBBP5 mean promoter	INTS11 mean gb	INTS11 mean promoter
ENSMUSG00000048170	0.049326856	0.13634145	0.088703394	0.12202145	0.015194013	0.044128023	0.05445865	0.09487533	0.022697786	0.005516233	0.016888995	0.037714083
ENSMUSG00000042249	0.013813917	0.028198045	-0.06963897	-0.013055915	0.002643399	0.032475535	0.04428465	0.09850311	0.016764278	0.004456468	0.017993765	0.053824537
ENSMUSG00000075232	0.0625403	0.18165818	0.17293248	0.19323759	0.04967594	0.064292714	0.061690032	0.095162235	0.033142854	0.0016606802	0.017604718	0.073363505
ENSMUSG00000014245	0.06459141	0.18188187	0.2992421	0.16225463	0.027532734	0.072341286	0.06754117	0.062261455	0.031752016	0.000940519	0.015401373	0.054267295
ENSMUSG00000021474	0.038876344	0.099158235	0.10069133	0.14156651	0.012739154	0.051856022	0.049798865	0.108568996	0.023364848	0.0071515827	0.022648906	0.08417748
ENSMUSG00000031608	0.036521245	0.115619056	0.031434175	0.08986079	0.009706138	0.06436806	0.04077014	0.10578561	0.023279406	0.0033388752	0.021678006	0.09285522
ENSMUSG00000055148	0.09363048	0.15056506	0.42010528	0.17875922	0.062154066	0.034371797	0.098985374	0.042224497	0.044376954	0.0046507567	0.008243507	0.057307534
ENSMUSG00000117890	0.028304858	0.015719073	-0.010575091	0.124864586	0.0043448634	-0.033360213	0.06349076	0.029422967	0.012859138	0.008023693	-0.021581393	0.057498336
ENSMUSG00000017716	0.06556797	0.19216512	0.14353439	0.1398447	0.020496605	0.0626874	0.016631737	0.114535645	0.021213345	0.0049980995	-0.0046789623	0.082988404
ENSMUSG00000031447	0.039918933	0.17514685	0.22733997	0.150189	0.018714068	0.053183563	0.05892421	0.09513022	0.026337558	0.0032339746	0.0151657555	0.05471507
ENSMUSG00000044452	0.038802914	0.17624418	0.11316224	0.16726251	0.00983781	0.038575802	0.030400658	0.10105875	0.016809186	0.0023558226	0.012874185	0.06621603
ENSMUSG00000019828	0.0032406428	-0.042437673	-0.092073396	-0.047463525	0.0017054433	-0.029754294	0.0023395638	0.030665731	0.0040238476	0.016417654	-0.015730597	0.002536631
ENSMUSG00000026082	0.047809757	0.16539982	0.08863943	0.16763721	0.018387105	0.044867735	0.032313157	0.124507256	0.020554025	0.0035480424	0.0035553342	0.06480629
