gene_id	SET1A mean gb	SET1A mean promoter	ZC3H4 mean gb	ZC3H4 mean promoter	H3K4me3 mean gb	H3K4me3 mean promoter	DPY30 mean gb	DPY30 mean promoter	RBBP5 mean gb	RBBP5 mean promoter	INTS11 mean gb	INTS11 mean promoter
ENSMUSG00000006010	0.037520915	0.23574646	0.065491684	0.160951	-0.007185544	0.07079728	0.03529952	0.122577295	0.017285831	0.008664495	0.0049870503	0.09226713
ENSMUSG00000086914	0.05123176	0.19404323	0.16925511	0.17445637	0.017692648	0.057424646	0.057225294	0.10260103	0.025650954	0.0013655889	0.01326951	0.086149745
ENSMUSG00000026604	0.04102474	0.15561692	-0.0059429095	0.14402094	0.009581482	0.06175359	0.039209913	0.124225125	0.017458173	0.005328669	0.020317685	0.07941378
ENSMUSG00000018362	0.06052173	0.19577262	0.20248169	0.18526174	0.05023738	0.05468115	0.05318997	0.09795315	0.018351808	-0.0020096172	0.0071027186	0.083346166
ENSMUSG00000120827	0.07742458	0.09368466	0.23467377	0.13030072	0.03307666	-0.010446633	0.057767138	0.062152255	0.02082253	0.0053234287	0.012999134	0.018525379
ENSMUSG00000023021	0.040209923	0.13555987	0.04393417	0.15115075	0.002274809	0.061788283	0.066839695	0.10829981	0.017949529	0.00916404	0.019118352	0.091592945
ENSMUSG00000039478	0.043138597	0.17641343	0.0650723	0.14653374	0.013470376	0.052898124	0.033428773	0.12642837	0.02307057	0.007094766	0.0086498195	0.09764027
ENSMUSG00000044229	0.014911316	0.039995015	-0.06921864	0.064941235	-0.004935883	0.009211475	0.03907799	0.041023467	0.016206058	0.004655981	0.0050541917	0.02285903
ENSMUSG00000111673	0.048720393	0.1721319	0.146182	0.17403227	0.011404379	0.0635833	0.071362495	0.085218	0.023618942	0.0062795975	0.022706378	0.04250079
ENSMUSG00000025932	0.017207226	-0.0017842973	-0.083620146	0.063524425	-0.02401584	0.0046335333	0.025492752	0.09242908	0.019020908	0.00015786936	0.0015403733	0.0984854
ENSMUSG00000001518	0.04900015	0.16005705	0.15053403	0.16670446	0.020670027	0.047128726	0.06210464	0.09003238	0.026395286	0.0039885584	0.017193712	0.07736754
ENSMUSG00000001052	0.03429922	0.12782812	0.010329731	0.10060919	0.008488189	0.06127466	0.036627658	0.11457137	0.019326802	0.004070954	0.017323975	0.08433353
ENSMUSG00000047592	0.02187919	-0.07628143	-0.038410828	-0.046694223	-0.022781847	-0.03837232	0.046864554	0.012037311	0.018108936	-0.0022451966	0.026342236	-0.027155941
ENSMUSG00000021366	0.0217542	0.13536346	-0.037448864	0.17676623	0.011654867	0.050810806	0.043463573	0.11149859	0.016210848	0.007526646	0.022114001	0.07566927
ENSMUSG00000107666	0.046635535	0.022321668	0.09897193	0.03164719	0.0072152964	-0.07833275	0.053205356	0.052431565	0.01657454	0.013035653	0.01694816	-0.019266315
ENSMUSG00000064140	0.049582716	-0.013482259	0.053232063	0.0008901484	0.007155377	-0.044730052	0.05469324	0.019836226	0.01789434	0.010217658	0.033672117	-0.034223177
ENSMUSG00000096948	0.0144659635	0.014074486	-0.08003153	0.10122712	0.004418252	-0.034987956	0.011761572	0.04486627	0.013190081	0.010445215	0.0063642035	-0.022949215
ENSMUSG00000023902	0.068572275	0.16168267	0.24445117	0.18253659	0.05347089	0.052744284	0.0733943	0.06680764	0.031314828	-0.00022741902	0.017576905	0.011443797
ENSMUSG00000118341	0.061581567	0.0006986842	0.113110825	-0.028433576	0.002657217	-0.0647623	0.05616123	0.047815535	0.019145608	0.015522203	0.023450732	-0.008222732
ENSMUSG00000026611	0.02948577	0.11649233	-0.030619776	0.12688316	0.0013783001	0.051652454	0.04355652	0.09423746	0.015845582	0.00906591	0.004793244	0.08988011
ENSMUSG00000059005	0.06620496	0.24043164	0.33608043	0.17434819	0.049397066	0.05459329	0.06230614	0.09275136	0.0041237017	-0.000977302	0.0028363771	0.046711035
ENSMUSG00000015755	0.04386031	0.17742571	0.044782907	0.1624695	0.014562879	0.07112268	0.05017456	0.13887785	0.018024685	0.005085388	0.0067641186	0.09149796
ENSMUSG00000032883	0.038143996	0.12952963	0.030593643	0.16136204	0.023096556	0.04899258	0.046984114	0.11044212	0.018236471	0.008295912	0.01125696	0.09931582
ENSMUSG00000059182	0.03894244	0.19159509	0.045676276	0.20866562	0.016372597	0.042537406	0.06511287	0.096515484	0.02404544	0.003090529	0.011101242	0.05011175
ENSMUSG00000059114	0.035403628	-0.041230638	-0.00071633805	-0.06466855	0.011170185	-0.048020277	0.052134246	0.030022701	0.01637432	0.0120443	0.027685568	-0.01621412
