"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"ENSMUSG00000051951"	220.111156045334	0.0765580485679644	0.132801497127723	0.503863624892919	0.723147017317677
"ENSMUSG00000102343"	52.7946102798499	0.632682863510151	0.330236544927029	0.00496214983343867	0.0207795728769995
"ENSMUSG00000025900"	153.401608174233	0.142675799426893	0.154688527162394	0.258727042472172	0.476308814039065
"ENSMUSG00000025902"	6.42175596781012	-0.0533349478175902	0.257863252663915	0.45547139491931	0.683320245737522
"ENSMUSG00000033845"	2370.1421847561	-0.107219629563645	0.0529735799847483	0.038481421253249	0.112817902629714
"ENSMUSG00000025903"	41.9626498557452	-0.0954118642876858	0.217360867777052	0.469676241630594	0.695452102255447
"ENSMUSG00000104217"	646.378448991303	-0.0496892491993942	0.0836686774829424	0.531354834648064	0.744577007195732
"ENSMUSG00000033813"	1470.77054536787	-0.100935129373292	0.0605649584061841	0.0859687816780759	0.213071680199013
"ENSMUSG00000002459"	1088.80336301587	0.737273089470807	0.0715214156334266	7.9132887114528e-26	5.28154025073836e-24
"ENSMUSG00000033793"	4998.04899756722	-0.114406309137623	0.0440783604676184	0.00845050406615124	0.0324070425445328
"ENSMUSG00000025905"	1.68786797220869	0.0036235599023831	0.261332343602569	0.654306356136179	NA
"ENSMUSG00000090031"	244.964911477931	-0.319863172112011	0.138447313417968	0.00782314957945609	0.0303764136598551
"ENSMUSG00000025907"	1715.35825315665	-0.214110505838307	0.0592786514853497	0.000201024021085557	0.00124779830113392
"ENSMUSG00000087247"	30.4086070083272	0.00687241629462436	0.217632231252076	0.950344596733687	0.978471473145733
"ENSMUSG00000103845"	13.2164208520775	0.0119105809636254	0.242351436156848	0.894200053328764	0.955922110539279
"ENSMUSG00000033740"	113.879125118809	0.193095007442894	0.179269180456959	0.16062955364634	0.342087004361178
"ENSMUSG00000102135"	18.574599290289	0.0117026805868324	0.231325089135588	0.915655625448198	0.965211635221401
"ENSMUSG00000051285"	8436.58086920766	0.144015948485206	0.0357629423817173	4.48136008105501e-05	0.000326540071340032
"ENSMUSG00000097797"	800.534788010124	-0.352912849325924	0.0803646059419918	4.20554601084145e-06	3.74659294618006e-05
"ENSMUSG00000103067"	69.6617029495912	1.00047296242631	0.343648929802943	0.000182377527796174	0.00114418724572676
"ENSMUSG00000025909"	3239.444210747	0.0116710304037586	0.0457601460903374	0.785203079596899	0.901054713796835
"ENSMUSG00000101571"	7.38882828708696	0.00118659738256608	0.248569223914664	0.989512991219262	0.996712279524269
"ENSMUSG00000025911"	198.571218744824	-0.888460465410464	0.179585298173084	6.05085627962564e-08	7.46879790177887e-07
