gene_id	SET1A mean gb	SET1A mean promoter	ZC3H4 mean gb	ZC3H4 mean promoter	H3K4me3 mean gb	H3K4me3 mean promoter	DPY30 mean gb	DPY30 mean promoter	RBBP5 mean gb	RBBP5 mean promoter	INTS11 mean gb	INTS11 mean promoter
ENSMUSG00000038546	0.048316546	0.12942004	0.052821632	0.09017872	0.013180566	0.055225126	0.054060236	0.10382174	0.016368091	0.0058005876	0.010878111	0.07292919
ENSMUSG00000021286	0.04458243	0.15166721	-0.006030478	0.096805125	0.011936769	0.06865664	0.054962397	0.0909482	0.01975956	0.0026574563	0.018834192	0.07969595
ENSMUSG00000021493	0.069749326	0.1502739	0.1069242	0.10611586	0.019173183	0.05227454	0.05408133	0.07428737	0.01863595	0.008189003	0.01309678	0.0719573
ENSMUSG00000041836	0.013675096	0.025128014	-0.07744968	0.007909643	-0.012959976	0.0038138474	0.023131927	0.09422553	0.009735538	0.008300852	0.012371411	0.013738522
ENSMUSG00000046311	0.05007232	0.17674483	0.16145648	0.16962339	0.021081781	0.06869699	0.056881104	0.1122385	0.010356987	-0.002319191	-0.004908035	0.10086753
ENSMUSG00000050211	0.035960566	-0.007038721	0.033788808	0.15065539	-0.007964341	-0.054442808	0.047419302	0.064474165	0.021518767	0.0048840283	0.026195705	0.036393963
ENSMUSG00000085655	0.045414332	0.11222401	0.08776075	0.09230164	-0.0014983462	0.05687408	0.011745353	0.12313777	0.020936558	0.0057049775	0.013939913	0.096461125
ENSMUSG00000113029	0.044115122	0.04654647	-0.009666562	0.021322476	0.01670932	-0.04374371	0.05771861	0.03333492	0.024541967	0.009025492	0.030996623	-0.027637504
ENSMUSG00000117427	0.10201192	-0.020987585	0.32531482	0.008274582	-0.0044852737	-0.062164966	0.06765561	0.0070419544	0.026716398	0.0055415267	0.021819996	-0.031707622
ENSMUSG00000052544	0.024786301	0.09317538	0.0011830612	0.11100178	0.015572662	0.03313526	0.043925643	0.101557516	0.017624123	0.0037487326	0.018357404	0.07442167
ENSMUSG00000029152	0.041368574	0.18577687	0.14062378	0.16868521	0.014628419	0.05388413	0.06330777	0.10599679	0.0217003	0.0045999605	0.009499172	0.07993549
ENSMUSG00000023170	0.10282419	0.17664978	0.43920922	0.12854712	0.027606139	0.019760113	0.016701413	0.11034138	0.029736415	0.0053307577	-0.0056677093	0.06493412
ENSMUSG00000014077	0.040613133	0.1650199	0.019282594	0.11205458	0.0034163457	0.069502376	0.046245363	0.10117508	0.018973958	0.0084610125	0.018341867	0.07853358
ENSMUSG00000026088	0.038703497	0.15608649	0.06428269	0.14831765	0.01458006	0.066431195	0.03532807	0.12299425	0.018571287	0.0067633013	0.01796164	0.078222014
ENSMUSG00000030110	0.014185572	0.074535154	0.007813783	0.038982697	0.006045263	0.042540092	0.04709235	0.09187998	0.01806577	0.0038165357	0.020418879	0.07039893
ENSMUSG00000036339	0.041426186	0.19493276	0.0072840187	0.11787693	0.0143238595	0.027628321	-0.0141271	0.15663761	-0.007861181	0.01992082	-0.008517294	0.098343305
ENSMUSG00000027715	0.05803554	0.16285542	0.21128118	0.13270825	0.03000997	0.046640713	0.027075944	0.11747411	0.015962724	-6.619163e-05	-0.0010828787	0.100202955
ENSMUSG00000048232	0.028200414	0.12862287	-0.032920867	0.07115322	0.005706399	0.060274303	0.045145657	0.10577312	0.020606678	0.0047611953	0.01596426	0.09683178
ENSMUSG00000050079	0.03505114	0.17257658	0.018718505	0.14773639	0.00023241698	0.08885926	0.05462214	0.11790733	0.023184175	0.0060784267	0.013182804	0.092283
ENSMUSG00000025257	0.023322731	0.19739676	0.07750095	0.15086336	-0.017529583	0.0015109947	-0.02754405	0.13125677	0.0072945706	0.0048033674	-0.015678423	0.08734473
ENSMUSG00000000823	0.04645159	0.15061797	0.18475603	0.124135815	0.009019073	0.037316337	0.0070476914	0.116188645	0.012293487	-0.0005387938	0.0002560279	0.06825292
ENSMUSG00000056167	0.054214034	0.15926524	0.09478194	0.14183262	0.015073965	0.054713205	0.05933059	0.09284967	0.024930079	0.006742859	0.016983284	0.044989537
