gene_id	PolII mean promoter	PolII mean gb	Pol2 mean promoter	Pol2 mean gb	Pol2ser5 mean promoter	Pol2ser5 mean gb
ENSMUSG00000089935	1.1885140686497184	0.93521832782764	1.1914101435781999	0.4162410138189197	0.6072524748355552	0.6620885279342046
ENSMUSG00000018733	1.433603685208721	1.8277639319952887	0.5463522440798727	0.6071726898129506	0.7011008748668806	0.550585649146441
ENSMUSG00000033361	0.47345958938506877	-0.624814334494508	-0.16704765094885274	-0.3491017442832002	-0.5528149069407273	-0.20552624109015166
ENSMUSG00000115918	-0.3468032691645001	0.12425704831831996	0.06588584770579232	0.6253223083217623	0.11716721194445769	0.8124106941248719
ENSMUSG00000020684	0.22473490048888398	0.28424564992569906	0.37033653700722	0.5251266224058775	0.2650486181661496	0.3725730008341741
ENSMUSG00000024962	0.8008204167340992	1.1207146786557338	0.4705183459352971	0.4300384857693644	0.5636536085035025	0.2914077360574546
ENSMUSG00000024201	1.4400935090306715	0.7908092716348908	0.7393805865966456	0.4972681402272164	0.690170411207131	0.6484647224701628
ENSMUSG00000103214	-0.8437028386153606	-0.7130061822203856	-0.5507985608699381	-0.13805047346180768	-0.2573942248543851	-0.24540366355419327
ENSMUSG00000049858	0.14091883378677095	0.1380452352640467	0.2416959505102977	0.270040856582182	-0.02551573834441274	0.16872812760022696
ENSMUSG00000059645	-0.668479852371701	-0.2364976330613796	-0.37161765356156745	0.749319567136773	0.09566992507761478	0.7493664446681525
ENSMUSG00000024758	1.3151880983713586	0.9640950721152688	0.8015995897236454	0.479103483592138	1.0283093005545672	0.6216654279506869
ENSMUSG00000025328	0.17315848098882597	-0.16592277068561623	0.2912097705790975	0.3903168362435095	-0.030917673808779456	0.15753016757807686
ENSMUSG00000027293	0.9170506855203208	0.45757915713421565	0.6941540394006253	0.2983044359397389	0.9614519587390422	0.6307166632418825
ENSMUSG00000089941	-0.45890891336524114	-0.47656276491381255	0.39636024070485676	0.3375992332695074	0.2557406394288965	0.27562441873648313
ENSMUSG00000096775	0.22986712745846688	0.6541827886241437	0.3293091560257474	0.5432690144324611	0.03744599131198613	0.683985383950069
ENSMUSG00000111033	-0.16511500371258025	-0.508436485558049	0.3474416578986593	0.32741936609636135	0.13091903117810877	-0.1333420826095669
ENSMUSG00000059201	-0.5708938502151182	-0.3735415531824703	0.15443619699941719	0.23194193880279199	0.010746185748367006	0.14719325399418917
ENSMUSG00000028907	0.5468679953784471	0.302371920400203	0.6534582957926361	0.48889349224084416	0.6864627354480762	0.6032299253614365
ENSMUSG00000103037	0.024204654419850164	0.8173483144797737	0.4343726479043506	0.5256332361535071	0.206558372737488	0.6315056073183066
ENSMUSG00000086408	-0.6619777682787553	-0.5316275209791632	0.10020191497054652	0.037888896605151025	-0.7524355784024299	-0.21391087476947815
ENSMUSG00000016257	1.2903749337490384	0.9591304084179307	0.8895059591334952	0.2525000727134407	1.0475844675383708	0.2694602256626668
ENSMUSG00000027720	-0.7239436248144291	-0.5692408863697321	-0.25771920265626047	0.11534471691816424	-0.39797708487533723	-0.18227552922860785
ENSMUSG00000089798	0.31526145736549105	0.623835631022255	0.8182643641981276	0.12836621818492625	0.14912901204777665	0.22886980126724807
ENSMUSG00000044933	-0.12958697900241745	-0.1586936163076461	0.2870682235216414	0.6687237037079451	0.26621510739846793	0.7414071488747793
ENSMUSG00000026502	1.1906000674557868	0.44526420860005433	1.0138259420578088	0.5101486797523839	1.0569959825555337	0.42870527638350225
ENSMUSG00000051839	-0.04061646439796319	-0.4765229629285628	0.4506780178469339	0.13396986838457067	0.38872196409971715	0.15335171903048503
