"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"ENSMUSG00000051951"	53.9816628946929	-0.0469420188404675	0.238566581238899	0.718303080811641	0.839700471034003
"ENSMUSG00000102343"	10.6917533557275	0.0434419061312464	0.275364659063287	0.568891595897854	NA
"ENSMUSG00000025900"	50.5865439873441	-0.328655498730616	0.393229556862291	0.0660780106685257	0.172252090691425
"ENSMUSG00000033845"	767.5564869479	0.548592559449346	0.122273462779606	1.36463402911396e-06	2.86897544060631e-05
"ENSMUSG00000025903"	11.1448040733063	0.0353368108256572	0.272956868289765	0.655383450316527	NA
"ENSMUSG00000104217"	159.201335324004	-0.0368537085267325	0.187668130283975	0.791568795842985	0.888781349610921
"ENSMUSG00000033813"	424.544184634443	0.201591614258784	0.145989941250383	0.110244095057565	0.248344059268749
"ENSMUSG00000002459"	125.602225466432	-0.644518592869476	0.304816805034318	0.00367334600052714	0.0197609927181643
"ENSMUSG00000033793"	1561.10209394839	-0.337011763161078	0.0848887637230186	3.12240247975989e-05	0.000410930469211257
"ENSMUSG00000025905"	2.84891913523782	0.00789882408665739	0.279042667838829	0.857896679615036	NA
"ENSMUSG00000090031"	96.2260396725366	0.0124609588627693	0.21233540499943	0.930583174604217	0.964754253739602
"ENSMUSG00000025907"	790.98233334769	0.0989001756167808	0.108147345062476	0.316855322966702	0.512922844963547
"ENSMUSG00000087247"	16.148299620178	-0.270465227187177	0.471857767218208	0.0196079627150456	NA
"ENSMUSG00000103845"	7.05852229837285	-0.0196866438436779	0.275136400626614	0.758562646501842	NA
"ENSMUSG00000033740"	40.5714824505786	-0.12216914795687	0.273334664286943	0.335939405527832	0.53238229049483
"ENSMUSG00000102135"	9.54663604187212	-0.159260922593283	0.341999876153722	0.0306092882018582	NA
"ENSMUSG00000051285"	2600.05238067464	0.130148980248014	0.0687019635852462	0.0507298932309348	0.142550892523105
"ENSMUSG00000097797"	264.815207439725	-0.392915228396115	0.194458282768874	0.0121921881392168	0.049413498098592
"ENSMUSG00000103067"	12.6456370093287	0.0153819922839248	0.269211451910251	0.853405615128487	NA
"ENSMUSG00000025909"	530.787580402921	-0.464171966442451	0.142145988929298	0.000268839223101525	0.00244946506433024
"ENSMUSG00000025911"	108.741984090966	0.193251155408166	0.24064451751484	0.217755132171554	0.398886990249632
"ENSMUSG00000079671"	8.91499780329701	0.0915701104997225	0.294414068836199	0.195786864453702	NA
"ENSMUSG00000025912"	509.554802383207	0.346520138756909	0.140311719067239	0.00525469023752712	0.0259236596099051
"ENSMUSG00000045210"	346.382025775723	0.676496798865454	0.175887652617396	1.58734872589047e-05	0.000232051993654703
"ENSMUSG00000097893"	44.8770619444577	-0.00232259902677564	0.242175453551628	0.982981197025768	0.990146435819577
"ENSMUSG00000025915"	74.1334881888815	-0.232814906381158	0.290391198420108	0.149081612839556	0.308825214854707
"ENSMUSG00000098234"	1492.64908489713	0.0586897265221987	0.0826284769872704	0.460649857449315	0.649413497228758
"ENSMUSG00000099032"	6.30756256594476	0.0309765497361787	0.277824451967042	0.601985084232688	NA
"ENSMUSG00000025916"	12.8284236072423	-0.0382538808266109	0.272774485961822	0.627301494036244	NA
"ENSMUSG00000025917"	415.662570240309	0.360669236747879	0.155174760415477	0.00697441785949151	0.0321370709704809
"ENSMUSG00000056763"	1029.78534296034	0.073125570695402	0.146745025387167	0.559213951919556	0.728838497954632
"ENSMUSG00000067851"	578.683938470582	-0.582760053116857	0.137195704341826	3.78305451097369e-06	6.92220705414855e-05
"ENSMUSG00000042501"	60.1047354068872	-0.343914780615801	0.3841070764786	0.0609057337970487	0.162113857253541
"ENSMUSG00000048960"	607.008813896825	-0.623503523980721	0.133821481538385	4.56853429942528e-07	1.11546566049597e-05
"ENSMUSG00000057715"	1153.59307312472	-0.234638647623614	0.09521380185122	0.00803611473682466	0.0358600005657122
"ENSMUSG00000016918"	1952.40579143245	-0.149878213050018	0.0749473390167219	0.0441188151617092	0.129372281594879
"ENSMUSG00000025938"	68.1370363574332	-0.160370920995803	0.260475203928596	0.278666197466403	0.471168209990989
"ENSMUSG00000099498"	104.312829754419	-0.102492978168068	0.218619673916651	0.479843147871549	0.66662995058979
"ENSMUSG00000042414"	220.788214417708	-0.671732606098354	0.221859798174056	0.000302105644328389	0.00269336927262124
"ENSMUSG00000005886"	2269.95785715114	0.452172407878491	0.0724971061592624	1.27719889801386e-10	7.18308846387772e-09
"ENSMUSG00000101476"	7.96358753227559	-0.104665754838402	0.302616250362843	0.119396848241936	NA
