"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"ENSMUSG00000051951"	943.744218597966	-0.0438921634490571	0.168352710086305	0.765994591171212	0.859189599503192
"ENSMUSG00000102343"	69.241707842251	0.867242071093668	0.280842011184111	0.000296668053249906	0.00117576416961239
"ENSMUSG00000025900"	203.33034199603	0.462375385671628	0.150645149590794	0.000971522153111501	0.00342945527572063
"ENSMUSG00000025902"	3.27555718671132	0.088416229194518	0.398645590714081	0.468998780150653	0.62576629189758
"ENSMUSG00000033845"	2483.43907563323	-0.296767088837123	0.056640314793312	1.19120644018395e-07	9.1867345180327e-07
"ENSMUSG00000025903"	50.5385567654053	-0.0673705569035623	0.243914214060628	0.728200397884813	0.832648684448301
"ENSMUSG00000104217"	884.698795188428	0.414748416184526	0.0812097065442433	1.76844615398933e-07	1.32339489079013e-06
"ENSMUSG00000033813"	1665.03396569919	-0.526885174575076	0.0655663791178041	3.77266671384752e-16	8.15599388730935e-15
"ENSMUSG00000002459"	1640.868073116	0.674529661575829	0.156381566570391	4.10496199921786e-06	2.40976278547795e-05
"ENSMUSG00000033793"	5171.5460470234	-0.268334757768301	0.0501928722728541	6.94770643763784e-08	5.54440014256959e-07
"ENSMUSG00000025905"	3.01994457257853	0.0715817962364228	0.394651015803153	0.561854109539247	0.708039871828887
"ENSMUSG00000090031"	285.752314701169	-0.0782557168482541	0.130456892534551	0.522487588456035	0.674113002742328
"ENSMUSG00000025907"	1915.26559914032	-0.32437256221336	0.0629366127007111	1.65158573044187e-07	1.24323792738409e-06
"ENSMUSG00000087247"	45.2115142551983	-0.231866865252413	0.27131977806206	0.264890704010561	0.413884964841327
"ENSMUSG00000103845"	18.8416236111156	-0.0322147474738531	0.32145280696877	0.866954378164122	0.924238742954591
"ENSMUSG00000033740"	206.637732953281	0.504917850738512	0.149505919182861	0.000295714126443869	0.00117259078221499
"ENSMUSG00000102135"	23.0215111812204	-0.138517467589956	0.309992788333321	0.506994302194548	0.659870555478272
"ENSMUSG00000103629"	5.22578031531287	0.0790758243444425	0.384981884502693	0.583659550676996	0.724936639030765
"ENSMUSG00000051285"	10433.8613660901	-0.0101490201866635	0.0521543020466183	0.842716834520184	0.908865830690948
"ENSMUSG00000097797"	848.658387470465	-0.361996454620255	0.0844482265183172	1.08385189739992e-05	5.83860997475474e-05
"ENSMUSG00000103067"	63.562733617846	0.596554057496748	0.280827631583032	0.00886028800773086	0.024142339469439
"ENSMUSG00000025909"	3255.37858145743	0.19948131649435	0.0529567892563197	0.000131055812627559	0.000565690994945692
"ENSMUSG00000101571"	8.21609243369504	0.0726377215145305	0.36138133373946	0.681857528243232	0.80059154090909
"ENSMUSG00000025911"	216.167164984161	-0.110791153925221	0.138446260713917	0.393798965178919	0.553151730595806
"ENSMUSG00000079671"	30.8369738540169	0.718697521650597	0.417780724957348	0.0130501922548377	0.0338209012279961
"ENSMUSG00000025912"	1165.51777827225	-0.139313169189598	0.0711643448458113	0.0464132552942871	0.100747085969702
"ENSMUSG00000045210"	933.68289117158	-0.262692006818784	0.0770211167086696	0.000499901535667644	0.00187874273324496
"ENSMUSG00000097893"	186.189255333144	1.52062613194412	0.166111055608217	5.39674157343294e-21	1.68806253112325e-19
"ENSMUSG00000025915"	145.300113024207	-0.230811688181161	0.167118902632787	0.128793001866469	0.235576683385298
"ENSMUSG00000098234"	3833.10067277441	-0.0143685703136283	0.0534929188359473	0.783054796825124	0.870077000749983
"ENSMUSG00000099032"	15.9713278122924	0.0821500346973734	0.328105879892825	0.681697358676784	0.800502394776258
"ENSMUSG00000025916"	25.1676833085405	0.524796197863713	0.418015644989547	0.0491024144391344	0.105774285335718
"ENSMUSG00000025917"	1154.63083982276	-0.120010070536659	0.0716397193601142	0.0880291060944237	0.172489566170681
"ENSMUSG00000056763"	4127.42873742714	-0.183923755493763	0.0521603365072907	0.000376968614642261	0.0014570408120491
"ENSMUSG00000067851"	3916.27267424736	-0.272020800680635	0.0535042065915385	2.88251837967292e-07	2.07720462896769e-06
"ENSMUSG00000042501"	167.099530711085	0.386442857057762	0.163554599336288	0.00989236382063837	0.0265822543256129
"ENSMUSG00000048960"	2988.79535594139	-0.148479368019633	0.0588531302624378	0.0104071500136063	0.0277724108279927
"ENSMUSG00000057715"	4706.10775753877	-0.0941188858525046	0.0509548265923617	0.0639452856803931	0.13200091430895
"ENSMUSG00000016918"	12142.360252742	0.285910645608369	0.0563643109666728	2.78299795065387e-07	2.0124362188681e-06
"ENSMUSG00000025938"	1246.77133678556	0.31773280795068	0.0766188031251309	2.29528908734865e-05	0.000115844234241454
"ENSMUSG00000099498"	203.636174731454	0.426538530050721	0.156091569015861	0.0030630118048076	0.00954447448786343
"ENSMUSG00000042414"	174.238181633101	-0.622586680918039	0.162994486990125	3.92975247753825e-05	0.000189053319306475
"ENSMUSG00000005886"	5322.73729328471	-0.369305442827453	0.0516850275045492	5.58427480392308e-13	8.60465538411209e-12
"ENSMUSG00000101476"	30.9649586916695	2.29519339710102	0.447179006285165	1.94332170961155e-08	1.69195006184951e-07
"ENSMUSG00000025935"	1281.30768380444	-0.353397287777985	0.0695934149753064	2.43269742156001e-07	1.77986934676852e-06
"ENSMUSG00000120948"	171.829877401732	-0.357668339338996	0.160798755527696	0.0152473691445851	0.0387153669752851
"ENSMUSG00000025937"	3216.90990585054	-0.0547782105026641	0.054181039132684	0.305671269973445	0.460553004811676
"ENSMUSG00000067813"	31.6896570065021	0.813547857964491	0.40930480093133	0.00631784467214646	0.0180053867710788
"ENSMUSG00000025932"	477.042295277112	0.589969754677814	0.109323314105351	2.28819072135874e-08	1.96390918772618e-07
"ENSMUSG00000054493"	92.4076360245796	0.571339680521746	0.230952061315739	0.00401863911810116	0.0121240388321267
"ENSMUSG00000032769"	35.7300871204516	-0.54596704683553	0.349119693662413	0.0306668906243101	0.071112124214073
"ENSMUSG00000092083"	150.915987928696	1.34052189357038	0.183912751832753	2.83691830506849e-14	4.99484719064934e-13
"ENSMUSG00000101652"	1.73816700921118	0.166624281851806	0.452707407043867	0.0362699988781902	NA
"ENSMUSG00000025925"	8575.24767136307	-0.166150463714463	0.0446778864681432	0.000180828814224225	0.000757937684605431
"ENSMUSG00000032719"	490.028890478405	-0.183664793777929	0.101009247613765	0.0598646953106202	0.124914436029858
"ENSMUSG00000067795"	21.8527199526552	-0.184478012353366	0.334316496752916	0.381672979348341	0.541751464164362
"ENSMUSG00000043716"	1811.78678660803	-0.274353993660438	0.0632299642836025	1.08218651911022e-05	5.83237565545812e-05
"ENSMUSG00000025921"	862.463741419011	0.158459826493611	0.0811885594380663	0.0462373315299987	0.100431683500212
"ENSMUSG00000025920"	819.540002361724	-0.621723533684186	0.0862047969537884	1.61188115374878e-13	2.6024739387425e-12
"ENSMUSG00000025939"	3002.93146779658	-0.209911044123599	0.0602584417378465	0.000402994714584026	0.0015466993734762
"ENSMUSG00000079658"	2506.77500199755	-0.209459202278067	0.0571788381125868	0.000208181608436647	0.00085748861645084
"ENSMUSG00000097744"	22.3419466928582	2.14456161839008	0.526510898636675	3.07284601539296e-06	1.84587837957632e-05
"ENSMUSG00000025940"	750.930756633511	0.047964881942713	0.0842007280666107	0.551159959926444	0.698773069741633
"ENSMUSG00000025779"	80.600701427195	0.410355040825128	0.228018408797238	0.0337555214163924	0.0771214067269334
"ENSMUSG00000101640"	1301.19370660992	-0.375611125599906	0.069106797351402	3.22664769418856e-08	2.70465879557777e-07
"ENSMUSG00000042686"	152.597019637773	-0.0511633711066338	0.160835398841328	0.726025740691894	0.831128457980329
"ENSMUSG00000100110"	14.9081692578328	2.34576727808222	0.672170451662046	3.09732581150415e-05	0.000151947656637444
"ENSMUSG00000025777"	12.4289082126487	0.796228534585257	0.703491132591133	0.0214625483591735	0.0522377449144774
"ENSMUSG00000067780"	3.85429488330351	0.000970072621954183	0.381903435120793	0.997322337532509	0.998936108185524
"ENSMUSG00000100053"	1.7246031335408	0.0422476139938347	0.401969898844483	0.557736598267575	NA
"ENSMUSG00000085125"	89.4742728282729	0.360841017050274	0.21312948934386	0.0494735784991363	0.106473930330115
"ENSMUSG00000025776"	56.3070776931147	0.215283058201317	0.249393080912964	0.282211119870613	0.433512986826536
"ENSMUSG00000099895"	38.0071580928818	0.0755674287886777	0.27124481221087	0.71066857374065	0.820504736146648
"ENSMUSG00000099473"	4.21672344339879	-0.115037292091027	0.399873697788063	0.414911205695879	0.57438068092637
"ENSMUSG00000109887"	20.0459719840968	0.218611786819351	0.346812662503738	0.314445767582598	0.470163489282245
"ENSMUSG00000025774"	13.3741649942297	-0.109596927320247	0.343991719786649	0.576911641020773	0.719775805140524
"ENSMUSG00000070977"	20.5096634980911	0.85323336434181	0.555609227185703	0.0121446494825049	0.0317283804584467
"ENSMUSG00000067773"	321.605192319514	-0.200425906525053	0.11908772332765	0.0778928391597112	0.155633541380818
"ENSMUSG00000089787"	15.7845426085955	-0.165604594014593	0.349014009484243	0.419629003701131	0.579260599806053
"ENSMUSG00000042596"	232.284192574923	-0.0423327531948538	0.136385372270951	0.74083578517751	0.841022982193951
"ENSMUSG00000025927"	6.02148154938758	0.197353269081717	0.426520099268624	0.232043087374376	0.374436128973033
"ENSMUSG00000043760"	1029.95278296039	0.375446428938185	0.0800902070646394	1.70528565617103e-06	1.07382483214566e-05
"ENSMUSG00000089914"	5.05505845654443	0.124089006720735	0.398003910064585	0.409171575396079	0.568633575674003
"ENSMUSG00000041872"	17.4509745264258	0.805314172215261	0.568545258762936	0.0162922664369805	0.0410805885225323
"ENSMUSG00000041859"	2480.319345224	-0.143982666133193	0.0575009562381181	0.0109504733020179	0.0290481705997723
"ENSMUSG00000097934"	4.48528149570423	0.254479849000622	0.486022344365437	0.101072738534565	0.1927830027428
"ENSMUSG00000025931"	488.308678851042	-0.240301888196695	0.100703090406586	0.0135753133414212	0.0350118646377993
"ENSMUSG00000041809"	84.6414553511071	0.945731645650213	0.243686689574489	1.46604514934317e-05	7.69698847101985e-05
"ENSMUSG00000041779"	648.842726673342	-0.342017145948709	0.089252973736801	8.22130501799004e-05	0.000370903796242942
"ENSMUSG00000099971"	11.7871321315919	1.18672413715943	0.850425673459127	0.00754665547724725	0.0210247623952858
"ENSMUSG00000100819"	28.9178390737248	0.168616926073675	0.297852403382211	0.425999964416602	0.585730817046399
"ENSMUSG00000025933"	124.310136756509	0.563467618364417	0.191584714429231	0.00107786070397729	0.00377119840027654
"ENSMUSG00000025934"	62.4270499049404	1.56587523857609	0.293578217424693	7.88898801583917e-09	7.26236069990584e-08
"ENSMUSG00000099343"	33.1353571031688	0.923193227566634	0.405290963181879	0.00262550245184794	0.0083361790612608
"ENSMUSG00000028033"	493.108054080242	-0.290250406530882	0.101813335343852	0.00313055999270896	0.00972854992861465
"ENSMUSG00000041670"	1289.14759416094	0.474867474229134	0.0809686103305869	2.00809297007764e-09	2.03385199461704e-08
"ENSMUSG00000101227"	23.7933429449755	0.888858531850285	0.58260267665791	0.00889951254682496	0.0242262163341895
"ENSMUSG00000026158"	277.265349668182	-0.204687193251039	0.128242434557358	0.0916408181136984	0.178107300691814
"ENSMUSG00000099503"	2.34901291137341	0.122703013860204	0.418491270240596	0.248348357601798	0.394262891866939
"ENSMUSG00000026156"	128.446819829325	-0.324471301321137	0.180282050172974	0.044642893264979	0.0975312766648256
"ENSMUSG00000026155"	2052.63588835469	-0.253410065775816	0.0606571672273696	2.37819975914095e-05	0.000119712975816963
"ENSMUSG00000026154"	190.674620754676	0.335512574691877	0.151521021358551	0.01680319796419	0.042222241661359
"ENSMUSG00000026153"	2098.87690813287	-0.188499547168258	0.0589296447303532	0.00134773780575781	0.00460457028011811
"ENSMUSG00000026147"	21.9980765482727	0.684651305147429	0.492825021281779	0.0231765235521749	0.0558586819477622
"ENSMUSG00000026141"	94.2310140997604	0.34286478340676	0.211831738401384	0.0601400579656906	0.125409227142079
"ENSMUSG00000073725"	1557.82043847653	-0.244065952493689	0.0646807709673964	0.000131524204144159	0.000567179602356452
"ENSMUSG00000033569"	333.597061891809	0.145853355466629	0.12081414798022	0.207753556374158	0.343547529587605
"ENSMUSG00000100261"	4.94026835644336	-0.0558301148924951	0.378016329747087	0.707376507681731	0.818356454894541
"ENSMUSG00000048874"	5908.58464833358	-0.27749736910508	0.0512909758430296	4.82915448415854e-08	3.94003403702189e-07
"ENSMUSG00000117310"	98.9276533393619	-0.105988510199162	0.198405432214748	0.536471445307386	0.68632831342986
"ENSMUSG00000086727"	108.225363636807	0.555917431227841	0.21061805484204	0.00268560928142903	0.0085035034467424
"ENSMUSG00000026058"	185.347568145045	-0.133408895204854	0.155737843458655	0.350870972932559	0.510270898052742
"ENSMUSG00000026134"	4687.07435468979	-0.0821454947507835	0.0509255108592819	0.103721172360929	0.197016165817371
"ENSMUSG00000121274"	5.63416542630324	0.149875926439158	0.404933034551896	0.339291240079781	0.497813623529632
"ENSMUSG00000004768"	1426.5424246509	-0.209537555267043	0.067216461928318	0.001533686177263	0.00516227839668395
"ENSMUSG00000042215"	123.675226124465	-0.115615843824864	0.176518171812186	0.466726353307933	0.624212437361336
"ENSMUSG00000042197"	5142.07384542616	-0.355828763150977	0.0478309378246715	6.4933182863556e-14	1.09682676269926e-12
"ENSMUSG00000042182"	203.827583904386	-0.311594394856773	0.154627123749705	0.0285071611941122	0.0667989297668527
"ENSMUSG00000026131"	24482.0587800685	-0.0982251215305259	0.0447063239572946	0.0274886311648934	0.0647758886292504
"ENSMUSG00000096992"	185.243287858946	0.0359980723399139	0.146628125769408	0.793973873951398	0.877145903765284
"ENSMUSG00000042111"	138.118519375924	-0.0732947177564403	0.165288171741505	0.626260937341381	0.758576603205312
"ENSMUSG00000101711"	177.53140462869	-0.224715356234631	0.15362339983265	0.112838501209526	0.211465117073668
"ENSMUSG00000026126"	158.298792858613	0.20282923126281	0.162781397000697	0.172818115635868	0.29747571726525
"ENSMUSG00000100280"	2.98799462889711	0.159040784067954	0.431864585649508	0.184577756784913	0.31337134644863
"ENSMUSG00000101223"	7.21477261542505	0.563212429986094	0.831116713115433	0.0316730966657948	0.073098374180738
"ENSMUSG00000026124"	21.2578195179187	0.298547483405459	0.370585325614046	0.19123885645628	0.32230183055665
"ENSMUSG00000037529"	1.80519898324421	0.0364469957915164	0.397191156233447	0.700424469380431	NA
"ENSMUSG00000045174"	2.19109241624296	0.0327906708648719	0.395081006371108	0.742357608270913	0.842292479777213
"ENSMUSG00000037509"	490.672936458208	-0.273528710259205	0.102520035569123	0.00566846376413198	0.016396908096347
"ENSMUSG00000037503"	3444.19687080944	-0.155561311264154	0.0542391080948726	0.00376960291168279	0.0114691642259906
"ENSMUSG00000026123"	379.349144123935	0.894599834995448	0.11639580580786	2.69333347284645e-15	5.35842662071765e-14
"ENSMUSG00000102531"	2.62199040458485	0.140408849163439	0.424146821511627	0.219355931028639	0.358396870231036
"ENSMUSG00000102279"	5.862340777324	0.135175802874822	0.39444874352508	0.408203194596912	0.567858527917505
"ENSMUSG00000103708"	66.0659453984092	1.05532841931604	0.28941269368994	2.97516441487e-05	0.000146518232091378
"ENSMUSG00000104201"	6.34937526817104	0.386920169347262	0.623562248853004	0.038238629611382	0.0857093329344644
"ENSMUSG00000045216"	3531.61863107488	-0.303014992188536	0.0540247518328564	1.52712394800442e-08	1.34902803856227e-07
"ENSMUSG00000104523"	70.5425866448563	-0.664376651533115	0.26691884888824	0.00284457521160567	0.00894270878861489
"ENSMUSG00000102202"	12.7601339262422	0.100769942777589	0.347184102117793	0.603542980751949	0.740685444466752
"ENSMUSG00000037470"	6062.6480218054	-0.222549877574406	0.0463656141082952	1.35785656935158e-06	8.71054176466693e-06
"ENSMUSG00000047180"	12.9086318782348	-0.0887509424039315	0.343917857813877	0.641825760588563	0.770050043757986
"ENSMUSG00000037447"	255.529801968192	0.799906013660433	0.138194591543508	1.47157088301188e-09	1.51099266113907e-08
"ENSMUSG00000010453"	2200.78712367337	-0.245778395719242	0.0611875027543532	4.67560405272601e-05	0.000221654332947629
"ENSMUSG00000037432"	143.487010900725	-0.424883922361344	0.178731236392252	0.00833816736499383	0.0228716827398917
"ENSMUSG00000001143"	778.169478484775	-0.334044792933558	0.0842194526137615	4.82236232505802e-05	0.000227952679886776
"ENSMUSG00000037408"	169.468637361401	-0.298978653893397	0.161668049406001	0.043215164781264	0.0950634251425736
"ENSMUSG00000001138"	537.511638169191	-0.216307335095838	0.0975179142768248	0.0219610300733649	0.0532815480771833
"ENSMUSG00000102845"	14.090747140941	-0.2654430849642	0.395776512123617	0.223527214663886	0.363659390693606
"ENSMUSG00000109510"	83.0262423572893	-0.183396837804797	0.207395899171327	0.303767516749662	0.458376497999046
