"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"ENSMUSG00000051951"	75.4108891944266	0.372367088099961	0.342681730162137	0.157618392207633	0.270440262527448
"ENSMUSG00000102343"	17.167464848423	0.113160519691105	0.43700412879698	0.61995719142399	0.745848168114473
"ENSMUSG00000025900"	68.5003118648444	-0.0420310322124162	0.318335725132509	0.861271671652661	0.917455442889751
"ENSMUSG00000033845"	1272.92926018378	-0.646060346073865	0.0976152177468032	1.57024189431576e-11	1.68240202962403e-10
"ENSMUSG00000025903"	15.1345654532967	-0.0935037714526808	0.438806285038472	0.669544666049126	0.783097774359423
"ENSMUSG00000104217"	346.449928147708	-0.00268882340139447	0.171841355484683	0.98531951737465	0.991409071220348
"ENSMUSG00000033813"	616.99127619193	-0.529888937316744	0.136820985494451	5.44715062598368e-05	0.000242938065223437
"ENSMUSG00000002459"	616.964007531419	1.246925067458	0.141994341212524	2.39521424239633e-19	4.87440703292546e-18
"ENSMUSG00000033793"	2571.25106717895	-0.204790167260742	0.0723286495638035	0.00383684598673163	0.0116272458965346
"ENSMUSG00000025905"	7.8777793563569	0.0107104773824786	0.459751069336093	0.956863137622384	0.975173511674296
"ENSMUSG00000090031"	130.431102930599	0.0216717865961397	0.252972269714151	0.922605235983212	0.953901789062569
"ENSMUSG00000025907"	1153.13974779216	-0.0392851016653492	0.102123278602263	0.694624452615759	0.801582127795227
"ENSMUSG00000087247"	26.2579233085903	0.0334666966226492	0.403999534514139	0.889737127199397	0.93441454275441
"ENSMUSG00000103845"	16.2367668219024	-0.099490710179832	0.437176067908923	0.65317122715764	0.771017124052193
"ENSMUSG00000033740"	67.174049250333	0.50501680698384	0.383292308166963	0.075571498357748	0.15023520843978
"ENSMUSG00000102135"	5.50466800960999	0.016712847655936	0.471617275633725	0.9175973606506	0.950539917594964
"ENSMUSG00000051285"	2865.83964713499	-0.310597199344491	0.068873647966442	4.77718012486789e-06	2.55510235044016e-05
"ENSMUSG00000097797"	332.102201414032	-0.678196427246538	0.183864814191782	7.70708563410749e-05	0.000334564036035124
"ENSMUSG00000103067"	22.0539646606949	1.08884329546092	0.882772562190859	0.0158173611606803	0.0403339688326275
"ENSMUSG00000025909"	1550.07204551932	-0.291597979912993	0.0886561532868669	0.000892855818038211	0.00315445267399703
"ENSMUSG00000101571"	6.25239037498819	-0.185209930634636	0.513091370411423	0.280901549755435	0.42299996494605
"ENSMUSG00000025911"	122.233737874379	0.658713633093806	0.312757578159179	0.0112618723776354	0.0300932738673805
