	AFF4 mean gb	AFF4 mean promoter	BRD4 mean gb	BRD4 mean promoter	CDK9 mean gb	CDK9 mean promoter	H3K4me3 mean gb	H3K4me3 mean promoter	HEXIM1 mean gb	HEXIM1 mean promoter	RBBP5 mean gb	RBBP5 mean promoter	DPY30 mean gb	DPY30 mean promoter	INTS11 mean gb	INTS11 mean promoter	NELFA mean gb	NELFA mean promoter
ENSMUSG00000038670	0.10406501591205597	0.007656555622816086	0.12349177151918411	-0.01878831908106804	0.0353442057967186	0.014143729582428932	0.1823039948940277	0.035003840923309326	0.07503050565719604	0.006479784846305847	0.019500982016324997	-0.009865378960967064	0.07448860257863998	0.019334929063916206	0.06714869290590286	0.02381470426917076	0.10640757530927658	0.011999661102890968
ENSMUSG00000022204	0.0171163622289896	-0.011605671606957912	0.05085183307528496	-0.0021426596213132143	0.03439466655254364	-0.0003783797728829086	0.25110310316085815	0.13271094858646393	0.013306664302945137	-0.005466482136398554	0.015484138391911983	-0.013555838726460934	0.015156799927353859	0.022291719913482666	0.07752157002687454	0.296252965927124	0.010505502112209797	0.018055705353617668
ENSMUSG00000006728	0.0846184715628624	0.002588064642623067	0.07976062595844269	0.008204728364944458	0.10291529446840286	0.013572866097092628	0.24465464055538177	0.05622034892439842	0.1391277313232422	0.006562806200236082	0.03217720240354538	-0.01034744642674923	0.07116322219371796	0.022859999909996986	0.045607876032590866	0.041268281638622284	0.07382529973983765	0.008055252023041248
ENSMUSG00000090012	-0.017329487949609756	0.004453917033970356	0.05427601933479309	-0.006082631181925535	0.017754951491951942	-0.015299038961529732	0.10909094661474228	-0.03394037112593651	0.00846782885491848	0.009898001328110695	0.02657821588218212	-0.0008318325853906572	0.0747852548956871	-0.013640839606523514	0.043449338525533676	-0.007049696519970894	0.07590393722057343	0.028019297868013382
ENSMUSG00000086791	0.08858856558799744	0.010566980578005314	0.05674586817622185	8.202023309422657e-06	0.02723872847855091	-0.0008994425879791379	0.13556823134422302	-0.02516527660191059	0.07191981375217438	0.031942639499902725	0.0332743376493454	0.00834671687334776	0.057877182960510254	0.0339418463408947	0.051491111516952515	-0.01287043932825327	0.08943744003772736	0.026729967445135117
ENSMUSG00000034872	-0.6098241806030273	0.14226727187633514	-0.5404176712036133	0.24662160873413086	-0.5802908539772034	-0.04690100997686386	-0.19360069930553436	-0.009162935428321362	0.041077665984630585	-0.012126470915973186	-0.15425199270248413	-0.029810147359967232	-0.29257649183273315	-0.06157185882329941	-0.18861480057239532	0.013492955826222897	-0.683022141456604	-0.238713338971138
ENSMUSG00000086752	0.018322709947824478	-0.014651605859398842	0.055489860475063324	-0.009639524854719639	0.059777118265628815	-0.008450775407254696	0.011082334443926811	-0.010097826831042767	-0.008605796843767166	0.011318344622850418	0.03467181697487831	0.0031250324100255966	0.03246018663048744	0.002816136460751295	-0.08862508088350296	-0.018348533660173416	0.005511963274329901	0.002459421055391431
ENSMUSG00000030553	0.09643206745386124	-0.006194084882736206	0.07249090820550919	0.006764408200979233	0.05375748127698898	0.015443623997271061	0.0682130977511406	0.06785369664430618	0.06768693774938583	0.004279137123376131	0.01728627271950245	-0.02406137064099312	0.09543990343809128	0.021576669067144394	0.07353412359952927	0.06769175827503204	0.06905271857976913	0.0015812857309356332
ENSMUSG00000027014	0.0498872771859169	-0.014132756739854813	0.08077554404735565	-0.004283992573618889	0.05088766664266586	0.01178676262497902	0.03032916970551014	0.10869237780570984	0.041692547500133514	-0.00501928199082613	0.009722469374537468	-0.02589990384876728	0.052467938512563705	0.017998192459344864	0.02939966507256031	0.24863888323307037	0.044839274138212204	0.012878158129751682
ENSMUSG00000064036	0.056656595319509506	-0.007373430300503969	0.08109903335571289	-0.010279514826834202	0.02840081974864006	-0.01506907306611538	0.14841431379318237	-0.03192190080881119	0.04008075222373009	0.002672854345291853	0.02073574997484684	0.0037431931123137474	0.03231469541788101	0.003170518670231104	0.07422187179327011	-0.006783707067370415	0.10451319813728333	0.01868107169866562
