"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"ENSMUSG00000079800"	13.6809546813998	0.00825596854818996	0.202344683198458	0.905268784257076	0.981016837243792
"ENSMUSG00000095092"	2.36772680693905	0.0156205762893847	0.212828419060375	0.599592809288947	NA
"ENSMUSG00000095672"	4.38598331365143	-0.0139027192885628	0.210948359985697	0.719227056740275	NA
"ENSMUSG00000079190"	173.183909937969	-0.00773205817462903	0.145755734099068	0.938862797597356	0.988178347069417
"ENSMUSG00000079808"	48.3112427869848	-0.0594726503847158	0.186667131311143	0.553210265089322	0.845174209771456
"ENSMUSG00000079222"	2.68995759561178	0.00923346958360525	0.211937655496147	0.771348382642525	NA
"ENSMUSG00000095500"	8.17928703020685	-0.0138760535254575	0.207466439393941	0.793825244915972	0.947013886580336
"ENSMUSG00000062783"	7.41402042324949	0.00771620841955231	0.207534476640092	0.882809930191486	0.976080475180967
"ENSMUSG00000095570"	2.28441055497958	-0.00192739962058088	0.211918792720581	0.947918196150758	NA
"ENSMUSG00000091585"	7.58490601872534	0.0304602786034334	0.210840403702698	0.547880575755148	0.842516516825495
"ENSMUSG00000095041"	677.194084409168	-0.32130811859561	0.117835851087032	0.00176195913601914	0.0190154837622793
"ENSMUSG00000051951"	183.387829528528	0.74807939229057	0.197347476296951	1.13757812555622e-05	0.000263641022765127
"ENSMUSG00000102343"	11.7447825350722	0.036081866052218	0.208276797140338	0.557601994775618	0.847823303857251
"ENSMUSG00000025900"	61.6580037104223	-0.00602932157995587	0.172955274172287	0.951883781078984	0.990470880700856
"ENSMUSG00000025902"	2.60232408079728	0.0081566808323363	0.211796250561449	0.805420442418717	NA
"ENSMUSG00000033845"	1629.41954726527	0.190380631782794	0.0977006040612188	0.027725384993381	0.159310802455609
"ENSMUSG00000025903"	150.571401764886	0.0420447912877562	0.146755802508589	0.698062620697359	0.909235249860585
"ENSMUSG00000104217"	1430.07020382145	0.178051541619074	0.104761313597338	0.0550064163716214	0.254570145609268
"ENSMUSG00000033813"	1473.55969170961	0.171680841261057	0.0943014569455474	0.0416304569800014	0.211185969666958
"ENSMUSG00000002459"	705.52304975203	0.240828027610464	0.114112498922252	0.014661226289299	0.0990770047221148
"ENSMUSG00000033793"	2975.08577528378	0.0667621216751103	0.0809183829229876	0.369187088653321	0.721437632670937
"ENSMUSG00000025905"	20.6503337148147	-0.120259835791046	0.240097376252508	0.154746673968186	0.477772096553867
"ENSMUSG00000090031"	40.1876161791359	0.0778850438634059	0.19915527587814	0.421965252387549	0.763914112561329
"ENSMUSG00000025907"	1827.62934667699	-0.122605296167105	0.091817124527446	0.135683450184501	0.444452348250903
"ENSMUSG00000087247"	53.8878252130006	0.0839285922855989	0.190089249148479	0.425392679864493	0.766605869196534
"ENSMUSG00000103845"	11.9962983750811	-0.0174148324993827	0.204585751127158	0.780109930628212	0.941580237428469
"ENSMUSG00000033740"	90.921904104019	0.120033590525047	0.184245709836014	0.294659743237841	0.654821940392322
"ENSMUSG00000102135"	11.9487685764436	-0.0416962784582421	0.210057347478198	0.485764875599947	0.805464286940032
"ENSMUSG00000051285"	7320.35960522044	-0.315733847274286	0.0799195647897876	2.43598044075249e-05	0.000507318184648419
"ENSMUSG00000097797"	615.537971499105	0.581864167687574	0.122015021313669	2.13374059235913e-07	7.29142319245294e-06
"ENSMUSG00000103067"	79.0575618578417	0.443748990514407	0.291060934511598	0.0127078867541149	0.0889699724454435
"ENSMUSG00000025909"	3098.50713589845	0.0875424426342382	0.0881590353843539	0.273918081072179	0.632390081170524
"ENSMUSG00000025911"	70.7401549956609	0.0220282628035397	0.169526131365793	0.833953917857539	0.961501688443825
