	H2AK119ub1 mean gb	H2AK119ub1 mean promoter	H3K27me3 mean gb	H3K27me3 mean promoter	H3K4me3 mean gb	H3K4me3 mean promoter	RING1B mean gb	RING1B mean promoter	SUZ12 mean gb	SUZ12 mean promoter
ENSMUSG00000025813	-0.057420596	0.07521486	-0.20519774	-0.13773888	-0.040490188	0.15653838	0.071390554	0.26529437	0.04906727	-0.40524745
ENSMUSG00000027176	0.13045551	0.00049075397	0.4798068	0.17970634	0.06893454	0.5332322	0.034572024	0.1178325	0.013154997	0.08608583
ENSMUSG00000000560	0.016765486	0.050055936	-0.29403126	-0.22372524	-0.1879623	0.21449037	-0.12406851	0.3099624	-0.0011670153	-0.38845775
ENSMUSG00000049556	-0.06642079	0.097878106	-0.18748091	-0.11432606	0.044649906	0.41687766	0.23790322	0.26111293	0.027459111	-0.46395135
ENSMUSG00000066607	0.048009433	0.08605302	-0.1965656	-0.118893914	0.069585085	0.42808354	0.25885892	0.19687824	0.059434973	-0.39655498
ENSMUSG00000093460	0.13942657	0.10585417	-0.43754023	-0.11814139	0.14222762	0.058107313	0.37759897	0.10178477	-0.079726644	-0.24165374
ENSMUSG00000023927	-0.0655632	0.040610757	-0.23604624	-0.082757555	0.09753369	0.26237583	0.2605358	0.29409233	-0.04756184	-0.30020458
ENSMUSG00000026107	0.038149044	0.00562634	0.6017904	0.0529338	0.33384198	0.50050026	0.09675255	0.06220746	0.055100188	0.08749887
ENSMUSG00000028514	0.061523546	0.026886323	0.42164412	-0.04378495	-0.015801663	0.5888103	0.021021169	0.20170105	0.009127637	-0.17246202
ENSMUSG00000024172	-0.017500006	0.058972802	-0.31299126	-0.23288509	-0.05354547	0.2699573	-0.042590965	0.32595423	0.038284212	-0.4924768
ENSMUSG00000026765	-0.050785664	0.06728938	-0.22884768	-0.19286418	-0.056960274	0.17331387	-0.03561978	0.27851874	0.02990186	-0.4710674
ENSMUSG00000056536	0.036171164	-0.001826937	0.014519526	0.030030517	-0.016490085	0.6697801	0.08416483	0.18726715	0.042428028	0.033303965
ENSMUSG00000009900	0.06820167	0.086435914	-0.36894974	-0.13410564	0.08952297	0.15027596	0.25733376	0.20002589	0.0026414227	-0.29150832
ENSMUSG00000040339	-0.041607887	0.03814425	-0.27892265	-0.13215852	-0.06907151	0.24813779	0.012358156	0.28932327	0.041924715	-0.31041053
ENSMUSG00000031133	0.012506129	-0.029520571	0.032126386	0.08462038	-0.060579572	-0.19545941	-0.39289474	-0.26540387	-0.025786413	0.14187321
ENSMUSG00000040490	-0.07985191	0.032190498	0.012030462	-0.09798318	0.029285055	0.32099095	-0.017202532	0.2621979	0.017712416	-0.34962708
ENSMUSG00000036964	0.060568362	0.006598092	-0.17733257	-0.016315991	0.4103541	0.651497	0.26277503	0.25134632	-0.09089979	-0.051642418
ENSMUSG00000020646	-0.039265197	0.005157104	0.118816175	-0.00794148	0.016364278	0.44512632	-0.005874879	0.14071131	0.022401413	-0.025637368
ENSMUSG00000027358	0.038049735	0.075257145	-0.42015615	-0.113423504	0.10470477	0.27087212	0.36785978	0.16257861	-0.13375787	-0.31112552
ENSMUSG00000056228	-0.0640623	0.0032301005	0.47649333	-0.0071367864	0.0003493287	0.32431543	0.020778637	0.11762638	0.014010526	-0.0037142464
ENSMUSG00000070737	-0.0693097	0.0056392467	0.08011538	-0.034391224	0.46589628	-0.19541231	0.12234247	-0.004663057	0.00071648916	0.070395045
ENSMUSG00000024640	-0.045208964	1.698498e-05	-0.14900212	-0.015338861	0.35876414	-0.011113308	0.11343365	-0.03182817	-0.043181438	0.02406677
ENSMUSG00000027168	0.13014774	0.102766626	-0.4308386	-0.10654745	0.18952547	0.017920816	0.4262951	0.08478063	-0.11494491	-0.24718215
ENSMUSG00000030671	-0.022373777	0.06822749	-0.24569999	-0.17090003	-0.054598927	0.43650433	0.1231048	0.36009678	0.02874016	-0.5112471
ENSMUSG00000029090	0.019726196	0.03124303	0.13891178	-0.08626535	-0.02235978	0.47451806	-0.1040363	0.26114935	0.0077216015	-0.31290448
ENSMUSG00000047344	0.1110925	0.06162221	0.09958255	-0.19650458	-0.0862337	0.25391525	-0.5788544	0.29162988	-0.107383706	-0.32400796
ENSMUSG00000033147	-0.05620538	0.05351294	-0.21419561	-0.16815707	-0.03183327	0.34629875	0.0046841367	0.2774832	0.04018354	-0.43091416
ENSMUSG00000044647	0.0050816922	-0.007875846	-0.03601016	-0.0155985365	-0.000513746	0.25024882	0.015052579	-0.0055873357	0.033087377	0.045032233
ENSMUSG00000025789	-0.058648467	0.08993331	-0.25230196	-0.17737497	-0.053378608	0.4703351	0.08323552	0.32838905	0.049196176	-0.5019421
ENSMUSG00000019856	-0.017712107	0.036635894	-0.18558115	-0.17123644	-0.089177795	0.42827675	-0.05095584	0.31327757	0.016891072	-0.43067858
ENSMUSG00000051950	-0.039046247	0.0016804589	-0.011886356	-0.014361881	0.0042542554	0.41525728	0.049714655	0.17422302	0.02847421	-0.024206338
ENSMUSG00000023963	0.0008185271	0.004227957	0.028219288	0.011015549	-0.041480806	0.5717058	-0.018458711	-0.012134019	0.02902456	0.032745615
ENSMUSG00000022867	0.0127198445	0.024815053	-0.11627537	-0.12425382	-0.055232976	0.2572815	-0.005336786	0.3059442	0.023479588	-0.34371877
ENSMUSG00000022286	-0.08320584	0.10898047	-0.07212713	-0.09183794	0.04538016	0.42949513	0.23579924	0.24219644	0.022294436	-0.4977462
ENSMUSG00000029128	0.04067866	0.0023128644	-0.09844867	0.028915044	-0.0530089	0.50734043	-0.00474821	0.24928574	0.027407378	-0.038523074
ENSMUSG00000029189	-0.051833935	0.05522565	-0.22563888	-0.123941794	-0.054929856	0.31184438	0.078290686	0.31619093	0.049249317	-0.36928084
ENSMUSG00000019916	-0.0123021165	0.0012230239	0.28310916	-0.018083116	0.016638227	0.45898065	0.043272167	0.19860165	0.028120972	-0.07355872
ENSMUSG00000038384	0.094725005	0.016888207	-0.08014557	-0.022787515	0.32303995	0.46031198	0.19821338	0.23535557	-0.017990382	-0.10794987
ENSMUSG00000046985	0.0054446193	0.010376676	0.2885592	-0.045026425	-0.046271127	0.5448363	0.005531682	0.16782396	0.018699251	-0.17448224
ENSMUSG00000020390	0.074198514	0.007920001	0.59555775	0.11299862	0.30297914	0.4778009	0.13704205	0.18758972	0.05753449	0.080235966
ENSMUSG00000052981	-0.022510398	0.0762018	-0.3001114	-0.14990543	0.014499802	0.3684311	0.2490894	0.24803539	0.022227094	-0.45344892
ENSMUSG00000079557	0.0072220387	0.0027732612	0.2922462	-0.012596364	-0.0455599	0.28389543	0.012118574	0.06630592	0.007461502	0.055548336
ENSMUSG00000046032	0.08771714	-0.04896082	0.55091184	0.34098142	-0.09240082	0.2514469	-0.35066885	-0.032631338	-0.15454686	0.12080141
ENSMUSG00000036782	-0.01349707	-0.012980929	0.28734607	-0.014879126	-0.08005602	0.24174905	-0.4513617	0.04120615	-0.17756209	0.030727442
ENSMUSG00000020387	-0.098245695	0.016040051	0.15872967	-0.030904293	0.14031826	0.57288754	0.13603206	0.28465024	0.024245715	-0.23458318
ENSMUSG00000021360	-0.03861901	-0.008975799	0.30741018	-0.010988846	0.31322178	-0.029318905	0.107850276	0.067346476	0.03772188	-0.011853522
ENSMUSG00000063568	-0.05104766	0.034233607	-0.18567121	-0.11909834	-0.042665284	0.07077588	0.05274842	0.2717436	0.03647753	-0.32445922
ENSMUSG00000026980	0.0045208326	-0.008426536	0.29672685	-0.021548351	-0.019060414	0.30447584	0.027528435	0.1551922	0.02123823	-0.01891796
ENSMUSG00000020021	-0.024542091	0.0020303898	0.08710512	-0.0177977	-0.05427316	0.58563405	-0.012551174	0.19721542	0.018608158	-0.09574294
ENSMUSG00000034762	-0.06847246	0.08272401	-0.07536487	-0.13329121	-0.020234955	0.43899283	0.050930627	0.28941774	0.043348774	-0.47694978
ENSMUSG00000020038	0.05212732	0.018929435	0.3593191	-0.011849988	0.12797761	0.6942316	0.080793485	0.2967635	0.0512735	-0.1422597
ENSMUSG00000107622	-0.04928824	-0.014410763	0.05215786	0.27701643	0.050626993	-0.10093824	-0.0029882786	0.07975817	0.0111144325	0.10500216
ENSMUSG00000004231	0.01355735	0.11076393	-0.3118619	-0.09929059	0.13355917	0.24352229	0.38845938	0.10695458	-0.041835047	-0.3372892
ENSMUSG00000071317	-0.049282394	0.057620972	-0.26355606	-0.18158233	-0.04902335	0.24610826	0.003119086	0.29562947	0.060689196	-0.41517052
ENSMUSG00000097072	0.13961846	0.10499308	-0.4514782	-0.110094786	0.05711085	0.22208199	0.35962683	0.13602792	-0.10198725	-0.29608318
ENSMUSG00000042035	-0.087266915	0.006849983	0.16084774	-0.01611693	0.11319855	0.37956816	0.06877765	0.2321874	0.026216816	-0.1477263
ENSMUSG00000012017	0.19569413	0.08647058	-0.4351435	-0.11664043	0.26213062	-0.010091083	0.369745	0.11906543	-0.07467416	-0.21482119
ENSMUSG00000064043	-0.079953164	-0.0010363271	0.17417347	0.03442054	0.07090533	0.45072833	0.049487423	0.23182517	0.026530946	-0.060134914
ENSMUSG00000040929	0.056699004	0.001009988	-0.038849074	0.03300514	-0.12938122	0.54317194	-0.083584696	0.28079733	-0.0040906384	0.0052089053
ENSMUSG00000040998	-0.056630973	0.048458964	-0.23513052	-0.12933668	-0.0414104	0.42228964	0.10634028	0.34826526	0.03271932	-0.4109865
ENSMUSG00000041313	-0.05913171	0.019094286	0.3973906	-0.014633566	0.11031844	0.5166511	0.081539124	0.20127594	0.029925356	-0.19648893
ENSMUSG00000053641	-0.012592626	0.00036404943	-0.11415632	-0.011819684	0.027234565	0.46290177	0.02246559	0.14800155	0.039203737	-0.074328795
ENSMUSG00000020604	-0.076945275	0.004244824	-0.059353676	-0.00018939217	-0.032230187	0.6340987	0.025486367	0.32197148	0.027374681	-0.10333703
ENSMUSG00000118341	-0.087120496	0.0024950306	-0.1224362	0.012996115	0.085893616	-0.34792566	0.12842806	-0.06412699	0.010620923	0.0709052
ENSMUSG00000037989	-0.06138207	0.0891022	-0.09278763	-0.11660281	-0.038142893	0.38589013	0.11320184	0.24608622	0.063119	-0.43447226
ENSMUSG00000051920	0.047746707	0.067891136	-0.24669774	-0.24668318	-0.059841856	0.21533638	-0.13548805	0.3185451	0.0140290065	-0.4895875
ENSMUSG00000022269	0.001811882	0.020451361	-0.16057317	-0.16476123	-0.1469744	0.38590723	-0.19126792	0.2731329	-0.0396403	-0.33066404
ENSMUSG00000032436	-0.08850706	0.0134047605	0.3303897	-0.011339519	0.06964739	0.47836703	0.050068296	0.1875909	0.028462745	-0.122722045
ENSMUSG00000038805	0.16632229	0.09559514	-0.43842593	-0.11539039	0.18712322	-0.012387949	0.38333204	0.099609874	-0.0639156	-0.22233863
ENSMUSG00000040164	0.10874021	0.054655664	-0.46818334	-0.07843439	0.2735921	-0.010432266	0.42460945	0.12127931	-0.19237386	-0.14887531
ENSMUSG00000049624	-0.014785581	-0.0017666174	0.08697191	0.01258364	-0.021732701	0.42860782	0.0562952	0.09058173	0.032752573	-0.008331307
ENSMUSG00000048416	-0.018987969	0.025147546	-0.37366325	-0.13715786	-0.11079378	0.07784656	-0.040974345	0.25262684	0.047086783	-0.2374695
ENSMUSG00000042742	0.08238044	-0.0017642595	0.2719501	0.04150757	-0.05290277	0.41815665	-0.019791776	0.10559628	-0.02312079	0.058018025
ENSMUSG00000022098	-0.027886033	0.08629888	-0.16472699	-0.14025585	-0.019396355	0.34531313	0.0892259	0.25077388	0.083416745	-0.4104722
ENSMUSG00000033949	-0.053608343	0.035159934	-0.352493	-0.12854366	0.19654152	0.36511743	0.23748313	0.27352923	-0.064717524	-0.30414298
ENSMUSG00000113346	-0.0052301013	0.0081268465	0.4025801	0.17886789	0.85164934	0.331905	0.26724046	-0.0020686227	0.073716596	0.12277238
ENSMUSG00000036879	0.055477824	0.010071635	0.0974646	0.04611787	-0.016053088	0.5911343	-0.020535791	0.06035483	0.011235673	0.05471822
ENSMUSG00000036602	-0.071445026	0.056292567	-0.43467966	-0.046259917	0.034609832	-0.08179397	0.4421289	0.17482325	-0.14698781	-0.28254485
ENSMUSG00000040896	-0.042773183	0.092787005	-0.23739155	-0.19999379	-0.07555411	0.1473843	-0.040415373	0.2892996	0.040332157	-0.4822725
ENSMUSG00000047921	0.005042198	0.0067404923	0.0795738	0.062877715	-0.08831121	0.27694863	-0.07092328	0.12436466	-0.028734485	0.058833912
ENSMUSG00000026347	-0.04022264	0.017966256	-0.18377239	-0.053658977	-0.01876635	-0.28409243	0.13680759	0.14593115	0.029491287	-0.18303697
ENSMUSG00000038335	-0.05013261	0.0050574197	0.6481163	0.027216064	0.22184782	0.5835686	0.1270806	0.20705782	0.033438195	-0.04321131
ENSMUSG00000113019	0.016229706	0.019242678	-0.0042366995	0.020543875	-0.036000606	0.34537384	0.09865138	0.038136255	0.03208242	0.097590595
ENSMUSG00000097183	-0.06697917	0.041634846	-0.21213694	-0.07085118	0.09891165	0.47484726	0.28632516	0.30652425	-0.03196004	-0.32890138
ENSMUSG00000025262	0.08249677	-0.009614876	0.18590347	0.17299365	-0.05209576	0.37936568	-0.32377705	0.052970182	-0.11417446	0.101099454
ENSMUSG00000032373	-0.035785757	-0.00917476	0.0060084923	-0.013740209	-0.07202889	0.21681626	-0.06690376	0.13100046	-0.0076170247	-0.072919965
ENSMUSG00000022723	-0.06718061	0.054333102	-0.21668392	-0.14912088	-0.018467402	0.40413186	0.054452363	0.3149097	0.03475023	-0.4285871
ENSMUSG00000026872	-0.05982787	0.012552729	-0.31660548	-0.05685618	0.017199809	0.20541233	0.24927668	0.273646	-0.052410603	-0.21410902
ENSMUSG00000021596	0.046322178	0.06740634	-0.17524868	-0.25716132	-0.14348182	0.45114836	-0.1234558	0.32138914	-0.0069318274	-0.5615586
ENSMUSG00000034336	0.06739601	0.079250135	-0.268207	-0.112576276	0.29815298	0.566265	0.36253485	0.27192307	-0.056895364	-0.40012142
ENSMUSG00000097195	-0.024031425	-0.0045174486	0.005858248	0.0076912926	0.41392934	0.5307082	-0.0065696933	0.1843116	0.06393306	0.025088433
ENSMUSG00000021676	-0.028741341	0.004890127	0.105245724	-0.028989159	-0.025169656	0.50730884	-0.014489595	0.23713523	0.016886475	-0.16258635
ENSMUSG00000037697	-0.028356256	0.017721642	0.11275204	-0.04431483	0.04905677	0.6139503	0.019208146	0.3117731	0.027488278	-0.2707057
ENSMUSG00000040865	-0.047371335	0.020721484	-0.08571747	0.19224826	0.10077177	0.4286198	0.11015103	0.12447536	0.03239822	0.06071053
ENSMUSG00000039529	-0.055721533	0.09393104	-0.2422311	-0.1965171	-0.019344348	0.3901628	0.046381123	0.32731977	0.034868613	-0.5468079
ENSMUSG00000045532	0.09692763	0.0718744	-0.3561788	-0.11611843	0.13692997	0.17655265	0.2998454	0.18788815	-0.056589734	-0.26893407
ENSMUSG00000032418	0.0036487384	0.027949318	0.06578799	-0.057220664	-0.061635945	0.39975154	-0.024890983	0.22104843	0.008494817	-0.26465818
ENSMUSG00000089922	0.09233962	0.065951005	-0.4418849	-0.11644307	0.0889932	0.16025016	0.31601498	0.18016195	-0.13362077	-0.2937331
ENSMUSG00000078670	-0.06952832	0.06077141	-0.18097164	-0.113376535	-0.0088630365	0.47111887	0.036244858	0.34544232	0.03718188	-0.37916836
ENSMUSG00000041771	-0.047943234	0.0983069	-0.18316133	-0.18900828	-0.07157956	0.27882797	-0.0017732023	0.26174977	0.04419009	-0.5194219
ENSMUSG00000032826	-0.01762577	0.059699442	-0.1729806	-0.16007033	0.024412014	0.14935657	-0.019207614	0.2681169	0.02492563	-0.45910865
ENSMUSG00000045404	-0.07475616	0.06636747	-0.3061893	-0.08817071	0.011012496	0.08632901	0.25721574	0.2505723	-0.0074761333	-0.3540991
ENSMUSG00000041741	0.01229316	0.052977964	-0.16440807	-0.18516587	-0.0020326576	0.38593856	-0.007933372	0.34133786	0.02625595	-0.50395375
ENSMUSG00000013846	-0.049128786	0.0734727	-0.08774869	-0.11964808	-0.014242965	0.55438966	0.06355089	0.33332974	0.033582624	-0.45914134
ENSMUSG00000033610	0.0016817468	0.028824735	0.14719811	-0.06653399	0.074800335	0.5077075	-0.025363052	0.2879306	0.023350839	-0.33340105
ENSMUSG00000061288	-0.06330508	-0.0011107598	0.13601802	-0.009911638	-0.012470754	0.48491135	0.040073402	0.18157531	0.02651091	-0.13787243
ENSMUSG00000026463	-0.048614636	-0.021534333	0.00351401	0.033792067	0.020003816	0.23965892	0.053574383	0.11160083	0.034649003	-0.039500456
ENSMUSG00000040605	-0.031943284	0.097619906	-0.28904107	-0.2029728	-0.086959705	0.3094404	-0.1074612	0.28417638	0.037792906	-0.42312533
ENSMUSG00000020340	-0.0628421	0.0054148645	-0.006581509	-0.04444065	-0.014781964	0.433627	-0.040851668	0.20997305	0.028179066	-0.18292779
ENSMUSG00000055067	-0.016679041	0.00011837114	0.13455276	0.17532405	-0.052931324	0.31769535	0.004569517	0.25942656	0.008726474	0.055141848
ENSMUSG00000112898	-0.041596122	0.033782672	-0.17725137	-0.010972255	-0.15239945	-0.024033118	-0.06470334	-0.09762983	0.025570612	0.13654967
ENSMUSG00000031520	0.1408215	0.003731158	0.24892214	0.1296407	-0.017170288	0.5291766	-0.022463864	0.20228024	-0.0034277148	0.02203112
ENSMUSG00000040363	0.077074796	0.04497636	-0.29271966	-0.08621205	0.19423988	0.10964216	0.29221958	0.17420429	-0.0965451	-0.12210999
ENSMUSG00000038459	-0.051873248	0.0041417503	0.18928346	-0.010074701	0.028962063	0.41253844	0.032953214	0.26522288	0.024669401	-0.11326238
ENSMUSG00000037762	-0.06619484	0.06387308	-0.20021334	-0.15669772	0.023877066	0.34999523	0.08711237	0.29519403	0.044989496	-0.4347353
ENSMUSG00000051331	-0.061132483	0.002084635	-0.20127638	0.09813086	-0.022748696	-0.3133767	0.068312794	-0.22777258	0.017502826	0.058909137
ENSMUSG00000020354	0.053505495	0.07504792	-0.171966	-0.26134902	-0.07752603	0.38809937	-0.18953039	0.34724417	-0.005256579	-0.5617371
ENSMUSG00000031832	-0.028644208	0.007616025	0.5372857	0.011020977	0.024398755	0.3075879	0.07134223	0.122254066	0.043649446	0.027499257
ENSMUSG00000023032	-0.006395579	-0.005018799	-0.07068323	-0.0016396502	0.027958319	0.4459621	0.081591144	0.1574923	0.04673266	-0.07598563
ENSMUSG00000062393	0.13324541	0.093638204	0.25655478	-0.19918741	-0.047885977	-0.117210515	-0.6295403	0.29000533	-0.21423987	-0.1266962
ENSMUSG00000056671	0.013509707	-0.01087944	0.27233276	-0.006923912	-0.021928491	0.3789062	-0.069987684	0.08671096	-0.0019172672	0.07539151
ENSMUSG00000023915	-0.06790853	0.021724649	0.15034218	-0.07084363	0.08003808	0.43526274	0.027633635	0.26920682	0.02688293	-0.3278643
ENSMUSG00000031530	0.11101356	0.06925188	-0.29470634	-0.10552939	0.34143743	0.5080506	0.38520598	0.2184232	-0.15516756	-0.2822346
ENSMUSG00000107096	-0.061033186	-0.0056596114	-0.09315586	-0.019401003	-0.06625996	-0.32130814	0.08763316	-0.16308774	0.023352679	0.0702054
ENSMUSG00000118581	-0.030342206	-0.0044066105	0.13557103	0.13827634	-0.110053174	-0.34191942	-0.14966473	-0.286904	-0.0067712134	0.03721181
ENSMUSG00000039804	-0.07339386	-0.009329605	0.30786216	-0.002210385	0.017793372	0.4696062	0.06503365	0.17104763	0.027104478	0.01253971
ENSMUSG00000046152	0.007320421	-0.0037970308	0.0946045	-0.0028915189	-0.04302106	0.4197542	-0.13463102	0.14592494	-0.0029387663	-0.02300613
ENSMUSG00000026469	0.026345067	-0.0016024596	0.05507743	-0.029374238	-0.10728413	0.5076333	0.018026039	0.1890719	0.01142718	-0.06037353
ENSMUSG00000097023	0.19409792	0.09204646	-0.39086205	-0.1176623	0.18206888	0.121948145	0.32910505	0.15613143	-0.089293085	-0.21771887
ENSMUSG00000036158	0.049925897	0.06887537	-0.352674	-0.16835043	0.073656075	0.40187743	0.1836332	0.32804248	0.014908618	-0.42079455
ENSMUSG00000038533	0.08665304	0.0048018456	0.5216464	0.15676586	0.10284564	0.40888184	0.096132375	0.11736789	0.03336816	0.06924618
ENSMUSG00000027210	-0.06837771	0.07022128	-0.19787614	-0.053644054	-0.0065397406	0.22008716	0.30439878	0.2535642	-0.007379062	-0.31767088
ENSMUSG00000004085	-0.021392673	0.028879246	0.044433706	-0.070815705	-0.04663669	0.40041444	0.03474801	0.24358658	0.024430903	-0.313872
ENSMUSG00000000127	0.061013058	0.041367054	0.13149484	-0.045567393	0.00063482265	0.2645929	-0.040559515	0.27237543	0.01582585	-0.28735697
ENSMUSG00000070291	-0.0029900307	0.061244957	0.4290045	-0.050491557	-0.0012064027	0.37123618	0.07904681	0.19277902	0.025693187	-0.26602954
ENSMUSG00000105297	-0.018493483	0.0037137312	-0.16383624	-0.01293241	-0.11151966	-0.28350067	-0.035170328	-0.063529834	0.010042799	0.085451104
ENSMUSG00000022500	-0.074818015	0.004951639	-0.051003788	-0.04876883	0.107830875	0.4685921	0.035385817	0.2975241	0.025521317	-0.2545364
ENSMUSG00000074987	-0.04371952	0.09981432	-0.2999331	-0.16000608	0.012148347	0.3394408	0.24229585	0.23172577	0.023244707	-0.480888
ENSMUSG00000024055	-0.023524271	0.008281094	0.052326627	0.0628565	0.13209231	0.3553012	0.06388087	-0.069086865	0.027762556	0.14057694
ENSMUSG00000046532	0.12094574	0.049367554	-0.0016211584	-0.17429647	-0.056774233	-0.04844128	-0.21024519	0.2775518	-0.0019969465	-0.21157041
ENSMUSG00000027894	-0.041381504	0.096906	-0.3242784	-0.22611682	-0.062212482	0.30427682	0.03245706	0.27859876	0.07825467	-0.49593067
ENSMUSG00000025235	0.018069528	0.0050389892	0.3058332	-0.026211256	-0.08908826	0.28920656	0.033162985	0.0785359	0.00643894	0.0394173
ENSMUSG00000094910	-0.059458233	-0.018108964	-0.060819965	0.003941905	0.018342953	0.37721497	0.03352297	0.16662574	0.028914364	-0.082630605
ENSMUSG00000112286	-0.022866016	-0.005419475	0.43162683	0.022391964	0.08698094	-0.12579097	0.0647967	0.07397393	0.016982783	0.07288837
ENSMUSG00000106909	-0.03287845	0.00447351	-0.20415902	0.015365232	-0.021794027	-0.21282952	0.0045124865	-0.14793795	0.008974929	0.09196469
ENSMUSG00000035576	-0.05491797	-0.0055463165	-0.117250815	-0.0023377389	0.1646493	0.40148383	0.10254243	0.105723076	0.01143454	-0.0955422
ENSMUSG00000034795	0.052366577	0.004096651	-0.038489416	-0.061768297	0.048528254	0.40814203	-0.04596449	0.19433965	0.033978544	-0.16061495
ENSMUSG00000107666	-0.024438638	-0.009137219	-0.11567842	-0.046324972	-0.031453583	-0.20114161	0.016285973	5.1388222e-05	0.018037947	0.07507326
ENSMUSG00000027296	0.15306073	0.0676661	-0.2893831	-0.092731714	0.18830593	0.5083704	0.32171828	0.22366312	-0.10881402	-0.25114444
ENSMUSG00000014592	-0.09138233	0.0036785197	-0.03374521	0.15439978	0.045288336	0.3948929	0.04441191	0.29427898	0.029272577	0.001482957
ENSMUSG00000109251	-0.0059921653	0.009035829	-0.096209295	-0.025733579	0.14881533	-0.30139723	0.09313104	-0.15634118	0.02056972	0.094296366
ENSMUSG00000029337	-0.030866543	0.08941362	-0.38484356	-0.15632632	-0.030342015	0.24635538	0.23855901	0.2552839	0.013182853	-0.43093863
ENSMUSG00000021838	-0.06436243	0.099520065	-0.20196427	-0.17180084	0.000121241486	0.49550095	0.1386323	0.32103586	0.025284832	-0.56505984
ENSMUSG00000061119	0.04284898	0.011770018	0.09277278	0.09140299	0.09745343	0.6674003	0.014382885	0.12951206	0.04630386	0.12157825
ENSMUSG00000035357	-0.02813113	0.047279008	-0.06346035	-0.1587901	-0.047308337	0.44804117	-0.052972455	0.31478328	0.015156489	-0.4915839
ENSMUSG00000031502	-0.08025778	0.13604544	-0.15168221	-0.18435329	-0.020650418	0.52739036	0.049781065	0.28449148	0.044775333	-0.581464
