	PolII mean gb	PolII mean promoter	PolIIS5P mean gb	PolIIS5P mean promoter	PolIIS2P mean gb	PolIIS2P mean promoter
ENSMUSG00000068218	-1.3450677501407118	-1.6955864046515947	-1.529161582892677	-1.595479172773287	-1.4856577652846918	-1.5756022376352092
ENSMUSG00000030894	1.3037350664044185	1.1690976608509351	1.4431833761013173	1.205853836357428	1.4054811595232073	0.9923473508773321
ENSMUSG00000036111	-0.5495856472566352	-0.10958297711668548	-0.4369337551112937	0.24294799108401346	-0.6334553821884137	-0.37907355818559285
ENSMUSG00000103692	-0.6472008573511825	-0.6776460357423134	-0.8457748693341961	-0.6407156231152251	-0.9400746827193999	-0.8931000820807147
ENSMUSG00000108274	-0.8761811620571508	-0.8840610679723729	-0.8399065554801862	-1.1475385063998906	-1.0117936249215205	-1.087876660100836
ENSMUSG00000004264	1.539020614831393	1.3910400308366595	1.640146028969733	1.4778630334746246	1.5996114942190363	1.5310979524326125
ENSMUSG00000026525	0.2957911649213311	1.4180420436192724	0.3171733035752165	1.2469537902800925	0.3727687224863878	0.46401729984550194
ENSMUSG00000059832	-0.9340259141608664	-0.8995038490047611	-0.9426978999283333	-1.0643266180699984	-0.5951393268611046	-0.649580026687429
ENSMUSG00000091272	0.25202058225664503	0.18155002109470303	0.5596288721295012	0.8041720115981209	-0.4284221511710928	-0.35629572825844713
ENSMUSG00000103813	-2.0192153395330186	-2.0876700293962935	-1.9932804289297559	-2.178609282117651	-1.924836065398214	-2.0369776736948295
ENSMUSG00000104894	-0.9245679049106106	-1.0422961732379243	-1.2089728247910108	-0.7869995346914354	-1.0049309162515356	-0.6360082973066332
ENSMUSG00000016758	0.44178133842071243	0.45626415620783206	0.19548432075566122	0.3162307169243696	0.40276376481267917	-0.25902092194174464
ENSMUSG00000102521	-1.2376760065399226	-0.8921398958777806	-0.9870025755380138	-1.2372075796713342	-1.255826381294951	-0.5610296981689522
ENSMUSG00000027569	1.4058264673766414	-0.6052271183990341	1.182126829988361	-0.5086620075055339	0.4295775152383215	-0.14849533509676613
ENSMUSG00000055707	1.008083563966537	1.2297564587936687	0.7156479765411454	1.2646448259345333	1.0960836675452228	0.5683384407351872
ENSMUSG00000078938	-0.17404143222416027	0.08899471346303103	-0.2644245228388465	-0.2111930673780309	-0.47236507203507105	-0.6052900861124993
ENSMUSG00000039901	0.2810701583925516	0.8611774223998492	0.2027078377659973	0.6647394957066312	0.3744735890134611	0.22193793320320376
ENSMUSG00000070056	-0.7934476271846469	0.22856516692622184	-0.7937648258691159	0.40169238975830857	-0.7313429036927451	-0.48354749611731535
ENSMUSG00000106738	0.004236062135167326	0.03702783619158627	-0.05488706974647278	-0.12646272646062778	0.09198158342268296	-0.10944414678872876
ENSMUSG00000103800	-0.7161548443230873	-0.7699366430216933	-0.529828460086895	-0.8264833749444771	-0.736955263437998	-0.6035387455288268
ENSMUSG00000027474	0.20705694078214865	-0.23951586522492666	-0.2017446897504935	-0.53511976567358	0.1920359104788904	-0.5886234368804804
ENSMUSG00000037475	0.7713146987687769	-0.8376564076877222	0.7820757962486041	-0.8027366681041203	0.7871125909245327	-0.5602036546722644
ENSMUSG00000043505	-0.642451019536201	-0.5136799856075378	-0.9075813287609119	-0.7831864541510744	-0.8325366891979423	-0.4987157944654081
ENSMUSG00000044205	-0.5269522643445065	-0.5138070938427841	-0.6122714203411396	-0.4022448819491714	-0.21811499812898968	0.06365164738474464
ENSMUSG00000000827	1.2038836198649243	1.4946553301293322	1.3075363266407838	1.5015601557505323	1.298115163912835	1.5356158914164022
ENSMUSG00000114648	-0.8796566388620723	-0.7149288507338608	-1.001120178867867	-0.8441765680942359	-0.9609895289786947	-0.3850825118039793
ENSMUSG00000101771	-3.4064660039185846	-1.7358744714139933	-1.7358491907068534	-1.8747431314726408	-3.3406359602914524	-1.6222839986184843
ENSMUSG00000116925	2.6287691948997227	0.8692556507201151	2.5934460700627056	1.0126166700663557	2.6158208962005354	2.0423825355188203
ENSMUSG00000101910	-1.6637541945441834	-2.0561370464734137	-2.654073677175058	-2.1931453679134614	-1.9182159752167272	-2.0200667742574288
ENSMUSG00000114407	0.2004150937183858	-0.647378299131928	0.21874649245646846	-0.4034762649185443	0.22629314974248602	-0.02050259487099218
ENSMUSG00000110682	-0.7721644498081641	-0.7859281758900447	-0.7557678404756689	-0.7616045066965154	-0.7271785065501428	-1.0466683947682915
ENSMUSG00000050945	-0.1894240618105602	1.3213150143421557	-0.11297299533628288	1.437045791954908	0.03022447308248163	0.8602861110119882
ENSMUSG00000086815	0.6180134264316087	0.17260436237858345	0.6718116452353902	0.5321145790724064	-0.37884239936197595	0.18747119632963072
ENSMUSG00000087241	-0.5823404557398332	-0.6341133192807105	-0.47456883585170395	-0.7722391341553562	-0.39669876471367427	-0.2584452134545667
ENSMUSG00000086542	-0.37112517298333153	-0.8000334788896852	-0.49846164499791035	-0.8827555555110356	-0.4524800180785228	-0.25056502278397097
ENSMUSG00000030994	-0.9061672658809358	-1.0070466718330495	-0.944518171889525	-0.9604702864594913	-0.8926045871973768	-0.9332599399848388
ENSMUSG00000085123	-0.9043922687379816	-1.5979682093376075	-1.075367921801639	-1.0243210545835504	-0.9272671825880631	-0.6550710327877028
ENSMUSG00000012422	1.050718835444884	1.5077610872394256	1.0181948591522187	1.573748099573039	1.1683041974837727	1.0205681905266053
ENSMUSG00000073988	-0.07654087753437765	0.5523688969938158	-0.15743432288659032	0.5926865672902314	-0.08366065389141925	-0.011666520072286113
ENSMUSG00000028483	1.524068819260539	0.901897611295608	1.5385498729340648	0.8762928450954395	1.5975373483639346	0.6245876545200559
ENSMUSG00000075569	0.3637015324063983	0.9863882230764747	0.13501633635922716	0.8282380593905773	0.4616773461469989	2.156294600926562
ENSMUSG00000060548	0.36634690118812885	0.8517039346368327	0.32632079887439264	0.7690319623770351	0.24846400979356703	0.2638615554457975
ENSMUSG00000079442	0.4515950400281698	0.43757199490920623	0.250364700078806	0.21065272270683227	0.4891371393531744	0.17040913449882664
ENSMUSG00000028435	0.45949662260393365	0.6088706166546017	0.5590907159099955	0.643910188716864	0.483742449992626	0.1221368528616542
ENSMUSG00000055762	1.7097011556252044	1.0974127874998596	1.6059564928907155	1.02037531465078	1.786935273170007	0.6713287611478941
ENSMUSG00000027499	-0.4200143491992394	0.4715559032776206	-0.3990908212956784	0.2672845501848232	-0.2950271739390313	-0.20803865695220825
ENSMUSG00000034579	-0.13410019158211473	-0.6609703231037876	-0.32691049465856037	-0.9011711830984459	-0.3357396687658068	-0.43579927633843807
ENSMUSG00000045410	-0.27801289488261394	0.7049238429421144	-0.38900571262466677	0.704380793657226	-0.2735706812357167	0.09952112133720666
ENSMUSG00000070871	1.0869597341160235	1.7324633326309669	1.0603205821616353	1.7113686804107469	1.1389875451489462	1.3094212903727782
ENSMUSG00000020366	0.3894348890501009	1.0356695240348455	0.48960460156056135	0.9698959341927552	0.5739156810435805	1.2526550022568503
ENSMUSG00000095430	-0.8832652441529893	-1.1708943076901785	-1.0328830863201672	-1.0221470047969983	-0.9375808204222463	-1.1671294406179626
ENSMUSG00000104345	-1.7393636410151567	-1.935571175457315	-2.614906564236658	-1.9911884489239744	-2.366629452720702	-1.7599529265643181
ENSMUSG00000000791	0.32824976065491634	-0.984940425681516	0.06447350616740417	-0.6287914732548515	-0.09765504314262247	-0.5783260123729369
ENSMUSG00000027782	1.122026966823779	1.5736411311884544	1.12424957589514	1.5044569727295212	1.2340605385461068	1.30285119871447
ENSMUSG00000027861	-0.20460800394218248	-0.48244883047605563	-0.3995948489783821	-0.3545891197816602	-0.27045496293142907	-0.1879485732944005
ENSMUSG00000114237	-1.1344650242911845	-1.1616374796289188	-0.9461726757105902	-1.4385217194388167	-0.9924666986914165	-0.9253221206904437
ENSMUSG00000095959	-0.5395407221004059	-1.4265998601517875	-0.7293699551631999	-1.2316899681678186	-0.7227116727462909	-1.1552281343535198
ENSMUSG00000027809	0.805183617425455	1.0696140091400377	0.7672038207147781	0.9363201644624725	0.9970296798068647	0.4140815159684748
ENSMUSG00000100685	0.8223195664650734	0.1956151638380978	0.49117465616690753	0.04882894853654276	0.4050310319076695	0.8041441303413653
ENSMUSG00000032840	0.924760619539243	0.8867109299758434	0.7390502991749327	0.797521338528103	1.0146641780130885	0.3596179168248314
ENSMUSG00000006445	2.1873186615371143	1.4466143107880578	2.2270719276469655	1.6280224330997863	2.241017907910423	1.5460705170662539
ENSMUSG00000111858	-0.5323475547635454	-1.0475592270462675	-0.5126771100573599	-0.9312808015099278	-0.7204413991506481	-0.8064311910147288
ENSMUSG00000048922	1.2386793571817767	1.275455378757346	1.244877136504032	1.087300325850111	1.343154355174737	0.606534343652033
ENSMUSG00000102941	-0.3904259736391923	-1.024278112216654	-0.4598104311541638	-0.9401203073774554	-0.8091473241836357	-0.7000761180085945
ENSMUSG00000116907	-0.7579850425162524	-1.1016275385644538	-0.9196044102076528	-1.163153970533434	-0.9832701857177503	-1.5130385524629126
ENSMUSG00000032423	2.2878325064792966	1.8674419047772373	2.4096882299183515	1.8157455448022968	2.330630355097355	1.7857473228441827
ENSMUSG00000101291	-2.2168591576863577	-1.5199578958873046	-3.811112134311185	-2.0445907453797405	-1.6378888690157338	-1.8900770426201439
ENSMUSG00000034947	1.1675541268919172	1.0571472540566955	1.1530843895170224	1.1092425208460968	1.2808014100550353	1.9493119975196427
ENSMUSG00000110815	-1.028668338874292	-0.6404589253419811	-0.8039427035274853	-0.8023009154158343	-0.558487628771178	-0.6843600610910461
ENSMUSG00000072852	1.0635248210147605	0.49731916194111025	1.129187678764401	0.5870633273845371	1.1005214271671022	1.365792844037382
ENSMUSG00000101832	0.006375511234358955	1.4878942252808554	-0.002081831488410015	1.470731248979258	0.058586722263877546	1.2502061819413504
ENSMUSG00000040490	0.07689491266434183	0.02938791358920795	-0.10301858251571534	-0.2464577110056265	0.013470155640208266	-0.5836861862877478
ENSMUSG00000105868	0.584409527756753	0.859801917223151	0.4941883944859939	0.8319154792034242	0.7403268951941542	1.2498937104807337
ENSMUSG00000107948	-1.0645297152300996	-1.110507404193876	-0.8906453560417122	-0.8630582802361295	-0.9926805338851045	-1.6569628040904014
ENSMUSG00000020534	1.5652304740454195	0.828365811514429	1.6697403554161974	0.8402365320002887	1.6979986632672848	0.20632463861003808
ENSMUSG00000115463	1.2187892463425885	1.541199965547883	1.132065366133012	1.298894608743692	1.2171671263435175	1.281215302035854
ENSMUSG00000086637	-0.7299729987126723	-0.6965392792089891	-0.8075698671085116	-0.8082858514257469	-0.9091363025502753	-0.6395796165007859
ENSMUSG00000040489	-0.353190671820143	0.5505926624343326	-0.38557200738423375	0.34116244271356183	-0.5801186806118838	-0.1354565114428409
ENSMUSG00000042672	-0.021457851841043176	-0.5168343569173008	-0.2635293021346264	-0.7107547763797275	0.0035357941453543484	-0.44922920298847435
ENSMUSG00000116117	-1.2096033960602923	-0.8846328984839473	-0.9895823241934286	-0.593436472362712	-0.9519425641093204	-0.8493036415462167
ENSMUSG00000039100	0.6183018257353523	1.466768850306909	0.6840444015908962	1.2140719409362508	0.8167224695038425	1.0018586037851358
ENSMUSG00000087559	-0.8557757418204812	-1.0773109503576985	-0.866935721444848	-1.3605947309947233	-0.9504188124241594	-0.7922954785844799
ENSMUSG00000097743	2.001604446536992	0.6411388535667554	1.8656429380671153	0.6556173462377928	2.1317655844645795	1.8091039520173877
ENSMUSG00000103428	-0.8015246882625203	-0.7387881695415621	-0.7559357069954635	-0.9746161585591859	-0.7922952160160218	-1.0696877850156379
ENSMUSG00000097558	-1.0557766459606022	-0.17426638712074552	-0.5998672888642788	0.22141424231720205	-0.9251395460773875	-0.7310340212021593
ENSMUSG00000026869	1.6036524268181205	-0.11444989467226867	1.5429792214654692	-0.12301380543383787	1.3284214762061306	-0.11356612761746122
ENSMUSG00000057981	-1.104733328984838	-1.0926139829618013	-0.8879446901098799	-0.9772787710156604	-0.8573655116307021	-0.6736434203442571
ENSMUSG00000089901	-0.1780514100190144	0.8454990540372233	0.03866187984515316	0.915555139004872	-0.09118361757637253	0.33266989005334074
ENSMUSG00000049436	-0.8683436347467052	-0.6779803322995576	-0.7294832681152155	-0.7853209316567801	-0.7102258622559519	-0.8972428672716908
ENSMUSG00000085047	-0.7722818982876891	-1.1352224486298346	-0.8171766495394535	-1.0318030391592188	-0.7510596793511803	-0.7609497366483337
ENSMUSG00000087390	-0.6623610983232245	-0.19295762119791476	-0.3940011604485507	-0.31476461789574633	-0.351645281544556	-0.16330962707164115
ENSMUSG00000097195	1.5922061533538074	1.6669293680372888	1.6903391721059993	1.8620042584899392	1.4702508508370786	1.713697884692932
ENSMUSG00000086712	-0.7270997912362416	-0.5141733207214325	-0.5952156179786104	-0.8004865154858649	-0.4937091479777719	-0.22544367961367331
ENSMUSG00000085837	0.7950306454699365	0.7191987068085011	0.9462695072808254	0.579307401229883	0.25294904779668087	-0.1761332501066527
ENSMUSG00000036523	-0.5783966662218709	0.2005466452685917	-0.6273852671885315	0.20493074734678352	-0.3841050347276204	-0.5304497504102366
ENSMUSG00000053536	1.7617064916044767	1.3057237882424075	2.0677194128293035	1.4804788356870198	1.7618013595273945	1.2082196532781244
ENSMUSG00000079652	-0.015533897804652926	-0.11436079902253969	-0.005527313031674374	-0.04520701383410596	0.05366389359703579	0.18883578441849344
ENSMUSG00000044798	-1.308449186367316	-1.0130268365226107	-0.7933483236398721	-0.7523189357763982	-0.9973283644259611	-0.8112310653871013
ENSMUSG00000033099	1.623242908066566	1.1202280515733782	1.4960287944479982	1.1737623960171257	1.6788921232879659	1.1164452520567996
ENSMUSG00000072674	-0.20871728470846548	-0.08383800822434274	-0.5135184107928349	-0.15586362202005463	-0.18818640985163526	-0.2852765077628399
ENSMUSG00000105526	-0.6490038864399115	-0.7585519072011853	-0.7428369173850397	-0.6471854670382093	-0.42660022480836557	-0.950088073276968
ENSMUSG00000056708	0.9446960228038995	1.1816553714451472	1.5207772694462167	1.3843032039626577	0.5661315848156508	0.3322468789058735
ENSMUSG00000039342	-0.4095456793118084	-0.22292715371979982	-0.4023990213289142	-0.34217173718670374	-0.6212153708887409	-0.1771898466333898
ENSMUSG00000061296	0.22079081749245416	-0.07081942856933919	0.09599708920027177	-0.03734657565002849	0.2003198903897452	0.70202640182285
ENSMUSG00000108829	1.0773563904710999	-0.25426797837301746	0.922583214011599	-0.43220224442178135	1.3535586785920235	0.5986511379762695
ENSMUSG00000031512	-0.7228241991203281	-0.4965559881683014	-0.735237750997482	-0.33240279171595843	-0.4238552381285701	0.5068309991004233
ENSMUSG00000094317	-1.7067461555586223	-1.8568414895807417	-1.6994684134293243	-1.3467360656566385	-1.4619499083085263	-1.4933659202894434
ENSMUSG00000037820	-0.18615526822646972	0.12264558005640935	-0.36486301882247874	-0.22713973061471662	-0.16011336280429617	-0.2663512395083214
ENSMUSG00000027797	-0.7608953430733085	0.15776486994882782	-0.7870512854155728	0.02092377941113511	-0.72084765903501	-0.42511589225391266
ENSMUSG00000101892	0.7015810347853348	1.119684780935184	0.6289642868279799	1.0755227072919458	0.8050848206474148	0.9315669343683758
ENSMUSG00000002608	1.8457497602825128	1.3911086507880155	1.804606481363754	1.3023844932217896	2.0958875591413313	2.626858133995959
ENSMUSG00000027805	1.3617885135429335	1.1096234695124523	1.3910810245589942	0.8668631016560753	1.3944335562263053	1.450675468244299
ENSMUSG00000026972	0.1430929530616393	1.4502105911580532	0.04471448133977179	1.3235177041732726	0.10362980806255674	0.5849246910429747
ENSMUSG00000109469	-1.9311099495214228	-1.436579679971468	-1.8471411867470602	-1.371795624409252	-1.6399176065988263	-1.2162084889089713
ENSMUSG00000003872	1.1583432517296612	1.5774809145791588	1.2403565330074968	1.4799880752517856	1.4494761599184527	2.997952370147524
ENSMUSG00000092508	-0.9835503169867366	-1.0832062563251075	-1.3941490035574229	-0.9431856397456722	-1.1688632475744294	-0.8402217555267183
ENSMUSG00000025791	0.26070324694280506	0.9823942982208419	0.15910729744653776	0.8643111497249928	0.39227468765337814	0.9040839574665979
ENSMUSG00000048878	1.7467273554101919	1.8832234932958305	2.0172939444417883	2.0550954507296586	1.6481515103395794	1.8246644811747024
ENSMUSG00000102172	-0.7293075519938664	-0.17912975159431868	-0.30714637528781014	-0.31661145970013577	-0.4644415886524751	-0.09144214835175948
ENSMUSG00000066233	0.7251029521204396	1.6220388340073124	0.9179189288064685	1.5790746265501647	0.9315941881849682	2.184932744754603
ENSMUSG00000020681	-0.21147308841562773	0.14761255281814759	-0.39555941354524854	0.07737761466239022	-0.29225951362648384	-0.09934310402391137
ENSMUSG00000113770	-0.8940982963432149	-0.9838817292896068	-0.959743156415966	-1.064142644117672	-1.0410950917094122	-1.065005846815781
ENSMUSG00000097240	-1.0102804023835514	-0.2621914496601049	-0.6998610161574769	-0.15323812912402815	-0.8010867878022372	-0.5671157980534602
ENSMUSG00000034858	-0.17840691934534672	0.508516758043739	-0.19294237343909365	0.3407555506303295	-0.222417105018591	-0.18182100654251113
ENSMUSG00000037440	-0.7345299591404733	-0.6647935657177848	-0.7608288661607533	-0.5754683727278903	-0.8611084057341399	-0.9598436882652484
ENSMUSG00000030435	1.9372239808578335	1.7792072084516108	2.181438949131455	1.919865831656034	2.1341141570876876	2.148637657070391
ENSMUSG00000103625	1.1507368154513828	0.5446992618421901	0.9124793718215407	0.46418332501077303	1.1813337743656476	1.482501067876617
ENSMUSG00000084009	-0.7374688455289231	-1.3681205268540475	-0.8767453880701668	-1.4321704561759592	-0.9301619103186817	-1.3505936188292949
ENSMUSG00000048540	-0.18477519657886715	-0.6639452933318897	1.0898094347422824	-0.5376241958718183	-0.473985494237025	-0.6197120163568274
ENSMUSG00000104658	-0.7023246105445502	-1.1090362958806033	-0.7221271190018771	-1.1256703752292432	-0.8233845276573476	-0.48114244194349676
ENSMUSG00000040681	2.5250187161880877	1.5844597287595692	2.68827468452031	1.6076329651898313	2.540327842385528	1.7697981877864795
ENSMUSG00000089694	0.023245343792915055	-0.557883718835007	-0.1183396064367425	-0.7482221365506041	0.29134466278832594	-0.007631025219334022
ENSMUSG00000089964	-0.08422328222919946	-0.21193110031740942	0.23575693666847364	-0.0668806395412766	-0.3712940951980773	-0.5044427272779657
ENSMUSG00000079477	1.4274012540537053	1.6944044976523307	1.4442787812818447	1.667954298181779	1.521608853493424	1.4845593612199566
ENSMUSG00000110235	-0.34750516385188435	-1.0139818973186907	-0.38214135436736774	-0.9179391677018178	-0.3721939963484946	-0.6150363531744772
ENSMUSG00000103651	2.4132621172350985	1.3452056122129306	2.4274985954581663	1.4648553581827275	2.579872384050091	2.6311766469056104
ENSMUSG00000006218	-0.031035119654814633	-0.14898759315362212	0.025287886388837125	-0.6152203826589214	0.10011613409919819	-0.5137830899458767
ENSMUSG00000019854	0.6054327514847705	1.3119661885987484	0.704686804853582	1.0728169350443701	0.8007558221577934	0.7754986426434662
ENSMUSG00000108367	0.41046982336380455	-0.7278090222499292	0.17089464382049052	0.34518111136437785	0.6108132444349056	-0.38564915941834943
ENSMUSG00000108776	-0.7596178514581099	-0.20743492827592097	-0.7459501896887356	-0.30138074465837483	-0.5497667216825668	-0.1563280676778943
ENSMUSG00000029638	-0.42093885321810626	1.256207636079218	-0.3277398480015095	1.1366856133464922	-0.2272552375092293	0.7827771563681367
ENSMUSG00000113779	-0.34162173530345336	-0.8067430635990289	-0.1921459416676518	-0.6840748797528439	-0.7692240084128935	-0.5168096420426469
ENSMUSG00000043843	0.6676472226549612	0.16597277448308032	0.3550481460096642	0.04919064159559078	0.5199220563416649	0.5139628152051211
ENSMUSG00000111535	-0.8409419949764603	-0.7856847605002759	-0.8058374653307202	-0.9385127298772981	-0.8458234957556166	-0.7042195708152722
ENSMUSG00000000711	0.5074486192982834	1.3389666892419507	0.4011420433939331	1.2295396904945868	0.6032815427264774	1.4041845208121142
ENSMUSG00000108038	-0.89001211549198	-0.9476634582957787	-0.7423121235052694	-0.8955571778263223	-0.49633072101111764	-0.6402530408022602
ENSMUSG00000019461	1.4454621690876162	0.9123842109372106	1.1190048979935032	0.7967496615468346	1.4976819070203253	1.1955211793037972
ENSMUSG00000074354	-0.9197162811241419	-1.3136217548404034	-0.7958070212312197	-1.0994080226164822	-0.807239504849604	-1.228069354478775
ENSMUSG00000025283	1.4136348494556055	1.0448431544744459	1.6393325739775968	1.0219499440018283	1.320000429644056	0.47386152076111376
ENSMUSG00000097488	0.9613345712196963	0.4199380116208062	0.6179868236649071	0.19173016867163736	1.0689922234656575	-0.0204808186154885
ENSMUSG00000112483	-0.41069788792584955	-0.7404407788802407	-0.46264686340102057	-0.5671463130888628	-0.30374831186184204	-0.317998530577052
ENSMUSG00000024981	0.3835267534930192	-0.9774302698429211	0.18203457735941017	-0.7615504916467439	0.439408512683505	-0.8776764385516804
ENSMUSG00000106099	0.6232631544815863	0.13039929592057434	0.595303383242465	0.15809555621900026	0.8345066536094328	0.7038715878132646
ENSMUSG00000112593	1.7656886193834294	-0.38609123421094305	1.6050553930359248	-0.08054775716290329	0.31309240899455265	-0.08509462009780548
ENSMUSG00000029320	-0.4055268535681109	1.1297983174943398	-0.3658000147748184	0.912889683732258	-0.6139927010914736	0.13166247083352017
ENSMUSG00000086152	-0.30976895033826873	0.489543956825154	-0.3944611739400601	0.4355156176192432	-0.26791819993976757	0.10456734049981156
ENSMUSG00000024207	0.3615429222331715	-0.08798439082630352	0.201388371369451	-0.09909468895612669	-0.15090193437556146	0.3741861526317762
ENSMUSG00000042557	1.4515727541335535	0.8730426322066048	1.480839158738355	0.8263097913770205	1.4729702338757944	0.964801239267354
ENSMUSG00000087356	0.6774941742997848	0.5276540528713584	0.6969719030987681	0.3478400595648526	0.7817898039454739	1.5868991944113895
ENSMUSG00000036565	0.543646742616965	1.011253849170309	0.28170489330516857	0.7166270916567522	0.6536559238253506	0.30981570973348765
ENSMUSG00000001247	1.3755215840964528	0.9245841241463871	1.3608451293371864	0.7129805804926689	1.4354301890188403	0.2124765328870443
ENSMUSG00000024922	0.21254896924527786	0.1562697887664934	0.1627202484800106	0.6958897914515524	0.32415831377737536	0.12396802663534555
ENSMUSG00000074269	0.6437102605819477	-0.7168248183840314	0.4359412285134656	-0.4271127297121061	0.7460860347070648	-0.6777621120577775
ENSMUSG00000015357	0.3417964967263703	1.0315159285334605	0.3812871712360219	1.0562253902928413	0.5200704831734555	0.4205892064459766
ENSMUSG00000118167	1.1036595021726565	0.30549977292853386	1.1159701260281039	0.550109952824461	0.8985826684603199	0.38510030386434163
ENSMUSG00000029134	-0.498212387898515	-0.40071949501423915	-0.6285839764115473	-0.42643261672593485	-0.4699869694588578	-0.3473665299934156
ENSMUSG00000060771	-0.37452176963430356	-0.20742261231606404	-0.50651194831014	-0.04637542473688357	-0.6249665435136595	-0.29322896900468276
ENSMUSG00000117715	-1.0445984920156057	0.07801978696042126	-0.9514148763942155	-0.1439942690096666	-0.7550666889374741	-0.5348183451451962
ENSMUSG00000085437	-0.007676822171114271	-0.13791847050055855	0.20468963606927765	-0.1808568571170916	0.23181883669342962	0.39640217789948706
ENSMUSG00000042050	-0.23197506233247034	0.8165912206833923	-0.19436866444588596	0.696402668193476	-0.10229754027167898	-0.14681539306982724
ENSMUSG00000084937	-1.171453975205693	-1.0654199132799353	-1.169760258557115	-1.060648165518357	-1.1391751191131567	-0.9875277985287146
ENSMUSG00000085430	-0.29696384292646966	0.33726265111081893	-0.3609698600681903	0.2575519499511301	-0.5146693296395675	0.09630326636760275
