	H2AK119ub1 mean gb	H2AK119ub1 mean promoter	H3K27me3 mean gb	H3K27me3 mean promoter	H3K4me3 mean gb	H3K4me3 mean promoter	RING1B mean gb	RING1B mean promoter	SUZ12 mean gb	SUZ12 mean promoter
ENSMUSG00000079466	0.14309856	0.12523563	-0.40451124	-0.123252764	0.22202516	-0.0039391275	0.38556144	0.059603296	-0.081003025	-0.26610756
ENSMUSG00000014592	-0.09138233	0.0036785197	-0.03374521	0.15439978	0.045288336	0.3948929	0.04441191	0.29427898	0.029272577	0.001482957
ENSMUSG00000086509	-0.05089382	0.09608829	-0.37022915	-0.078162596	-0.007035041	0.015291867	0.37435746	0.112849265	-0.034728564	-0.31337377
ENSMUSG00000053199	-0.03458609	0.07811766	-0.20929804	-0.17531124	-0.083349995	0.4398016	-0.026362622	0.3233133	0.03273951	-0.46368438
ENSMUSG00000063873	-5.9444734e-05	0.07106432	-0.13164766	-0.18100192	-0.10538018	0.2001889	-0.097498335	0.2865019	-0.0053120204	-0.46577743
ENSMUSG00000085399	0.10852026	0.08919807	-0.45113644	-0.12697516	0.006672223	0.29918677	0.2697439	0.22706163	-0.07299671	-0.35841477
ENSMUSG00000060371	-0.017122902	-0.01617812	-0.24651372	-0.026954388	-0.11460615	-0.21667972	-0.008728439	-0.08193027	0.018542426	0.09350429
ENSMUSG00000030638	-0.040453322	-0.022066137	0.11046756	-0.032937966	0.117892265	-0.11461671	0.035630528	0.0013004339	0.019507509	0.04571032
ENSMUSG00000025314	-0.04790667	0.08243977	-0.07789983	-0.14867148	-0.010487404	0.5604017	0.04845858	0.326788	0.029658118	-0.52748466
ENSMUSG00000034040	-0.045560826	0.021758433	-0.1697772	-0.09683855	-0.036639184	0.29171693	0.031739544	0.3199651	0.027792236	-0.30720538
ENSMUSG00000025977	0.012562386	0.03860393	-0.06387584	-0.0990456	-0.049116813	0.43328652	0.05513037	0.3513804	0.025330877	-0.35139638
ENSMUSG00000035121	-0.05118726	-0.014752943	0.11080556	-0.0028704712	-0.021009328	0.41933534	0.052740384	0.16609961	0.023908654	0.020083556
ENSMUSG00000046314	0.013444296	0.04844241	-0.17769442	-0.21940751	-0.12554121	0.3998128	-0.17824674	0.3285853	-0.0075451033	-0.47124922
ENSMUSG00000035164	-0.024151336	0.07640899	-0.23130152	-0.17374465	-0.068223804	0.40172902	0.027848322	0.3353999	0.03967701	-0.4692155
ENSMUSG00000042514	-0.030502852	0.034826916	-0.2761292	-0.035720106	-0.0062393057	-0.058146276	0.2589417	0.22924873	-0.003880574	-0.27505338
ENSMUSG00000037989	-0.06138207	0.0891022	-0.09278763	-0.11660281	-0.038142893	0.38589013	0.11320184	0.24608622	0.063119	-0.43447226
ENSMUSG00000015968	-0.04072261	0.027177587	-0.15597004	0.32662907	0.018536996	-0.18871894	0.047149662	-0.021171927	0.027441911	0.08379192
ENSMUSG00000028931	-0.017983112	-0.01033636	-0.056713156	-0.0073369863	-0.00481344	0.5349242	0.05355486	0.16872816	0.040503886	0.0021476406
ENSMUSG00000029778	-0.053738065	0.0728076	-0.18084782	-0.17557499	-0.051011004	0.34406424	-0.023312991	0.26988998	0.053473156	-0.44703415
ENSMUSG00000102692	-0.013588196	0.10564599	-0.22885922	-0.20255403	-0.034198932	0.26526684	0.026597232	0.31251532	0.032592762	-0.5722923
ENSMUSG00000028152	-0.07146133	0.05575643	0.028758785	-0.09370746	0.06461957	0.4744066	0.048952583	0.3228674	0.025536517	-0.41466895
ENSMUSG00000031651	0.07501145	-0.02923898	0.95406634	0.37682584	-0.07474111	-0.14502624	-0.056574505	-0.12235924	-0.04754652	0.094759636
ENSMUSG00000096225	-0.057864413	0.08785032	-0.4477889	-0.059968855	0.043823782	-0.06705355	0.43711323	0.10698509	-0.11116977	-0.27885994
ENSMUSG00000023951	0.019826433	0.05199029	-0.0887002	-0.049682625	0.2997874	0.49698666	0.29169732	0.23234057	-0.05943696	-0.20254663
ENSMUSG00000043668	-0.017969469	0.044477712	-0.15866348	-0.14128068	-0.10116599	0.20847799	-0.03461018	0.29875988	0.01487617	-0.37769654
ENSMUSG00000026587	-0.0065195756	0.007699183	-0.21415153	-0.11936932	-0.10703421	0.15220131	-0.1121352	0.16757566	-0.005325253	-0.19292079
ENSMUSG00000026514	-0.058629278	0.105208166	-0.17250645	-0.1749504	-0.053815164	0.41949928	-0.0062642857	0.29662415	0.04210719	-0.51779425
ENSMUSG00000032228	0.01402253	0.04339718	-0.09583671	-0.13863455	0.0028393094	0.60729444	0.057288382	0.36740223	0.02841196	-0.458979
ENSMUSG00000023964	0.0114291785	0.027677042	-0.3265851	-0.14999248	-0.004778119	0.20595196	0.024014972	0.25590324	0.026767643	-0.32953665
ENSMUSG00000021360	-0.03861901	-0.008975799	0.30741018	-0.010988846	0.31322178	-0.029318905	0.107850276	0.067346476	0.03772188	-0.011853522
ENSMUSG00000024713	0.02949408	0.097460724	-0.12231392	-0.2493072	-0.12556162	0.34763345	-0.3034973	0.3253815	-0.04042542	-0.55020684
ENSMUSG00000051951	0.024805445	0.034199975	-0.21326005	-0.17297465	-0.13441464	0.41588265	-0.1276173	0.34673876	-0.0068821954	-0.37792027
ENSMUSG00000097072	0.13961846	0.10499308	-0.4514782	-0.110094786	0.05711085	0.22208199	0.35962683	0.13602792	-0.10198725	-0.29608318
ENSMUSG00000026494	-0.060276315	0.13242307	-0.20406008	-0.21134256	-0.03995129	0.39083222	0.03218463	0.30013183	0.031498056	-0.6269295
ENSMUSG00000036561	-0.023216117	-0.0037264784	0.18140866	-0.020308936	-0.0634839	0.39206755	0.017676506	0.12424703	0.013091959	-0.034343958
ENSMUSG00000097418	-0.03721749	0.047375344	-0.36717448	-0.1616845	-0.045487512	0.39796525	0.14329615	0.29325557	0.045248717	-0.3822601
ENSMUSG00000092083	0.021509012	0.07083092	-0.22574009	-0.24428181	-0.12318809	0.32575956	-0.20067532	0.29194155	-0.009898079	-0.4680146
ENSMUSG00000026765	-0.050785664	0.06728938	-0.22884768	-0.19286418	-0.056960274	0.17331387	-0.03561978	0.27851874	0.02990186	-0.4710674
ENSMUSG00000071424	0.056793537	0.058515687	-0.20271814	-0.21032529	-0.105768	0.010888918	-0.10173952	0.3155179	0.0024290495	-0.42634773
ENSMUSG00000034472	0.032879125	0.11403625	-0.33307025	-0.15322205	-0.065882556	0.41100174	0.19839646	0.20470852	0.11770316	-0.42684942
ENSMUSG00000048915	-0.0010027343	0.098658755	-0.1466373	-0.18272409	-0.058956135	0.32162935	0.02912234	0.29219174	0.025388539	-0.54083157
ENSMUSG00000097393	0.002922637	0.009640898	-0.074950516	-0.006924533	-0.062738456	0.28058553	0.0115104085	0.07054016	0.024780335	0.0725245
ENSMUSG00000046318	-0.04332503	0.002548424	-0.21723121	-0.035644863	-0.017454255	-0.42854297	0.06532733	-0.1351749	0.025079757	0.08176377
ENSMUSG00000039410	-0.050504953	0.106279574	-0.106342204	-0.13615355	0.02815352	0.39390388	0.15964119	0.19292167	0.05900245	-0.46523803
ENSMUSG00000040254	0.036431152	0.022661537	-0.25220612	-0.20585635	-0.13116981	0.13303003	-0.10665586	0.2565233	-0.0011398408	-0.35869318
ENSMUSG00000052544	-0.05834278	-0.012377218	0.017117286	-0.004090462	0.02766917	0.4922569	0.024179943	0.22981395	0.028706223	-0.117668696
ENSMUSG00000045053	-0.06520855	0.09053693	-0.21704921	-0.15161245	-0.022601573	0.45592436	0.17812651	0.27680707	0.039033495	-0.4970289
ENSMUSG00000032017	-0.07889417	0.021047182	-0.03360897	-0.05083114	0.0155063905	0.5410351	0.009049301	0.30258995	0.028657047	-0.2743184
ENSMUSG00000021732	0.032481328	0.0072054574	-0.2205881	-0.04923909	-0.020755788	-0.3746689	0.097382806	-0.13609184	0.02218985	0.09457433
ENSMUSG00000020653	0.0013644812	0.008290846	0.41015208	0.014066192	0.11862971	0.5229354	0.018618122	0.21387471	0.041176535	-0.029162636
ENSMUSG00000060445	0.0027209192	0.016233278	-0.26817062	-0.07803407	-0.14672798	-0.10926177	0.020807482	0.3398606	0.024112174	-0.13053349
ENSMUSG00000038143	-0.06526737	0.0031419755	-0.2087646	-0.04758636	0.17179841	-0.32156983	0.21048015	-0.11295332	-0.11220425	0.12595557
ENSMUSG00000031342	0.08497595	0.07607591	0.1171079	-0.20836402	-0.105440706	0.19278331	-0.41352487	0.24041192	-0.07068751	-0.40094176
ENSMUSG00000035305	-0.02995743	0.03349861	-0.15962878	-0.11052139	-0.089044854	0.21724047	-0.067474775	0.27446622	-0.0013853482	-0.2820778
ENSMUSG00000111912	0.035822216	-0.00035560486	-0.16691013	-0.028751556	-0.13909052	-0.36824733	-0.06746656	-0.11056061	0.008214463	0.07242638
ENSMUSG00000057329	-0.0314143	0.06855303	-0.27460143	-0.16765316	-0.07638665	0.24289718	0.10614833	0.30475223	0.039032727	-0.480845
ENSMUSG00000052942	-0.024770793	0.08955188	-0.10966996	-0.17658748	-0.044091437	0.22211468	-0.057683747	0.295778	0.01363678	-0.5179233
ENSMUSG00000028780	0.05551537	0.02473784	-0.23475052	-0.22160664	-0.0049555153	0.24856734	-0.15592377	0.2986068	0.020481583	-0.381997
ENSMUSG00000034037	-0.07313279	0.04240586	0.10510424	-0.06708044	-0.018765436	0.37876195	-0.016606718	0.24315973	0.021460397	-0.32445517
ENSMUSG00000000861	-0.06717111	0.09010289	-0.29911333	-0.104864806	0.09917345	0.3407876	0.34821513	0.22506745	-0.05483386	-0.4072241
ENSMUSG00000027849	-0.061698012	0.07059214	-0.24824126	-0.14111221	-0.0055893054	-0.06300578	0.1442141	0.19430633	0.042963892	-0.38406315
ENSMUSG00000116581	-0.031753	-0.017740687	-0.03562208	0.054521352	-0.06276924	-0.028169865	0.0072418824	-0.03186825	0.005154415	0.07613995
ENSMUSG00000026620	-0.04690453	0.049900603	-0.11629341	-0.12519754	-0.04535851	0.2276691	0.014542784	0.2749954	0.039056532	-0.38971007
ENSMUSG00000039809	-0.058704615	0.09663228	-0.12224022	-0.16239253	-0.02263863	0.010269966	-0.015431104	0.22347099	0.036497355	-0.43749872
ENSMUSG00000093436	0.019957416	0.07445238	-0.40512645	-0.1064526	0.07708197	0.15030639	0.34179002	0.15521209	-0.101971604	-0.24964195
ENSMUSG00000001504	0.1876241	0.088801354	-0.39370066	-0.11371772	0.20200537	0.22762214	0.3649673	0.17294857	-0.08107684	-0.24654326
ENSMUSG00000047414	-0.03598756	0.047245484	-0.30629176	-0.03867266	0.07780207	-0.17650431	0.304522	0.2104582	-0.043713514	-0.3296438
ENSMUSG00000022799	-0.06932479	0.06344202	-0.20755145	-0.16508633	0.018694926	0.2763577	0.052553248	0.3076039	0.03737604	-0.43926963
ENSMUSG00000053819	0.006626237	0.0101681715	-0.091653556	-0.048481114	-0.040094998	0.5195309	0.02648516	0.37128687	0.029419452	-0.22245808
ENSMUSG00000036242	-0.00042027887	-0.019621847	-0.114957176	-0.021735294	-0.13261746	0.36639926	-0.09695489	0.05755872	-0.0103995865	-0.00040003276
ENSMUSG00000000184	0.035433035	0.08248257	-0.37563983	-0.110522896	0.14967753	0.16643578	0.3605456	0.16570513	-0.092661954	-0.29490733
ENSMUSG00000086308	0.102418214	0.07249655	-0.39312363	-0.091178514	0.047890402	0.38036478	0.2975626	0.2663065	-0.123478904	-0.273992
ENSMUSG00000020721	0.024181899	0.0037330394	0.43463078	0.09143103	-0.027666917	0.4795632	0.024333073	0.16364543	0.0030525632	-0.010128506
ENSMUSG00000029108	0.022884205	0.105166554	-0.27769142	-0.19014853	-0.120350756	0.13483448	0.07102565	0.30297077	0.03132666	-0.50798386
ENSMUSG00000053141	0.02750223	0.10025659	-0.092551544	-0.20929737	-0.069857776	0.18543854	-0.14131573	0.29248756	-0.0097939	-0.55189013
ENSMUSG00000009681	-0.06943155	0.0667559	0.087492	-0.08868433	-0.00511922	0.34871012	0.06810473	0.23539597	0.042057358	-0.38374606
ENSMUSG00000025791	-0.021871848	-0.004349491	0.15511824	-0.0105448915	-0.037021697	0.4414136	-0.020397874	0.17587034	0.013043764	-0.09114345
ENSMUSG00000023963	0.0008185271	0.004227957	0.028219288	0.011015549	-0.041480806	0.5717058	-0.018458711	-0.012134019	0.02902456	0.032745615
ENSMUSG00000109881	0.011521935	-0.014103102	1.0560976	0.16450545	-0.042461995	-0.15520342	0.013096559	-0.13551432	0.024182536	0.10124623
ENSMUSG00000013611	-0.016802382	-0.012426842	-0.13507682	0.008088066	-0.0349424	0.11534687	-0.038796503	-0.08114594	0.024614688	0.137328
ENSMUSG00000001918	-0.061112665	0.008893016	0.22292288	0.003931431	0.34321523	0.5142452	0.104158156	0.16241644	0.007928554	-0.042193912
ENSMUSG00000021994	0.09690943	0.08242393	-0.42714646	-0.10057291	0.20789836	0.0279268	0.42894584	0.11148235	-0.1446578	-0.24142863
ENSMUSG00000025854	-0.03716629	0.07455324	-0.16104664	-0.10440752	-0.01570077	0.38963336	0.20655625	0.22901826	0.06417922	-0.38650966
ENSMUSG00000093460	0.13942657	0.10585417	-0.43754023	-0.11814139	0.14222762	0.058107313	0.37759897	0.10178477	-0.079726644	-0.24165374
ENSMUSG00000058248	-0.019743012	0.055645972	-0.045034274	-0.13693115	-0.045749057	0.23794767	-0.10065073	0.23712246	-0.0027592168	-0.40428865
ENSMUSG00000037016	-0.06257108	0.08924639	-0.27816358	-0.18746893	-0.030561063	0.38913536	0.089523345	0.34642485	0.041232023	-0.511066
ENSMUSG00000028480	-0.051779024	-0.00058248284	-0.056380685	-0.0054405453	0.151123	0.47104418	0.11107369	0.21918155	0.006221181	-0.066562414
ENSMUSG00000038732	-0.013899629	0.048930272	-0.08744032	-0.13807331	-0.07600213	0.2798266	-0.1563295	0.23834322	-0.005251618	-0.34840587
ENSMUSG00000029563	0.05331672	0.060599893	-0.22865026	-0.2557331	-0.13442764	0.27539676	-0.13770498	0.3840779	0.0039383774	-0.52363175
ENSMUSG00000039891	-0.010735234	0.018892987	-0.18380624	-0.011488061	0.051141866	-0.060421634	0.03739035	-0.050330855	0.023884898	0.12577634
ENSMUSG00000021313	0.014033418	0.076993935	-0.036745545	-0.16841415	-0.072453335	0.39035335	-0.083186604	0.2981037	-0.004881705	-0.49989107
ENSMUSG00000022696	-0.057615813	0.060848273	-0.257235	-0.14740501	-0.02388434	0.1672555	0.10908539	0.29148048	0.029025558	-0.44454098
ENSMUSG00000097516	0.00029585147	-0.0022092308	-0.17152399	-0.004367994	-0.13773349	0.3043598	-0.036575034	0.09833823	0.021449016	0.09892291
ENSMUSG00000062991	0.03059455	0.07813087	-0.20649657	-0.22375463	-0.04343888	0.1689725	-0.08841583	0.32662937	0.017704364	-0.52341694
ENSMUSG00000046727	-0.05272522	0.004360502	0.10362545	0.0045914757	0.21005484	-0.19945419	0.0803237	-0.030863853	0.012802968	0.08136952
ENSMUSG00000040653	-0.015117765	0.043345768	-0.16526987	-0.15652373	-0.05642094	0.35636303	-0.06998007	0.3093051	0.021654459	-0.39950863
ENSMUSG00000048763	0.08931717	0.10907256	-0.46433756	-0.11645495	0.14366639	-0.29145825	0.3505907	0.11738046	-0.06373458	-0.03698144
ENSMUSG00000048814	-0.072910324	0.07173965	-0.1577455	-0.13166028	0.005653706	0.37825248	0.13402586	0.29379138	0.03866445	-0.45716855
ENSMUSG00000039058	-0.050520994	0.052730385	-0.20925623	-0.16059005	-0.021274341	0.033305984	0.010062223	0.26517966	0.03473609	-0.39875442
ENSMUSG00000031963	0.0013658258	0.0819033	-0.17732033	-0.24684869	-0.07693724	0.4701649	-0.14404333	0.35249862	0.0077519235	-0.58677846
ENSMUSG00000026527	0.057775162	0.06952228	-0.08900286	-0.18591556	-0.12267853	0.3572292	-0.16794157	0.2892691	-0.027207589	-0.41346452
ENSMUSG00000087177	-0.03510045	0.010960821	0.10176904	0.20057388	0.015231673	0.535288	0.06156089	0.22528626	0.02965519	-0.011787626
ENSMUSG00000031012	0.025115935	-0.05123578	0.11451791	-0.02074834	-0.041555293	-0.3435863	-0.3417079	-0.31933257	-0.010138075	0.12340494
ENSMUSG00000045991	-0.0146613335	0.060054537	-0.36056778	-0.087120585	-0.013059296	0.07168052	0.30344203	0.14961496	-0.042148437	-0.22354712
ENSMUSG00000116347	-0.017513119	0.008925625	0.17908017	0.22556715	0.7370935	0.5979403	0.25373086	0.11551494	0.05749088	0.11803902
ENSMUSG00000073565	0.042820133	0.06694395	-0.23867567	-0.23017971	-0.16803664	0.13080682	-0.20118053	0.2855928	-0.026186327	-0.38730326
ENSMUSG00000028351	0.024069045	0.044955	-0.21819931	-0.1827854	-0.14407663	0.33160686	-0.11133591	0.28995338	-0.0018294584	-0.3538748
ENSMUSG00000032356	-0.038520917	0.09569785	-0.24952783	-0.17982322	-0.082987815	0.15429859	0.05635219	0.26004285	0.04646323	-0.4787529
ENSMUSG00000004231	0.01355735	0.11076393	-0.3118619	-0.09929059	0.13355917	0.24352229	0.38845938	0.10695458	-0.041835047	-0.3372892
ENSMUSG00000052726	0.016392339	-0.0048834234	-0.16294222	-0.022461466	-0.14951837	0.45875344	-0.018371884	0.19553392	0.019246383	-0.008232131
ENSMUSG00000021725	0.0059176865	0.082405455	-0.12608768	-0.18822634	-0.09160146	0.3259028	-0.050312478	0.2879096	0.02012842	-0.50283414
ENSMUSG00000033618	-0.05118942	-0.0014863736	-0.1097633	-0.039513513	0.0010732863	0.42758217	0.014509387	0.18004394	0.028353937	-0.16850415
ENSMUSG00000018168	-0.06305736	0.094595395	-0.2405266	-0.17772597	-0.025835529	0.18134135	0.08983141	0.25661513	0.05272391	-0.48716277
ENSMUSG00000074785	-0.06519979	0.09799528	-0.21468452	-0.17358212	-0.032906484	0.49449408	0.15424918	0.30364037	0.033032596	-0.5565036
ENSMUSG00000034912	0.039230857	0.0975496	-0.21119426	-0.24890023	-0.16203448	0.24635534	-0.07777548	0.31724837	0.00073986215	-0.58803356
ENSMUSG00000036158	0.049925897	0.06887537	-0.352674	-0.16835043	0.073656075	0.40187743	0.1836332	0.32804248	0.014908618	-0.42079455
ENSMUSG00000051596	-0.040892165	0.062602945	-0.39774883	-0.08349803	0.057017688	-0.16168772	0.29027784	0.15539902	-0.030550681	-0.20515212
ENSMUSG00000042216	-0.010945976	-0.016836395	-0.14219193	0.006605264	0.1123672	0.23830532	0.10789496	0.086257204	0.01504105	-0.05633526
ENSMUSG00000039539	0.078938894	0.055394363	-0.17945133	-0.22669281	-0.12170338	-0.00815686	-0.20575479	0.26839074	-0.020855457	-0.35981366
ENSMUSG00000052854	0.11007666	0.030773528	0.10331355	-0.16065137	-0.1222488	0.1440798	-0.3632772	0.28223866	-0.10157804	-0.22997296
ENSMUSG00000000266	0.048895277	0.0018755948	-0.088629425	-0.12575284	-0.1149211	0.07417447	-0.26879606	0.2937951	-0.020519143	-0.23403297
ENSMUSG00000002107	0.018460307	0.0020647468	-0.20390974	-0.020807564	-0.07572729	-0.34875542	-0.09721768	-0.21304503	0.030709833	0.13601732
ENSMUSG00000026739	0.19536227	0.060574178	-0.38005123	-0.069754586	0.17465678	0.1977222	0.30024177	0.22626123	-0.10615472	-0.23172313
ENSMUSG00000040728	-0.064677335	0.055968396	-0.19351068	-0.08723268	-0.007643682	0.41376147	0.21070656	0.30176935	0.015919361	-0.35994932
ENSMUSG00000036545	-0.07371529	0.111563876	-0.1759264	-0.16996643	0.0077833147	0.3816492	0.0936684	0.29670572	0.035443738	-0.55001193
ENSMUSG00000060882	0.054985713	0.0698906	-0.24060288	-0.2599765	-0.10416779	0.2815552	-0.15474282	0.3691655	0.005038433	-0.504815
ENSMUSG00000030022	-0.043863364	0.039990574	-0.016484551	-0.096839145	0.028186485	0.475562	0.05944416	0.3132472	0.026262127	-0.4141126
ENSMUSG00000056158	0.018392237	0.054781705	-0.20997222	-0.17694351	-0.1079002	-0.12061163	-0.071092986	0.24714835	0.012193985	-0.38114944
ENSMUSG00000043262	0.03639672	4.901314e-05	0.59097713	-0.00942675	-0.0562902	0.3409418	-0.024200808	0.11447409	-0.00058750255	0.03726434
ENSMUSG00000030302	-0.058618743	0.03589082	-0.08319652	-0.1395534	-0.0154834315	-0.030542023	-0.04568452	0.17527218	0.033264104	-0.28480947
ENSMUSG00000031434	0.017487854	0.02500959	0.07535822	-0.1195661	-0.0820426	0.27671608	-0.21635942	0.25527886	-0.01711716	-0.31292033
ENSMUSG00000000901	-0.01183316	-0.010295559	-0.0031423795	0.051530674	0.3630143	0.49490532	0.1576149	0.15008356	-0.007958551	0.039063442
ENSMUSG00000023827	-0.037260335	0.0025975143	0.24108666	0.009146703	0.13980845	0.44234616	0.04112546	0.10552425	0.047405533	0.050307103
ENSMUSG00000027200	-0.0014501219	0.04606231	-0.16603728	-0.16137049	-0.035658754	0.189892	-0.017756527	0.2747133	0.023857513	-0.4433142
ENSMUSG00000010175	-0.072602145	0.07901654	-0.24166818	-0.10842705	0.029655255	0.34730205	0.28142005	0.25943327	-0.00739895	-0.43687257
ENSMUSG00000038331	-0.057676468	0.0756387	-0.18604389	0.0045100115	0.06471942	-0.15471545	0.36956546	0.15537784	-0.030930413	-0.3191109
ENSMUSG00000062393	0.13324541	0.093638204	0.25655478	-0.19918741	-0.047885977	-0.117210515	-0.6295403	0.29000533	-0.21423987	-0.1266962
ENSMUSG00000004872	-0.02842137	0.107018135	-0.4454352	-0.15877987	-0.020577038	0.18983254	0.28189358	0.23537967	-0.019859193	-0.44732013
ENSMUSG00000027719	0.010828059	0.025096666	-0.32203382	-0.17282419	-0.13286848	-0.014521705	-0.11305784	0.2502287	0.019114515	-0.27245265
ENSMUSG00000027227	-0.028805258	-0.006962407	0.24443617	0.0027707778	-0.04772985	0.45601532	0.030519566	0.1540908	0.026646793	0.003887845
ENSMUSG00000047409	-0.033661652	0.070436746	-0.12936163	-0.110456124	0.007870079	0.28697112	0.096910015	0.2523123	0.06589132	-0.35073477
ENSMUSG00000022893	-0.022095995	0.07217326	-0.29194883	-0.09301985	0.24997866	0.3450653	0.4022526	0.19134505	-0.100808844	-0.33198833
ENSMUSG00000086128	-0.04700845	0.06417507	-0.30569434	-0.13144228	-0.017285405	-0.11938016	0.13647284	0.24729045	0.017754722	-0.35123456
ENSMUSG00000028020	-0.0035332672	0.040356632	-0.27297828	-0.17087033	-0.12285557	0.17565058	-0.069866724	0.20877558	0.014080957	-0.32298037
ENSMUSG00000040612	-0.002590705	0.043848082	-0.34314877	-0.123590566	0.07434386	0.14824636	0.2221825	0.24480559	-0.0068478375	-0.28613526
ENSMUSG00000027684	-0.042740993	-0.0027714274	-0.27597907	-0.05431871	-0.014085037	-0.2746332	0.15725482	-0.07806188	-0.01055412	0.064470105
ENSMUSG00000022098	-0.027886033	0.08629888	-0.16472699	-0.14025585	-0.019396355	0.34531313	0.0892259	0.25077388	0.083416745	-0.4104722
ENSMUSG00000032318	0.11477613	0.07644594	-0.48619872	-0.095926516	0.3095602	-0.14168629	0.40581518	0.12608224	-0.054672785	-0.11264731
ENSMUSG00000052407	0.042499997	0.0112369815	-0.10023598	0.16187711	-0.016808726	0.457281	-0.001040657	0.13772176	0.028982395	0.08669733
ENSMUSG00000097402	-0.059349827	-0.0055617103	0.06016031	-0.012216423	-0.09747503	0.42897832	0.008317916	0.3209141	0.0129144685	-0.026088456
ENSMUSG00000032446	0.15900047	0.112374015	-0.36214384	-0.11565691	0.24023369	0.33808345	0.4245781	0.13088468	-0.12571852	-0.30238974
ENSMUSG00000040363	0.077074796	0.04497636	-0.29271966	-0.08621205	0.19423988	0.10964216	0.29221958	0.17420429	-0.0965451	-0.12210999
ENSMUSG00000025545	-0.02771587	-0.005868823	-0.15393223	0.0008703868	0.040127467	0.44385293	0.0772919	0.20006397	0.022230186	-0.040026516
ENSMUSG00000038600	-0.016674664	0.0031958658	0.0036542774	0.029609555	0.032973237	-0.32872787	0.028384686	-0.15266143	0.02097649	0.07711884
ENSMUSG00000050812	-0.0037636457	0.0640227	-0.2174697	-0.15564698	-0.034812916	0.3629318	0.13564847	0.33278546	0.02471517	-0.48774403
ENSMUSG00000028717	0.09131838	0.10334261	-0.42293957	-0.107925154	0.14613003	0.23932569	0.41454828	0.12217635	-0.12448604	-0.28997436
ENSMUSG00000036377	-0.0705297	0.033103224	-0.328896	-0.04798035	0.056406554	-0.16807865	0.3094582	0.16263436	-0.033021573	-0.24948587
ENSMUSG00000022112	0.07273643	0.07453249	-0.20346674	-0.22486527	-0.046513848	0.2839282	-0.10334855	0.3070693	0.010546428	-0.478758
ENSMUSG00000052133	-0.056478824	0.102881305	-0.17637676	-0.11737841	0.13396692	0.5337681	0.25803128	0.26348263	0.012088691	-0.4757966
ENSMUSG00000027669	-0.0435527	-0.010661299	-0.075917855	-0.004761851	-0.050610226	0.33681193	0.004377059	0.10742632	0.028981576	-0.058354136
ENSMUSG00000014426	-0.0038823804	0.00531818	0.30665725	-0.01705126	-0.03199588	0.59317386	-0.037732504	0.14848083	7.6731085e-06	-0.08772972
ENSMUSG00000040669	-0.011353832	-0.013019208	0.63708705	0.21637009	0.5394525	0.26021144	0.10361043	0.118833795	0.0487255	0.15712942
ENSMUSG00000053626	0.024743358	0.08001394	-0.22215554	-0.18307361	-0.10629397	0.24118993	0.028379394	0.30494407	0.029651668	-0.47689432
ENSMUSG00000097726	-0.039568797	0.0910886	-0.20168413	-0.120512284	-0.02670896	0.17105882	0.1902967	0.25903875	0.02526708	-0.47474414
ENSMUSG00000032724	-0.050235603	0.09557667	-0.095614046	-0.14955859	-0.0476388	0.56468594	0.05196319	0.2995582	0.038231343	-0.5192998
ENSMUSG00000015879	-0.036986478	0.03127939	-0.24791351	-0.15296084	-0.02905924	0.40223655	0.018202085	0.30618423	0.028659718	-0.3947535
