	H2AK119ub1 mean gb	H2AK119ub1 mean promoter	H3K27me3 mean gb	H3K27me3 mean promoter	H3K4me3 mean gb	H3K4me3 mean promoter	RING1B mean gb	RING1B mean promoter	SUZ12 mean gb	SUZ12 mean promoter
ENSMUSG00000090053	-0.07389626	0.063750155	-0.17774716	-0.14047083	0.006937537	0.3352292	0.05794339	0.2898385	0.034706615	-0.4293464
ENSMUSG00000054934	-0.067549944	0.06277056	-0.24392252	-0.16182534	0.039258562	0.47812104	0.12557936	0.34709632	0.027933024	-0.4686075
ENSMUSG00000053897	-0.059732392	0.022942005	-0.3138163	-0.119148105	-0.0032226304	0.09025626	0.15321842	0.29127875	0.00011009867	-0.32156473
ENSMUSG00000015619	0.12915924	0.06750843	-0.4169879	-0.100590594	0.19583924	0.13497132	0.38418007	0.15484619	-0.15611158	-0.18921363
ENSMUSG00000038576	-0.07502804	0.019892326	0.0024786643	-0.0520733	0.024238806	0.482879	0.037621327	0.2931248	0.026414268	-0.29255882
ENSMUSG00000025105	-0.037715305	0.09393929	-0.35673922	-0.20407683	-0.06577437	0.24184816	0.10468124	0.26325727	0.079774946	-0.46764022
ENSMUSG00000018427	-0.066008285	-0.0007939018	0.0036500334	0.0049537034	0.0027174118	0.5797675	0.047540676	0.22306497	0.03198408	-0.11993583
ENSMUSG00000114138	-0.07538158	0.0016107695	0.12414871	0.06974171	0.045232736	-0.2901887	0.047628514	-0.09317057	0.012605558	0.078799896
ENSMUSG00000037795	0.009952462	0.021212004	0.27646765	-0.05301036	0.08222558	0.55407345	0.15745728	0.2830553	0.034265865	-0.27190068
ENSMUSG00000032878	0.032814413	0.021006769	-0.16591775	-0.10814559	-0.10035979	0.45112628	-0.09675246	0.29816362	0.0032839281	-0.24075666
ENSMUSG00000027784	-0.036827292	0.056745503	-0.116414055	-0.122851446	-0.04266838	0.63843584	0.048441164	0.35840002	0.031906474	-0.4334545
ENSMUSG00000097140	0.045703307	-0.0009645624	-0.061800137	0.02775341	-0.17992999	-0.31040344	0.037699167	-0.12901238	-0.03295105	0.049578015
ENSMUSG00000028444	0.09451396	0.049061872	-0.24145088	-0.08130698	0.1373801	-0.2526775	0.26201293	0.11005372	0.019809948	-0.10571977
ENSMUSG00000097145	-0.04198223	0.0013583937	-0.093768366	0.015629495	-0.07574936	0.5832198	0.0033928107	0.16797385	0.022806095	0.04745491
ENSMUSG00000026380	-0.018582245	-0.005898064	0.55563694	-0.0024877402	0.22425953	0.51067656	0.13716808	0.07843088	0.057746608	0.06764906
ENSMUSG00000045867	-0.04535939	0.011458167	-0.110960804	0.007084132	0.14183669	0.43219662	0.11389915	0.08181685	-0.0074042385	0.04636204
ENSMUSG00000055805	0.09088879	0.07068231	-0.27520138	-0.14992376	0.08553763	0.32983777	0.20877753	0.24359751	0.06750418	-0.3682122
ENSMUSG00000031651	0.07501145	-0.02923898	0.95406634	0.37682584	-0.07474111	-0.14502624	-0.056574505	-0.12235924	-0.04754652	0.094759636
ENSMUSG00000027099	0.06952118	-0.004418639	0.13488	0.040867604	-0.08684559	0.42735028	0.0257697	0.27892783	0.021208046	-0.01799999
ENSMUSG00000020473	0.046763264	0.0809593	-0.02783989	-0.09598445	-0.022033624	0.31099278	0.082357556	0.1932799	0.15125458	-0.3181168
ENSMUSG00000022623	0.11398663	0.048695378	-0.2819723	-0.07896415	0.14334252	0.54612195	0.23820415	0.2995911	-0.031463727	-0.2687863
ENSMUSG00000038855	-0.035517216	0.060541164	-0.22613223	-0.10842661	0.072572105	0.13211834	0.24574961	0.21009478	0.016894646	-0.325228
ENSMUSG00000028078	-0.043526668	0.005703973	0.044457477	-0.03935162	0.08311405	0.5974505	0.070768476	0.29971248	0.031927843	-0.2482029
ENSMUSG00000034312	-0.06983485	0.011792078	0.0072096176	-0.057061944	0.012021088	0.52044415	0.028382953	0.29963595	0.028267177	-0.29562804
ENSMUSG00000038279	-0.0762859	0.0055457857	0.74928904	0.08213483	0.16965336	0.47529998	0.07913582	0.13305762	0.023838524	0.05208387
ENSMUSG00000021756	-0.0055530826	0.004544734	0.43568912	0.006873209	0.04075358	0.5924608	0.048696633	0.16111107	0.03419684	-0.07681133
ENSMUSG00000004892	0.16805159	0.09360524	-0.3588873	-0.1239921	0.21924217	0.35668436	0.36937714	0.20703621	-0.08167179	-0.35409683
ENSMUSG00000058258	0.08567092	-0.0060185376	0.54655576	0.034907095	0.25802577	0.5070895	-0.06617639	0.06738603	0.032755397	0.163496
ENSMUSG00000046982	-0.06301965	0.08111991	-0.15443249	-0.10229752	-0.010857125	0.42298126	0.23117486	0.24463157	0.022783775	-0.4140041
ENSMUSG00000038976	0.09258966	0.08281368	-0.11738002	-0.06425753	0.13732554	0.42505786	0.2872984	0.1580128	0.0025136846	-0.22901216
ENSMUSG00000052854	0.11007666	0.030773528	0.10331355	-0.16065137	-0.1222488	0.1440798	-0.3632772	0.28223866	-0.10157804	-0.22997296
ENSMUSG00000026193	-0.025830707	0.0034782002	0.58346385	0.0010949831	0.20970236	0.65107965	0.13167761	0.13134195	0.058135275	0.051637433
ENSMUSG00000087614	-0.016721904	0.01226821	-0.107643254	-0.033309277	-0.018024866	-0.24694064	0.027973495	-0.07953397	0.024531962	0.10003078
ENSMUSG00000032036	-0.04821387	0.042221293	-0.20695302	-0.15447448	-0.05339863	0.14498475	-0.11762498	0.23917902	0.018652419	-0.31492355
ENSMUSG00000027204	-0.023261491	0.015521846	-0.17933014	0.0074018515	0.016484562	-0.28047094	0.16241935	0.12331046	0.016720887	-0.15550415
ENSMUSG00000045103	0.03433369	-0.07625259	0.023534454	0.0887774	-0.07233985	-0.39561564	-0.38201597	-0.28076544	-0.060261182	0.042854898
ENSMUSG00000002384	0.057658132	0.050213177	-0.26871327	-0.05415053	0.06288694	0.46788076	0.31597698	0.22476916	-0.01984466	-0.27237684
ENSMUSG00000097265	0.16002852	0.06632392	-0.45699456	-0.104555406	0.15003769	0.07120378	0.32891923	0.16590177	-0.15618823	-0.19360831
ENSMUSG00000070348	-0.029094975	0.0402418	-0.05767414	-0.032148562	0.24696688	0.50933903	0.26667708	0.24125467	-0.055260196	-0.19709736
ENSMUSG00000021974	0.016812352	0.0841812	-0.41495457	-0.09131449	0.14840145	0.022208454	0.42238474	0.112435155	-0.11731317	-0.23327109
ENSMUSG00000071757	-0.0703429	0.08830727	-0.17140782	-0.1663042	-0.021887146	0.42688617	0.06349992	0.30616492	0.041950114	-0.50480485
ENSMUSG00000100510	-0.05694243	0.04895113	-0.43903688	-0.04658583	0.09439125	-0.29309997	0.4210288	0.07220987	-0.12352263	-0.2133459
ENSMUSG00000068551	0.11680687	0.082718305	-0.34371823	-0.10576465	0.23379195	0.3829002	0.37529814	0.20350339	-0.13349633	-0.25496832
ENSMUSG00000026398	-0.059436925	0.00928701	0.28830883	-0.068959765	0.17316027	-0.30035055	0.13881142	-0.0070956256	0.0059932927	0.092003174
ENSMUSG00000014592	-0.09138233	0.0036785197	-0.03374521	0.15439978	0.045288336	0.3948929	0.04441191	0.29427898	0.029272577	0.001482957
ENSMUSG00000053641	-0.012592626	0.00036404943	-0.11415632	-0.011819684	0.027234565	0.46290177	0.02246559	0.14800155	0.039203737	-0.074328795
ENSMUSG00000112488	0.045790676	-0.0017242611	-0.15963544	-0.02665061	-0.16246235	-0.32378545	-0.04982695	-0.119910985	-0.0012584737	0.07411369
ENSMUSG00000030697	0.003836599	0.007076246	0.68149513	0.18970364	0.22267962	0.43110833	0.08943692	0.0992445	0.03562425	0.080623366
ENSMUSG00000023927	-0.0655632	0.040610757	-0.23604624	-0.082757555	0.09753369	0.26237583	0.2605358	0.29409233	-0.04756184	-0.30020458
ENSMUSG00000020431	-0.03927348	0.10705041	0.1032804	-0.104622684	-0.03685128	0.3751896	-0.04428491	0.24502182	0.01320042	-0.4453675
ENSMUSG00000027022	0.031346604	-0.013308412	-0.20702086	-0.028997835	-0.13310236	-0.4095979	-0.08112935	-0.22047973	0.02104739	0.114588045
ENSMUSG00000026686	-0.06767803	0.0956258	-0.2781211	-0.17562261	-0.015997628	0.35057536	0.16405955	0.30205593	0.027421474	-0.5214763
ENSMUSG00000093460	0.13942657	0.10585417	-0.43754023	-0.11814139	0.14222762	0.058107313	0.37759897	0.10178477	-0.079726644	-0.24165374
ENSMUSG00000033083	-0.014789104	0.055044338	-0.162652	-0.15637319	-0.023887161	0.60112685	0.087363556	0.34072623	0.029322403	-0.5009841
ENSMUSG00000043760	0.027683116	0.0018683025	-0.26247448	-0.037265126	-0.006339839	-0.28877318	-0.13266705	-0.057162065	0.03657995	0.10264013
ENSMUSG00000062661	-0.060591936	0.067962766	-0.017826524	-0.08613218	0.06526411	0.4401428	0.106695995	0.28031024	0.050699838	-0.36624038
ENSMUSG00000029095	-0.077100985	-0.00397	0.10847137	-0.009039486	0.01910641	0.45459995	0.031287152	0.20892547	0.024109881	-0.12501623
ENSMUSG00000028167	-0.031080658	0.0013526146	0.00026200246	-0.030134892	0.010801366	-0.030645253	0.032271672	-0.012102027	0.014907606	0.078452565
ENSMUSG00000016534	0.11148822	-0.050724577	0.7471438	0.32538885	-0.008485449	0.18253884	-0.34083053	-0.10676313	-0.14667201	0.110569745
ENSMUSG00000021815	0.07204334	0.0024530154	0.3476009	0.24546477	-0.08984249	-0.24321268	0.016516533	-0.24435309	0.00857663	0.033065986
ENSMUSG00000046449	0.16572315	0.029945372	0.22527283	-0.06786443	0.07519415	0.44386876	-0.14609034	0.31112453	0.0030700222	-0.23288074
ENSMUSG00000090063	-0.029824695	0.06555415	-0.43672007	-0.09689279	0.050833963	-0.29468614	0.3395298	0.1289235	-0.05091078	-0.011290552
ENSMUSG00000055980	-0.05725463	0.070159346	-0.3243519	-0.11772183	0.045056485	0.4999551	0.36602572	0.24971817	-0.066407174	-0.4637338
ENSMUSG00000049556	-0.06642079	0.097878106	-0.18748091	-0.11432606	0.044649906	0.41687766	0.23790322	0.26111293	0.027459111	-0.46395135
ENSMUSG00000032020	-0.057528224	0.004914504	-0.21055362	-0.05564615	0.020309182	-0.32854635	0.06395423	-0.14363538	0.009257808	0.07144905
ENSMUSG00000020549	0.034040656	0.0049603917	0.72394276	0.05249925	-0.04319969	0.34123755	-0.10522409	0.12921384	-0.050084148	0.04091344
ENSMUSG00000060961	0.019814067	0.061742198	-0.12265252	-0.19001307	0.031522717	0.28303203	-0.021702193	0.32674515	0.022534411	-0.5412865
ENSMUSG00000037034	0.025209008	0.07514391	-0.4648471	-0.086227305	0.06989611	-0.047282457	0.3983276	0.11908086	-0.09825793	-0.27277976
ENSMUSG00000028289	0.01166039	0.030080983	-0.23575385	-0.13335752	-0.0054425634	0.35226268	0.20450903	0.33844364	0.0013791604	-0.45998693
ENSMUSG00000055485	-0.035375185	0.0746347	-0.13445589	-0.11934761	0.16325945	0.44111815	0.20126949	0.25749683	0.030616855	-0.4181253
ENSMUSG00000057406	-0.041890692	0.051699426	-0.13585247	-0.10978051	-0.06781136	0.56948125	0.06924157	0.30740836	0.04548767	-0.3946897
ENSMUSG00000002688	0.054546986	0.07776358	-0.13424636	-0.21736729	-0.14368133	0.30032665	-0.26646885	0.31896818	-0.040809426	-0.42434472
ENSMUSG00000009376	-0.019020172	0.06969681	-0.13937673	-0.1371566	-0.08403164	0.4751031	-0.11841685	0.29497257	0.008182854	-0.37851042
ENSMUSG00000029482	-0.07145863	0.009571351	0.36698943	0.012545255	-0.013912696	0.4030045	0.009456394	0.14993559	0.024092145	-0.10355083
ENSMUSG00000021991	0.0019047818	0.10674472	-0.11887097	-0.23805906	-0.12838438	0.46441364	-0.21457903	0.32157955	-0.026519474	-0.579333
ENSMUSG00000028532	-0.04914283	0.083637565	-0.12900577	-0.16293855	-0.009212811	0.4953915	0.051280085	0.33878836	0.028268518	-0.5341051
ENSMUSG00000037989	-0.06138207	0.0891022	-0.09278763	-0.11660281	-0.038142893	0.38589013	0.11320184	0.24608622	0.063119	-0.43447226
ENSMUSG00000021068	-0.064995885	0.010351364	-0.115626425	-0.0056778844	0.08380927	-0.25592574	0.12797779	0.08215655	0.011093781	-0.060753364
ENSMUSG00000070407	0.009445715	0.104096465	-0.33431807	-0.10966733	0.19368319	0.35806504	0.4061815	0.14523655	-0.07834189	-0.38429385
ENSMUSG00000108111	-0.042548552	-0.0051804944	0.096840225	0.064435	0.009217442	-0.10020421	0.030912748	-0.011351694	0.012785168	0.07980244
ENSMUSG00000033949	-0.053608343	0.035159934	-0.352493	-0.12854366	0.19654152	0.36511743	0.23748313	0.27352923	-0.064717524	-0.30414298
ENSMUSG00000009596	0.0064361584	-0.0017044351	-0.15219481	-0.026741074	0.02624958	-0.07294266	0.25083068	0.26255673	-0.015904026	-0.15186702
ENSMUSG00000031659	-0.06927604	0.032546446	0.093248054	-0.04079793	-0.023744533	0.31631923	0.034950793	0.24255943	0.033343274	-0.2851165
ENSMUSG00000034007	-0.0025621043	0.0039215554	-0.20756179	0.048377454	-0.09108993	0.44995648	0.005100645	0.05537878	0.024612503	0.07374477
ENSMUSG00000025082	-0.038802933	0.07423224	-0.18156238	-0.14829528	-0.03234203	0.30659735	0.11090879	0.2500363	0.07535246	-0.4293994
ENSMUSG00000030075	0.047465514	-0.0061401865	-0.21821	0.09570965	-0.08787108	-0.4197534	-0.058244772	-0.2659468	0.018891977	0.054609478
ENSMUSG00000033569	0.047751628	0.017174443	-0.24143492	-0.18990996	-0.08155403	0.23949267	-0.17972717	0.2886467	0.005001699	-0.29853815
ENSMUSG00000022449	-0.03590098	0.000665995	-0.26184428	-0.033759978	0.037991386	-0.2883004	0.048993062	-0.17935795	-0.01565195	0.093317494
ENSMUSG00000090406	-0.08535708	0.0046036346	-0.10166424	0.21789248	0.39266112	-0.28104162	0.16044322	-0.17300138	-0.015926288	0.071452625
ENSMUSG00000062901	0.08309079	0.0003100081	0.38250372	0.08789178	-0.00840114	0.27723154	0.05589255	0.14289092	0.012982082	0.07032691
ENSMUSG00000058656	0.00022072782	-0.006750776	-0.17869036	-0.026182313	-0.13435477	0.3442029	-0.10822413	0.12169451	0.0020816373	-0.026347782
ENSMUSG00000028717	0.09131838	0.10334261	-0.42293957	-0.107925154	0.14613003	0.23932569	0.41454828	0.12217635	-0.12448604	-0.28997436
ENSMUSG00000041607	-0.031699196	0.06086993	-0.24568029	-0.1523091	0.034885757	0.24757868	0.078393795	0.26964694	0.047098592	-0.3547739
ENSMUSG00000057614	0.028767893	0.06299065	-0.04157566	-0.12805077	-0.04332872	0.6129639	-0.00034967117	0.34276196	0.018944139	-0.43220347
ENSMUSG00000026765	-0.050785664	0.06728938	-0.22884768	-0.19286418	-0.056960274	0.17331387	-0.03561978	0.27851874	0.02990186	-0.4710674
ENSMUSG00000070691	0.09811635	0.0033810518	-0.3345686	0.035769634	0.20600285	-0.1773429	0.22747818	-0.036505055	-0.010142463	0.041753907
ENSMUSG00000025885	-0.049473047	0.045676243	-0.16047221	-0.06753778	-0.024276834	-0.12586266	0.03790883	0.20186597	0.031307723	-0.23488966
ENSMUSG00000025889	0.041321196	0.006022507	-0.16508444	-0.08530938	-0.06828218	0.13111344	-0.106928386	0.22013755	0.01729233	-0.12675726
ENSMUSG00000050272	-0.009581197	0.079367556	-0.1822477	-0.17823549	-0.079676285	0.041234896	-0.14595664	0.26412988	-0.0017814086	-0.39008355
ENSMUSG00000100826	0.044005487	-0.05860384	0.19419794	0.1920358	-0.09805255	-0.35188386	-0.31781983	-0.15656808	-0.10379488	0.01882073
ENSMUSG00000027122	0.026289683	0.007544322	0.49064767	-0.00030845762	0.1158863	0.4931238	-0.022334421	0.042030312	0.033502623	0.07895619
ENSMUSG00000037174	-0.07632169	0.04053065	-0.10568029	-0.09744053	0.15422936	0.66593164	0.17549735	0.3357131	0.0010172246	-0.4257294
ENSMUSG00000030495	0.08733575	0.105535544	-0.3893031	-0.21830392	-0.055403035	0.18074305	0.044390388	0.2171642	0.17776388	-0.38248652
ENSMUSG00000035451	0.14767358	0.07558522	-0.4374046	-0.108995065	0.35152087	0.009035723	0.42481723	0.12707308	-0.12619022	-0.18215968
ENSMUSG00000004098	-0.031208811	-0.03675036	0.011653323	-0.013430652	-0.023841748	-0.028225835	0.043754075	0.021344448	0.02596525	0.029191121
ENSMUSG00000019856	-0.017712107	0.036635894	-0.18558115	-0.17123644	-0.089177795	0.42827675	-0.05095584	0.31327757	0.016891072	-0.43067858
ENSMUSG00000113330	0.00916497	-0.027763583	-0.16085406	-0.01106543	-0.14109851	-0.39251143	-0.24822158	-0.24877986	0.010393498	0.14038225
ENSMUSG00000105960	-0.028036822	-0.026264	-0.12219807	-0.021437088	0.07282144	-0.22202396	0.15338656	-0.0681434	0.011132987	0.04920871
ENSMUSG00000047747	-0.026966657	0.037095197	-0.19610772	-0.18904194	-0.08477608	0.3124505	-0.032982215	0.32029516	0.023843227	-0.49389315
ENSMUSG00000039089	-0.06983889	0.05073552	-0.18988863	-0.09081197	0.033678234	0.35992557	0.27092895	0.29556686	-0.0057058134	-0.40887636
ENSMUSG00000024169	-0.03424468	0.014315226	0.27400982	-0.021095328	-0.064824075	0.6320229	-0.021181313	0.23336324	0.007383211	-0.1433512
ENSMUSG00000034354	0.04851596	0.011836191	0.27450505	0.15534428	-0.03549819	0.33394146	0.051505353	0.11429626	0.0096922405	0.033261873
ENSMUSG00000115092	-0.064999424	0.0059933513	0.21257283	0.18043816	0.13163082	-0.1398791	0.03381449	-0.07075281	0.019638695	0.080992945
ENSMUSG00000091329	-0.058772776	0.054282192	-0.23656651	-0.11741426	-0.021209277	0.3278709	0.015904339	0.35780907	0.028677676	-0.3452982
ENSMUSG00000025977	0.012562386	0.03860393	-0.06387584	-0.0990456	-0.049116813	0.43328652	0.05513037	0.3513804	0.025330877	-0.35139638
ENSMUSG00000035992	0.02820475	-0.0025169926	-0.023077304	-0.0018831003	-0.0791668	0.5512307	0.045374967	0.22981827	0.034521352	-0.06315067
ENSMUSG00000052331	-0.015754417	0.06250505	-0.13287376	-0.17054781	-0.06623817	0.5383971	-0.042560928	0.32065365	0.019877812	-0.48387602
ENSMUSG00000028789	-0.050861668	-0.00885198	0.036338788	0.04122003	0.11405604	0.59908074	0.13691348	0.21813694	0.023029469	-0.04190698
ENSMUSG00000029475	-0.016103249	0.00042887154	-0.101658314	-0.016434137	0.19215307	0.2809662	0.14100964	0.19133756	-0.008022845	-0.038563948
ENSMUSG00000040037	0.035342753	0.06157569	-0.12696294	-0.19880274	-0.14208531	0.51490366	-0.08224887	0.34767312	-0.0035709543	-0.5066721
ENSMUSG00000048874	0.049414676	0.006492876	0.2272037	0.17798066	0.108853295	0.38325053	0.076957986	0.1769762	0.04029082	0.04671082
ENSMUSG00000027313	0.11637472	0.0051369257	-0.13688004	-0.025045564	0.018483061	0.4536105	0.12925	0.12189542	0.10373627	-0.09954498
ENSMUSG00000061462	-0.05315142	0.03158547	-0.22141567	-0.08301241	0.009606852	-0.29218712	0.15517478	0.0047053224	0.04436521	0.09028596
ENSMUSG00000042425	-0.000823501	0.011450341	-0.06766975	-0.1354787	-0.05206105	-0.01746262	-0.30162367	0.14612362	-0.015368989	-0.15179524
ENSMUSG00000026797	-0.0675213	0.001301961	0.16472521	-6.364742e-05	-0.012890178	0.531426	0.034197923	0.18458854	0.029217685	-0.10226065
ENSMUSG00000097694	-0.052487694	-0.021517422	-0.2239817	-0.006146424	0.35050777	0.014402903	0.20536938	0.035407245	-0.13218236	0.00817194
ENSMUSG00000020866	-0.031624764	0.081262894	-0.20241559	-0.13328843	0.02305112	0.422121	0.12977245	0.29367793	0.06118884	-0.40877298
ENSMUSG00000004110	-0.022423588	0.01881772	-0.2707721	-0.11947404	-0.06341461	-0.058268424	-0.0289344	0.19297901	0.030450238	-0.23230174
ENSMUSG00000019880	-0.015068992	0.026467146	-0.33873028	-0.12125691	-0.046705626	0.1566292	0.14867239	0.30103904	0.017942367	-0.34602562
ENSMUSG00000027189	-0.017215336	-0.013072646	0.057163894	-0.062119726	0.036851205	-0.25859275	0.14261353	-0.025613312	0.011499467	0.0873094
ENSMUSG00000028211	0.11985781	0.005652344	0.5821896	0.033978008	0.1943665	0.57126766	0.106963634	0.08150374	0.04875111	0.04330638
ENSMUSG00000016763	-0.062562265	0.10079825	-0.08285343	-0.13896514	-0.034729384	0.31648842	0.03465139	0.24739696	0.061136175	-0.45959193
ENSMUSG00000016458	-0.0065838792	0.09103819	-0.38328537	-0.117584825	0.05150973	0.32993853	0.36534187	0.17853919	-0.06275836	-0.3997537
ENSMUSG00000035121	-0.05118726	-0.014752943	0.11080556	-0.0028704712	-0.021009328	0.41933534	0.052740384	0.16609961	0.023908654	0.020083556
ENSMUSG00000027016	-0.009509726	0.018412879	-0.21245863	-0.03609264	-0.029433187	-0.2823007	0.053395752	0.014466785	0.027931223	0.06205793
ENSMUSG00000085399	0.10852026	0.08919807	-0.45113644	-0.12697516	0.006672223	0.29918677	0.2697439	0.22706163	-0.07299671	-0.35841477
ENSMUSG00000059852	0.043232314	0.058276176	-0.4063508	-0.15435892	0.111293204	0.22584899	0.29019603	0.2281222	-0.04243672	-0.36287022
ENSMUSG00000032419	-0.05525437	0.0681464	-0.3778472	-0.09987351	0.042692576	0.2638559	0.3743697	0.19350918	-0.110013135	-0.35692713
ENSMUSG00000099521	0.15849882	0.09154246	-0.45774385	-0.117802516	0.14429669	-0.030284163	0.34838718	0.106148325	-0.055571865	-0.23976237
ENSMUSG00000022995	0.07206759	0.0068288394	0.50904095	0.101904854	0.2182239	0.4093037	0.0915735	0.1971407	0.04631494	0.0022649865
ENSMUSG00000018697	0.014638036	0.017224757	0.3932231	-0.024521673	-0.0556045	0.43050477	0.04616923	0.20858084	0.012537098	-0.08893489
ENSMUSG00000045215	0.030728778	0.024730165	-0.1560213	-0.16641074	-0.10748638	0.43906423	-0.18691377	0.3801346	-0.0045816503	-0.38766444
ENSMUSG00000021381	0.2086005	0.09485272	-0.45524713	-0.11182805	0.112197414	0.07952467	0.33974513	0.13893543	-0.058404375	-0.22473326
