	H2AK119ub1 mean gb	H2AK119ub1 mean promoter	H3K27me3 mean gb	H3K27me3 mean promoter	H3K4me3 mean gb	H3K4me3 mean promoter	RING1B mean gb	RING1B mean promoter	SUZ12 mean gb	SUZ12 mean promoter
ENSMUSG00000048031	0.064095765	0.0068753446	0.1342092	0.13230191	0.092919506	-0.2212075	0.052130084	0.0017389987	0.028717993	0.10129398
ENSMUSG00000019179	-0.064281	0.011362429	0.6179815	0.012811736	0.22989692	0.5908814	-0.0027009868	0.13443156	0.03254011	0.02609235
ENSMUSG00000026360	0.047524963	0.021985654	-0.47388858	-0.12378754	-0.062478825	0.24139193	0.02984023	0.23164639	0.08823433	-0.22344819
ENSMUSG00000103499	0.042420052	-0.022673242	-0.22497535	-0.020428346	-0.050369427	-0.48196986	-0.072451346	-0.23361315	0.028528117	0.099666946
ENSMUSG00000053338	0.027264189	0.0066656596	-0.16657728	0.06167776	-0.1201177	-0.31117153	-0.08866357	-0.17456007	0.010503513	0.074790075
ENSMUSG00000002250	-0.047430318	-0.009899419	0.25879887	-0.0024070085	0.04907667	0.3381935	0.047189508	0.0830475	0.025478989	0.025288966
ENSMUSG00000037405	-0.04805951	0.0023244573	0.34883434	0.011815379	0.15736385	0.41755554	0.14338227	0.15429537	0.016371636	0.027852735
ENSMUSG00000001674	0.019828606	0.004115352	0.6781784	-0.0015421358	0.1084291	0.46317023	0.10509643	0.11326405	0.03810936	0.09318808
ENSMUSG00000038279	-0.0762859	0.0055457857	0.74928904	0.08213483	0.16965336	0.47529998	0.07913582	0.13305762	0.023838524	0.05208387
ENSMUSG00000028532	-0.04914283	0.083637565	-0.12900577	-0.16293855	-0.009212811	0.4953915	0.051280085	0.33878836	0.028268518	-0.5341051
ENSMUSG00000059970	0.30089545	0.07908953	-0.3391667	-0.098447286	0.36158642	0.43454492	0.41750023	0.21815178	-0.20625749	-0.22395433
ENSMUSG00000025427	-0.08901768	-0.00320517	0.10154993	0.012742463	0.10572431	0.3664192	0.027439687	0.22899707	0.025358414	-0.06313825
ENSMUSG00000027030	-0.06188244	0.06744971	-0.1728746	-0.14760198	-0.014858169	0.41878146	0.08821419	0.33873364	0.031011738	-0.4780902
ENSMUSG00000039809	-0.058704615	0.09663228	-0.12224022	-0.16239253	-0.02263863	0.010269966	-0.015431104	0.22347099	0.036497355	-0.43749872
ENSMUSG00000070469	-0.011354064	0.112924784	-0.19877718	-0.20950748	-0.088312715	0.22231643	-0.05598911	0.2766925	0.023372607	-0.5701242
ENSMUSG00000030538	-0.055285946	0.0020597486	0.30361864	0.0051986957	0.06938427	0.5969166	-0.032433815	0.15321068	0.026667852	0.05974822
ENSMUSG00000026209	-0.09283964	-0.0015492713	0.25579548	0.112817034	0.34362495	0.17899777	0.13818797	0.14913684	0.019370645	0.045411777
ENSMUSG00000032238	-0.042997234	0.033282455	-0.09240249	-0.09369583	-0.018952118	0.60356444	-0.014699873	0.34741044	0.027624879	-0.3546606
ENSMUSG00000005763	-0.009705866	-0.009898976	-0.27214357	-0.045006383	0.029232621	-0.1088484	0.07028603	-0.014289599	0.0009538064	-0.0009199459
ENSMUSG00000115198	0.012607624	-0.004417581	-0.18182835	-0.012231326	-0.11975962	-0.32965285	-0.111947395	-0.3134328	0.0301659	0.15909433
ENSMUSG00000075229	0.027161306	0.01136684	0.49604103	0.08146301	0.23206402	0.6613659	0.04537179	0.20832099	0.053690653	0.0749504
ENSMUSG00000042729	-0.036568347	-0.00068984216	0.54020864	0.01194609	0.1689019	0.5033948	0.069832355	0.08455972	0.042692147	0.1320326
ENSMUSG00000038916	-0.067216806	-0.019666903	-0.10887185	-0.0069631957	0.22032082	0.48449883	0.17749143	0.19395036	-0.029765386	-0.086134896
ENSMUSG00000033955	-0.06732255	0.0029337993	0.24438584	-0.0010450289	0.15841182	0.31363863	0.050486412	0.13195859	0.02434195	0.017540516
ENSMUSG00000012042	-0.024667142	0.003738723	-0.21969719	-0.02807668	0.00418841	-0.37755823	-0.015142046	-0.1763653	0.020721985	0.09429865
ENSMUSG00000085793	0.027979894	0.010185433	0.36503622	0.0197258	-0.015591271	0.52121055	0.05011417	0.08232192	0.024792619	0.06316972
ENSMUSG00000027204	-0.023261491	0.015521846	-0.17933014	0.0074018515	0.016484562	-0.28047094	0.16241935	0.12331046	0.016720887	-0.15550415
ENSMUSG00000042372	0.102198265	0.10479265	-0.37257764	-0.12610382	0.16735582	0.40166882	0.35646763	0.2273091	-0.07968298	-0.37819904
ENSMUSG00000060579	0.002782533	0.004518002	-0.1389642	0.0045781005	-0.08833248	0.31259772	-0.15128246	0.019426554	0.0054422226	0.034940504
ENSMUSG00000039841	-0.06626537	0.029574042	-0.3921021	-0.111568235	0.0053190086	0.06488882	0.19158462	0.20722081	-0.007694751	-0.31042498
ENSMUSG00000016150	0.121113874	0.06188834	-0.009274633	-0.16484216	-0.0638006	0.0889454	-0.5013404	0.33314204	-0.110395364	-0.17988726
ENSMUSG00000003847	0.096371025	0.002895328	0.35086513	0.10015854	-0.018107546	0.4194441	0.044428352	0.15626714	0.012200633	0.0151169
ENSMUSG00000054099	0.022101857	0.008899808	0.38049233	-0.0015634776	0.14053226	0.73017955	0.025952365	0.18864089	0.05781451	-0.0037785266
ENSMUSG00000026527	0.057775162	0.06952228	-0.08900286	-0.18591556	-0.12267853	0.3572292	-0.16794157	0.2892691	-0.027207589	-0.41346452
ENSMUSG00000056073	0.04554897	0.046884898	-0.2865921	-0.18659458	-0.12168515	0.06562745	-0.09780951	0.22882056	0.003187974	-0.29919448
ENSMUSG00000043003	0.020772217	0.057741277	-0.19004565	-0.18499257	-0.04603304	0.07962669	-0.090027295	0.2973421	0.015555553	-0.43921936
ENSMUSG00000031737	0.1186127	0.09861737	-0.40572292	-0.12255664	0.118263386	0.22235051	0.35238683	0.12964712	-0.081443526	-0.27323744
ENSMUSG00000022885	-0.039591394	-0.004110479	0.0005827141	-0.02572104	-0.019857144	0.41337132	-0.06942296	0.15141132	0.010873999	-0.12114768
ENSMUSG00000038344	0.11742049	-0.06799592	0.80186784	0.3766576	0.05334755	0.24103296	-0.2423444	0.036303043	-0.12619127	0.118703
ENSMUSG00000061143	-0.072927974	0.07185419	-0.20259021	-0.15254922	0.03456456	0.2184925	0.10652136	0.3111274	0.024125561	-0.453721
ENSMUSG00000018697	0.014638036	0.017224757	0.3932231	-0.024521673	-0.0556045	0.43050477	0.04616923	0.20858084	0.012537098	-0.08893489
ENSMUSG00000004558	-0.06672071	-0.0024767644	-0.028331758	0.006076817	0.32204297	0.4448253	0.15897061	0.2220547	-0.00040376975	-0.0488417
ENSMUSG00000040136	-0.045789566	0.06087774	0.060707055	-0.10698668	-0.04722175	0.20017044	-0.120304644	0.2037433	0.015179002	-0.3157285
ENSMUSG00000034145	-0.055670112	0.0023342576	0.08389318	-0.0086546205	0.073599495	-0.33588302	0.018285092	-0.075842306	0.015070294	0.087234184
ENSMUSG00000113208	0.05227545	-0.029172035	-0.13875823	-0.025989637	-0.069871806	-0.42833668	-0.19464125	-0.1948536	0.001114253	0.086327925
ENSMUSG00000111229	-0.042410415	-0.0038209173	-0.16324618	-0.051449843	0.01106522	-0.26705536	0.06320585	-0.04320782	0.013696098	0.06134853
ENSMUSG00000097365	0.010057941	0.00059382187	-0.047063302	0.038213484	-0.0817279	-0.33123636	-0.0013226315	-0.13992442	0.014641799	0.06750665
ENSMUSG00000042605	0.018215816	0.0013515177	0.48266813	0.3364808	0.03782517	0.15828077	0.059353285	0.09144958	0.013544651	0.062344365
ENSMUSG00000097930	-0.012204629	-0.0013254827	0.20764127	0.0939352	0.07542133	0.14683801	0.034155812	0.1493074	0.027134767	0.10544499
ENSMUSG00000029101	-0.062287387	0.004227579	0.04364975	-0.021003138	-0.03825283	0.4801625	-0.0054070414	0.1909912	0.02494504	-0.12541014
ENSMUSG00000087698	-0.034258418	-0.01297333	0.05973081	-0.0081150755	-0.04688488	0.05813587	-0.010169629	0.037565935	0.011416845	0.031511556
ENSMUSG00000025127	0.12584738	0.07300584	-0.50022423	-0.16836639	-0.05246394	0.16283666	0.19981314	0.21373	0.08539167	-0.3287863
ENSMUSG00000004264	-0.06886589	0.0121771125	0.6978766	0.061667394	0.26996198	0.62955487	0.12762018	0.102406494	0.02625787	0.10174307
ENSMUSG00000079029	0.026326735	0.007927168	-0.1581862	0.0012806847	0.4439763	-0.0014374327	0.068020076	-0.042987715	0.08114818	0.20652555
ENSMUSG00000080857	-0.014328056	-0.0009466091	-0.1277114	0.0021274865	0.15510963	-0.15332891	-0.085472874	-0.19170912	0.04745103	0.09543542
ENSMUSG00000031508	-0.035455476	0.009630163	0.49021298	0.08241482	0.33756804	0.5629812	0.12247054	0.23949732	0.037477948	0.0136430105
ENSMUSG00000039477	0.006651341	0.085195936	-0.20225617	-0.084954925	0.13232869	0.5121757	0.35111097	0.19124147	-0.022270825	-0.34595704
ENSMUSG00000044155	0.13634326	0.0018335062	0.6592999	0.24640349	0.23589748	0.40186897	0.0448977	0.17208503	0.029540855	0.120459646
ENSMUSG00000061981	-0.06536962	-0.0030233872	0.12753835	-0.01903278	-0.023015149	0.35421947	0.060950905	0.124645434	0.04486533	-0.06632787
ENSMUSG00000025823	-0.04953459	0.0013805238	0.56663746	0.059698567	0.11940597	0.47276658	0.076510385	0.17879246	0.030306494	0.069541246
ENSMUSG00000043259	-0.07088176	-0.010872096	-0.058615576	-0.024946513	0.051322397	0.3510961	0.067608446	0.23615022	0.02532617	-0.13327666
ENSMUSG00000030203	-0.009494304	0.0029540318	0.0472348	-0.027509596	-0.03505393	0.4165404	0.062690996	0.25178406	0.02683309	-0.17605042
ENSMUSG00000026765	-0.050785664	0.06728938	-0.22884768	-0.19286418	-0.056960274	0.17331387	-0.03561978	0.27851874	0.02990186	-0.4710674
ENSMUSG00000037315	0.102083996	0.008679782	0.5349917	0.030009694	-0.10107214	0.33556306	-0.31434554	0.19611284	-0.20082527	0.012467801
ENSMUSG00000084989	0.06454654	0.017467802	-0.19463477	-0.038632777	0.14188088	-0.25834796	0.16581815	-0.052890427	0.04050662	0.05706807
ENSMUSG00000067724	0.07172909	0.085294425	-0.33586368	-0.11994994	0.040013045	0.24112438	0.27190447	0.2035456	0.016642667	-0.3259789
ENSMUSG00000073411	0.17614706	0.050487153	-0.41555297	-0.10378063	0.22533228	0.28093958	0.31362942	0.20199937	-0.18975176	-0.19843277
ENSMUSG00000034432	-0.027300531	0.007898497	0.54710966	0.0028297347	0.24035862	0.4895545	0.07645915	0.13701035	0.04438313	0.059601303
ENSMUSG00000098161	-0.060808163	-0.014920396	0.011910093	0.10274	0.5292328	0.25413606	0.14492355	0.14344984	0.04420067	0.09003419
ENSMUSG00000029432	-0.013356179	-0.00064402464	0.2674097	0.07137805	0.043575983	0.3449621	0.052325234	0.17541668	0.027699348	0.00037897585
ENSMUSG00000038368	0.04915776	0.0055093393	-0.007439786	-0.04742413	0.004539521	0.44105324	-0.051655065	0.2767844	0.02854657	-0.14731698
ENSMUSG00000030519	-0.044124268	0.0869928	-0.100281805	-0.18373697	0.006595959	0.42533648	-0.07546096	0.32962438	0.020175971	-0.55283
ENSMUSG00000044681	-0.071218416	0.0062660654	-0.16912128	-0.046872135	0.27852127	-0.37469926	0.14496984	-0.07515997	-0.034420557	0.086060256
ENSMUSG00000041341	0.036991794	0.005872775	0.4701085	0.049411576	0.022824246	0.5125494	0.03466604	0.16368951	0.01788834	-0.010774641
ENSMUSG00000049577	0.09147059	0.02863883	-0.17853817	-0.049610738	0.17828175	0.40036488	0.21314344	0.25628856	-0.018486863	-0.15736239
ENSMUSG00000000804	0.06661646	0.00465089	0.13154964	0.011831098	-0.011067252	0.55472744	0.026791753	0.15345557	0.030876929	0.051808137
ENSMUSG00000097427	0.0066520716	0.021614138	-0.13736941	0.04934439	0.35458168	0.027261792	-0.004902658	-0.06984942	0.075423524	0.2699288
ENSMUSG00000020419	-0.01045461	-0.036330573	0.075767316	0.0075908178	-0.054891102	0.1250333	0.034038514	0.28867707	0.023350611	0.08433921
ENSMUSG00000051900	0.0038923996	0.032599535	-0.20161317	0.010614968	0.04962659	0.07490703	-0.00061545736	-0.07567167	0.04425372	0.19224937
ENSMUSG00000061601	0.016527323	0.00204113	-0.25430351	-0.11676846	-0.13277724	0.37874568	-0.11512333	0.21123278	0.0057325806	-0.1825802
ENSMUSG00000022753	-0.019312013	0.007759273	-0.24264695	-0.026207367	0.09337039	-0.37673575	0.09549807	-0.13860533	0.01473741	0.100020334
ENSMUSG00000032017	-0.07889417	0.021047182	-0.03360897	-0.05083114	0.0155063905	0.5410351	0.009049301	0.30258995	0.028657047	-0.2743184
ENSMUSG00000026797	-0.0675213	0.001301961	0.16472521	-6.364742e-05	-0.012890178	0.531426	0.034197923	0.18458854	0.029217685	-0.10226065
ENSMUSG00000020883	-0.037528373	0.0038125243	0.16003168	-0.01437201	0.10585519	0.50434166	0.06673655	0.19258006	0.032724462	0.01219422
ENSMUSG00000031561	-0.03691931	0.07515438	-0.12052611	-0.16239998	0.023970565	0.42831564	0.04426558	0.3425942	0.02530671	-0.524879
ENSMUSG00000042757	-0.047024485	0.019210044	0.10290056	-0.024004463	-0.015423502	0.4572456	0.00091757363	0.26295042	0.016557166	-0.24132498
ENSMUSG00000000740	-0.04821181	0.015565886	0.5153183	0.16148221	0.85989124	0.5424768	0.15318441	0.15305467	0.04633569	0.091725096
ENSMUSG00000040118	0.063812636	0.070145905	-0.13120529	-0.20980015	-0.05791556	0.4311887	-0.08974194	0.37287724	0.008912497	-0.52617335
ENSMUSG00000035934	-0.06303954	0.04707867	-0.20646363	-0.112731546	-0.012966201	0.24350819	0.1423025	0.305149	0.0316636	-0.36813214
ENSMUSG00000092225	0.085139275	0.000809153	0.26986244	0.25581113	0.035074346	0.18669431	0.077460185	-0.006724611	0.008804681	0.093446046
ENSMUSG00000021189	0.052075118	0.0020427287	0.54300416	0.063588455	0.081738696	0.41328478	0.045643646	0.14846963	0.033766415	0.0881762
ENSMUSG00000041771	-0.047943234	0.0983069	-0.18316133	-0.18900828	-0.07157956	0.27882797	-0.0017732023	0.26174977	0.04419009	-0.5194219
ENSMUSG00000008999	-0.037769765	0.0909624	-0.15539819	-0.101654805	0.06439548	0.52669936	0.2763564	0.24030954	0.027745329	-0.43796405
ENSMUSG00000021239	0.00032068611	0.061951466	-0.39176244	-0.10951689	0.22164193	-0.008914784	0.3621166	0.16116703	-0.09663249	-0.29955712
ENSMUSG00000021732	0.032481328	0.0072054574	-0.2205881	-0.04923909	-0.020755788	-0.3746689	0.097382806	-0.13609184	0.02218985	0.09457433
ENSMUSG00000022340	-0.015164668	0.017171847	-0.31917775	-0.16254693	-0.025206516	0.053337704	-0.017917752	0.25533545	0.028245002	-0.33170536
ENSMUSG00000107666	-0.024438638	-0.009137219	-0.11567842	-0.046324972	-0.031453583	-0.20114161	0.016285973	5.1388222e-05	0.018037947	0.07507326
ENSMUSG00000032405	0.033706695	-0.007269381	0.098213546	-0.0757254	0.10933813	-0.3642836	0.058690455	-0.07550416	0.033896208	0.101965174
ENSMUSG00000020358	-0.0118532395	0.013546082	0.6746478	0.21681778	0.55034643	0.4445062	0.09904717	0.18537937	0.052144848	0.029745383
ENSMUSG00000087334	-0.0011098885	0.014620885	-0.14268684	-0.04461992	-0.1500079	-0.2542235	0.0009431179	-0.1499305	0.01611761	0.093339235
ENSMUSG00000110382	-0.030989325	0.0050838846	-0.21652058	-0.049009465	-0.095775835	-0.3754139	0.031558644	-0.02230469	0.022443278	0.084240556
ENSMUSG00000084902	0.056923967	0.00046890666	0.081759214	0.16024156	0.04504768	-0.09261797	-0.019065613	-0.010522434	-0.0163506	0.10487465
ENSMUSG00000007850	0.057737194	0.014324953	0.5393739	-0.020021869	0.6534764	0.5112484	0.16631505	0.17000178	0.07091957	-0.00530909
ENSMUSG00000064090	0.02548256	0.002812567	-0.13511054	-0.089531444	-0.108332194	0.30301237	-0.098191455	0.16508178	-0.011218372	-0.1405564
ENSMUSG00000035284	0.023503017	-0.008367374	0.3360285	-0.018988404	-0.074156016	0.37514699	0.0014977292	0.12607132	-0.0004368041	0.012286047
ENSMUSG00000114813	-0.0013678889	0.0013999202	-0.22270265	-0.05422008	-0.11206217	-0.31834117	0.0015718264	-0.118374646	0.030950123	0.08966483
ENSMUSG00000031841	-0.038603555	0.07682647	-0.09803658	-0.14778453	-0.065108724	0.19496381	-0.09844144	0.25393888	0.0024552874	-0.42599893
ENSMUSG00000021187	-0.0019366854	0.02119702	-0.35353267	-0.143718	-0.12487268	0.33004135	-0.02452295	0.27850157	0.028982066	-0.2709786
ENSMUSG00000013033	-0.10241357	0.0031898797	0.4252633	0.11849968	0.15730473	0.33026436	0.055493552	0.19079715	0.027290268	-0.024654824
ENSMUSG00000101298	0.14150742	0.09402545	-0.44941756	-0.10671609	0.24056785	-0.12566459	0.414822	0.07131115	-0.12243781	-0.22431836
ENSMUSG00000046314	0.013444296	0.04844241	-0.17769442	-0.21940751	-0.12554121	0.3998128	-0.17824674	0.3285853	-0.0075451033	-0.47124922
ENSMUSG00000041308	0.03292304	0.010508466	0.37027234	-0.022830112	0.11511302	0.5276049	0.060701195	0.20636149	0.04118131	-0.1198221
ENSMUSG00000001497	0.06250991	0.09590163	-0.44711354	-0.10101215	0.19049467	-0.123791635	0.4415269	0.054019406	-0.109492	-0.2332873
ENSMUSG00000075070	0.049337808	-0.0066085453	-0.08736074	0.45998332	0.041776106	0.38880664	0.025147753	0.0366262	0.019913215	0.099748544
ENSMUSG00000005610	0.12314534	0.00716255	0.6750817	0.206311	0.43614584	0.558319	0.17806901	0.12981929	0.05653676	0.041036777
ENSMUSG00000026463	-0.048614636	-0.021534333	0.00351401	0.033792067	0.020003816	0.23965892	0.053574383	0.11160083	0.034649003	-0.039500456
ENSMUSG00000036959	-0.04470724	0.021347003	0.33633435	-0.04767466	0.113223545	0.33256727	0.0942929	0.21856563	0.022088742	-0.23050098
ENSMUSG00000000532	-0.06467704	0.015354648	0.34059587	-0.012782163	0.04197007	0.40442258	0.07162519	0.16483258	0.042159125	-0.09078964
ENSMUSG00000022514	0.042068623	0.04598749	-0.1238131	-0.1488672	-0.11225198	0.30347976	-0.29248652	0.19390884	-0.048946694	-0.21378653
ENSMUSG00000022656	0.07561983	0.0050649275	0.069427446	0.011717969	0.10009365	0.39421707	0.014068395	0.20964196	0.040217377	-0.14628269
ENSMUSG00000074634	-0.023057029	0.03660493	0.8622564	-0.08351009	-0.08237869	0.15580328	-0.8022984	0.27271092	-0.3112214	-0.06580828
ENSMUSG00000074736	-0.030265983	-0.0064126705	-0.11158078	0.02188879	0.028832845	-0.20061946	0.22740674	0.13618197	-0.00012905637	-0.08018592
ENSMUSG00000002297	0.089023404	0.011457582	0.6337675	-0.012762283	0.122143276	0.69262314	0.064381726	0.15486567	0.044919528	0.0011961504
ENSMUSG00000068205	0.04885801	0.0026568573	-0.12337121	-0.054838452	-0.10626632	0.35964292	-0.053896677	0.33281997	0.014792311	-0.13766149
ENSMUSG00000022652	0.018768108	-0.006777488	0.116070755	-0.011814524	0.08388395	0.121582285	0.018819403	0.025097428	0.034172855	0.08583255
ENSMUSG00000057098	-0.058262464	0.056730382	-0.2110266	-0.119701646	-0.017938463	0.21853009	0.1378077	0.3155177	0.024892269	-0.4103523
ENSMUSG00000022419	0.0021390468	0.006108323	0.224164	-0.010475396	0.021046003	0.49589503	0.0032481225	0.140719	0.028037028	0.013278314
ENSMUSG00000020184	0.047256224	0.0106632775	0.6725213	0.17665228	0.30916706	0.4941064	0.12370146	0.08649754	0.044445872	0.07000669
ENSMUSG00000023911	-0.0047663692	-0.007490959	0.033272	-0.0011857904	0.0042969403	0.46886805	0.0009258549	0.16490069	0.040920213	0.04872763
ENSMUSG00000018661	-0.07913777	0.009544689	0.45694184	-0.0057994286	0.086760536	0.44513425	0.06965067	0.16399467	0.029987395	-0.08742475
ENSMUSG00000115121	-0.037861805	-0.0016900643	-0.21886012	-0.040895257	0.013609675	-0.26434055	0.038773898	-0.041619148	0.0048488616	0.104829505
ENSMUSG00000022131	-0.06359309	0.052884616	0.14736147	-0.012782899	-0.01841576	0.46209908	0.057166155	0.26306412	0.045864653	-0.26904905
ENSMUSG00000056856	-0.048611026	0.107191265	-0.0782959	-0.18661486	-0.05237662	0.19265161	-0.14012286	0.24296479	0.028503006	-0.51263946
ENSMUSG00000043943	0.0076953196	0.020266771	-0.22127227	0.028937152	-0.08062079	-0.18660033	-0.03859697	-0.18431138	0.03074897	0.19147941
ENSMUSG00000051950	-0.039046247	0.0016804589	-0.011886356	-0.014361881	0.0042542554	0.41525728	0.049714655	0.17422302	0.02847421	-0.024206338
ENSMUSG00000057130	-0.067028515	0.006613642	0.6453686	0.065554544	0.34034795	0.4295805	0.052077446	0.18342064	0.033899445	0.08691317
ENSMUSG00000030310	-0.04937398	0.02277263	0.034431376	-0.05473801	-0.008340239	0.28642073	0.019138874	0.20182475	0.0601084	-0.19628592
ENSMUSG00000031576	-0.013789375	0.010968795	-0.23238343	-0.028558888	0.0042069065	-0.31925604	0.049820572	-0.0995937	0.022355767	0.100767195
ENSMUSG00000070044	-0.050178256	-0.009538939	-0.38424638	-0.06723133	0.037755083	-0.017090874	0.09179093	0.06643421	-0.01684154	-0.14379506
ENSMUSG00000026914	0.09125062	0.0027888413	0.38717544	0.15833808	-0.032717206	0.4098162	0.024325512	0.08883063	0.0037861723	0.06830495
ENSMUSG00000021125	-0.041467242	0.049451638	-0.3532144	-0.12659036	-0.042384434	0.39659902	0.11842505	0.29615483	0.04652722	-0.31170475
ENSMUSG00000042388	-0.054740816	0.024402408	-0.042628888	-0.029958896	0.21768986	0.5367484	0.16859592	0.3009429	0.017125694	-0.21505152
ENSMUSG00000028700	-0.031691767	0.0043522473	-0.13730428	0.2008364	0.24575137	0.46562684	0.1737442	0.08582043	-0.028125677	0.07869193
ENSMUSG00000085399	0.10852026	0.08919807	-0.45113644	-0.12697516	0.006672223	0.29918677	0.2697439	0.22706163	-0.07299671	-0.35841477
ENSMUSG00000004892	0.16805159	0.09360524	-0.3588873	-0.1239921	0.21924217	0.35668436	0.36937714	0.20703621	-0.08167179	-0.35409683
ENSMUSG00000097919	-0.05193718	0.002614886	0.08036202	0.020938646	0.13555935	0.6483664	0.13807383	0.24102437	0.0058763265	-0.026496047
ENSMUSG00000032278	-0.043556802	-0.008562667	0.048159882	-0.003042918	-0.055094518	0.21968439	-0.050704833	0.16105255	0.014258245	-0.072114974
ENSMUSG00000026450	-0.06798626	0.00806162	-0.1580295	0.35095626	-0.03727613	-0.18078938	0.041540172	0.024977615	0.030496256	0.07832748
ENSMUSG00000031509	-0.0327539	-0.026078371	-0.10047287	-0.013160791	-0.06218682	-0.045959234	0.025639188	0.00491811	0.011943199	0.041159473
ENSMUSG00000031349	0.10007201	-0.04402598	0.40863135	0.29458734	-0.015079776	0.2878083	-0.31296343	-0.10546148	-0.117716335	0.11980042
ENSMUSG00000090417	0.035241067	-0.012751819	-0.23242095	-0.035131957	-0.112034075	-0.41988918	-0.08559809	-0.16860746	0.020561107	0.101877026
ENSMUSG00000021108	-0.056024376	0.10656005	-0.18841128	-0.20264405	-0.062237702	0.49816245	-0.02594634	0.31597474	0.03478636	-0.56163
ENSMUSG00000036368	-0.035618376	0.0026599297	-0.19255915	-0.03830339	0.13797869	-0.4361645	0.06037851	-0.08841012	0.02316704	0.08508504
ENSMUSG00000030110	-0.044499572	0.07719811	-0.27832425	-0.17322746	-0.028356658	0.44327003	0.11428884	0.2988664	0.06517542	-0.4556048
ENSMUSG00000034912	0.039230857	0.0975496	-0.21119426	-0.24890023	-0.16203448	0.24635534	-0.07777548	0.31724837	0.00073986215	-0.58803356
ENSMUSG00000044906	0.06852439	0.0022817822	0.47510654	-0.004063366	0.019397521	0.42920098	0.034576003	0.07289493	0.021010296	0.05495963
ENSMUSG00000025576	-0.037642054	0.040799942	-0.20218606	-0.09020876	0.011998888	-0.31865183	0.15928534	0.11844246	0.038864914	0.039904915
ENSMUSG00000006800	-0.092466205	0.011140293	0.33157483	0.015284924	0.17315903	0.44897044	0.091462485	0.18158086	0.026839467	-0.058202423
ENSMUSG00000028277	-0.04522931	0.07494966	-0.29016748	-0.16044651	-0.06392908	0.4270988	0.103354715	0.30441737	0.066822104	-0.43274176
ENSMUSG00000020946	-0.0066009555	0.0012421331	0.5346643	0.0022921455	-0.032045696	0.43974677	0.027115336	0.16187026	0.021222634	0.0060072187
ENSMUSG00000010803	0.0019906242	0.015691387	-0.38177034	-0.15553556	-0.10747413	-0.09216352	-0.067186534	0.2004153	0.036955345	-0.22966878
ENSMUSG00000057457	0.03771502	-0.053661257	0.0040592733	0.009917833	-0.09233984	-0.33293134	-0.33771706	-0.26745397	-0.0334085	0.08230921
ENSMUSG00000024007	-0.08686434	0.0077110142	0.518975	0.114469364	0.29822025	0.41918263	0.13292237	0.15917596	0.024271045	0.08718997
ENSMUSG00000115961	0.028616296	0.0043827803	0.20166194	-0.008192571	-0.00539271	-0.19424318	-0.074546985	-0.1576384	0.009311011	0.10913221
ENSMUSG00000028780	0.05551537	0.02473784	-0.23475052	-0.22160664	-0.0049555153	0.24856734	-0.15592377	0.2986068	0.020481583	-0.381997
ENSMUSG00000000094	0.092365585	0.06777465	-0.43094382	-0.08379448	0.0647919	0.15186635	0.3571494	0.17168428	-0.09197733	-0.2417951
ENSMUSG00000075023	-0.073480695	-0.0065496187	0.3307416	0.10934018	-0.037499145	0.09184759	0.036423266	0.12925725	-0.008186657	0.06313062
ENSMUSG00000057378	0.00473588	0.053514007	-0.19258668	-0.18160498	-0.06346043	0.22217603	-0.034471832	0.30361137	0.016575957	-0.46383882
ENSMUSG00000019942	-0.060523126	0.010660206	0.64376205	0.14146619	0.2825435	0.41630563	0.09441527	0.114271194	0.035941806	0.07871348
ENSMUSG00000023965	0.04127728	0.00071194716	-0.014348733	0.026130445	-0.057199575	0.5145591	-0.010693743	0.31317142	0.020100957	-0.17346376
ENSMUSG00000086003	-0.010764293	0.0021365024	0.10047868	0.0075326413	0.32887673	-0.017246615	0.18024594	-0.004712312	-0.01547599	0.06626693
ENSMUSG00000046318	-0.04332503	0.002548424	-0.21723121	-0.035644863	-0.017454255	-0.42854297	0.06532733	-0.1351749	0.025079757	0.08176377
ENSMUSG00000015305	0.009760747	0.006379875	0.20395005	0.00014493805	0.07232964	0.5736044	-0.044010673	0.20814294	0.034298714	-0.12081081
ENSMUSG00000044017	-0.05878947	0.0035459106	-0.14901909	0.005853699	0.048031718	-0.346634	0.043591432	-0.06548344	0.012031059	0.070649736
ENSMUSG00000078627	-0.046619363	-0.015915345	-0.0902284	0.0041811885	0.0025384126	0.06951184	-0.024268165	0.0051325182	0.026264137	-0.10867324
ENSMUSG00000033249	0.18784955	0.11046388	-0.45714587	-0.12859768	0.04879945	0.18137625	0.32352528	0.16588058	-0.056121286	-0.32091272
ENSMUSG00000027359	-0.055125333	0.03360155	-0.18230869	-0.06513003	0.035573702	0.3845951	0.15187287	0.30216604	0.032199062	-0.27406603
ENSMUSG00000042599	0.019959193	0.013389402	0.11277573	-0.051589005	0.037206624	0.6471539	0.052670684	0.29830533	0.031081524	-0.27265343
ENSMUSG00000042258	0.096997246	0.08246508	-0.43579707	-0.1303805	0.06517085	0.3802049	0.30132657	0.25230074	-0.100719385	-0.37316337
ENSMUSG00000051375	0.13832524	0.095604606	-0.3061883	-0.11203628	0.2127875	0.40641266	0.35714	0.17884897	-0.057051994	-0.3287193
ENSMUSG00000072553	-0.029148035	0.006633948	0.27984464	0.0035170563	0.16406532	-0.14454275	-0.012538614	-0.08260078	0.016126342	0.08437044
