	PolII mean gb	PolII mean promoter
ENSMUSG00000115284	0.9354185661118993	-1.0023577883628492
ENSMUSG00000008318	1.1734693271454646	1.4822059140782333
ENSMUSG00000029231	-0.3579348680935408	-0.48370221546226544
ENSMUSG00000116615	-1.1908967546076137	-1.1317303984281972
ENSMUSG00000080727	1.0251777623399219	0.8026722511360398
ENSMUSG00000085665	0.5769486466789998	1.2249966252033946
ENSMUSG00000096846	-0.9903321214582347	-1.1255100929254358
ENSMUSG00000051051	-0.8918775772292624	-1.202684365431096
ENSMUSG00000101640	-0.12184481153801988	0.5175302369954656
ENSMUSG00000022604	0.5721152516289406	0.8461965663747529
ENSMUSG00000023284	0.19439071597450738	0.5759691470495572
ENSMUSG00000113268	-0.9335219844064511	-1.0235830933984555
ENSMUSG00000114035	-0.9206234936104071	-0.8641166402984063
ENSMUSG00000101307	-1.115315878919147	-1.043902718479679
ENSMUSG00000001804	-0.9011926577113375	-0.9503808049800884
ENSMUSG00000037736	-0.533330480606297	-0.7495718527566408
ENSMUSG00000071722	0.30041636633233987	0.8319332302923775
ENSMUSG00000102110	-2.672528402587271	-1.6008642069281716
ENSMUSG00000106285	-1.017148052347903	-0.9537403312096899
ENSMUSG00000097639	1.2201940169149688	1.2240246854617285
ENSMUSG00000111938	-0.5923566584927078	-0.7649042454209507
ENSMUSG00000040441	0.4876294134735108	-0.2689008015516411
ENSMUSG00000026484	1.132989373428971	1.4994260663240726
ENSMUSG00000098781	0.24136328607144175	0.5624024447496524
ENSMUSG00000102085	-1.033726959344991	-1.0533719035825784
ENSMUSG00000109119	-0.6530705863184388	-0.9523505019394686
ENSMUSG00000037126	0.25677313676056085	0.31936915140945527
ENSMUSG00000025260	1.0039791204243813	0.7028457181622579
ENSMUSG00000115992	0.14604313160736454	-0.8493809011353985
ENSMUSG00000108228	-1.0260367599823124	-1.2446471630904021
ENSMUSG00000110592	-1.0183636543287677	-0.8372365969594068
ENSMUSG00000048174	1.9633827017234213	0.7884625760011996
ENSMUSG00000018651	1.0273593883063434	1.495707913395792
ENSMUSG00000023852	1.1017791416586096	1.4885366213224227
ENSMUSG00000063120	-0.8622782748995533	-1.0347934244068573
ENSMUSG00000116249	0.25275540789901874	-0.2333374168016495
ENSMUSG00000008822	0.8643602524881442	0.8425047097516443
ENSMUSG00000086786	-1.135999063268031	-0.10311653645707371
ENSMUSG00000074248	-1.0413365097371776	-1.26261207511524
ENSMUSG00000055835	0.772074484029214	1.5667289701354092
ENSMUSG00000102122	-2.078009702381732	-1.8263278568120476
ENSMUSG00000105263	0.32043934638518673	-0.36882575496555614
ENSMUSG00000024667	1.2506396321892903	0.8520133389021464
ENSMUSG00000087674	-0.9166495595414709	-0.37858517661608476
ENSMUSG00000103161	-1.0800713312118093	-0.9785804833712501
ENSMUSG00000030180	1.1656402903729708	1.8756919316096916
ENSMUSG00000035234	1.053241882985594	1.354487692490693
ENSMUSG00000054618	0.26705785416603717	-0.4308134029203265
ENSMUSG00000083847	-1.3410582295102509	-1.1102636730093194
ENSMUSG00000099668	-2.508033527547667	-1.624970084489534
ENSMUSG00000117890	0.2621233445080649	0.7166931998265758
ENSMUSG00000035623	1.0239307573142606	1.6479580351934842
ENSMUSG00000054364	2.572766015322326	1.6155318122347606
ENSMUSG00000021495	0.9775991435545145	0.9724109758177185
ENSMUSG00000049658	0.9139126210057577	1.2157875879473699
ENSMUSG00000028841	-0.5478203439323537	0.2685507116780069
ENSMUSG00000035699	0.6063011984646518	-0.023812357266382693
ENSMUSG00000031984	1.3597001613412216	1.568441018964835
ENSMUSG00000091204	-0.7186257409201701	-0.9894398263613591
ENSMUSG00000093661	-0.6055083110215147	-0.07551391844455507
ENSMUSG00000072479	-1.2317054378839458	-0.4371842563469125
ENSMUSG00000093765	-0.8542632442492032	-1.333948084454417
ENSMUSG00000103553	-0.15793184746052133	-0.5289599404541528
ENSMUSG00000023336	-0.2501457528529457	-0.7508727851000553
ENSMUSG00000005447	1.501666216343022	0.6456998785761222
ENSMUSG00000060565	-0.5902142922315886	-0.8559683031114493
ENSMUSG00000001095	-0.10634797978055781	0.09059665132287387
ENSMUSG00000066704	-0.7387570439768123	-1.1435634302175137
